date,ticker,best_model,strategy_score,action,ret_1d,ret_5d,ret_20d,result_5d,pred_ARIMAModel,pred_LGBMRegressor,pred_LSTM,pred_RandomForestRegressor,pred_Ridge,pred_XGBRegressor
2026-01-28,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,5.14%,6.11%,6.35%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-28,GLD,ARIMAModel,-1.7,HOLD,3.88%,-6.54%,-2.83%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-28,WALMEX.MX,ARIMAModel,-1.7,HOLD,-0.26%,-3.51%,-0.05%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-27,EEM,ARIMAModel,4.1,BUY,1.98%,-0.12%,3.30%,Fallo,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-27,QQQ,ARIMAModel,2.1,HOLD,0.91%,-0.57%,-3.76%,Acierto,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-01-27,WALMEX.MX,ARIMAModel,1.9,HOLD,1.43%,-2.13%,1.92%,Fallo,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-27,VNQ,ARIMAModel,1.7,HOLD,-0.03%,0.42%,4.61%,Acierto,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-01-27,SPY,ARIMAModel,0.5,HOLD,0.40%,-0.11%,-1.59%,Acierto,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-01-27,BIMBOA.MX,ARIMAModel,0.1,HOLD,-1.84%,-1.17%,10.19%,Fallo,BAJA,SUBE,-,BAJA,SUBE,BAJA
2026-01-27,IEF,ARIMAModel,-0.3,HOLD,-0.11%,-0.16%,1.17%,Acierto,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-01-27,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,-0.54%,-0.18%,-3.02%,Acierto,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-27,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,1.31%,7.50%,8.83%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-27,GLD,ARIMAModel,-1.7,HOLD,2.45%,-4.25%,-0.45%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-26,EEM,ARIMAModel,4.1,BUY,0.17%,0.05%,3.47%,Acierto,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-26,QQQ,ARIMAModel,2.1,HOLD,0.44%,-0.14%,-3.34%,Acierto,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-01-26,VNQ,ARIMAModel,1.7,HOLD,-0.13%,0.29%,4.47%,Acierto,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-01-26,SPY,ARIMAModel,0.5,HOLD,0.51%,0.40%,-1.09%,Acierto,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-01-26,WALMEX.MX,ARIMAModel,0.3,HOLD,-1.29%,-4.33%,0.60%,Fallo,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-01-26,BIMBOA.MX,ARIMAModel,0.1,HOLD,-0.55%,-1.62%,9.58%,Fallo,BAJA,SUBE,-,SUBE,BAJA,BAJA
2026-01-26,CEMEXCPO.MX,ARIMAModel,-0.1,HOLD,-0.89%,-3.26%,-3.88%,Fallo,SUBE,SUBE,-,BAJA,BAJA,SUBE
2026-01-26,IEF,ARIMAModel,-0.3,HOLD,0.15%,-0.01%,1.31%,Acierto,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-01-26,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,0.88%,6.23%,9.78%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-26,GLD,ARIMAModel,-1.7,HOLD,1.46%,-2.85%,1.01%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-25,EEM,ARIMAModel,4.1,BUY,0.00%,2.32%,3.47%,Acierto,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-25,QQQ,ARIMAModel,2.1,HOLD,0.00%,1.08%,-3.34%,Fallo,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-01-25,BIMBOA.MX,ARIMAModel,1.7,HOLD,0.00%,-2.85%,10.00%,Fallo,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-01-25,VNQ,ARIMAModel,1.7,HOLD,0.00%,0.19%,4.47%,Acierto,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-01-25,SPY,ARIMAModel,0.5,HOLD,0.00%,0.70%,-1.09%,Acierto,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-01-25,WALMEX.MX,ARIMAModel,0.3,HOLD,0.00%,-3.85%,0.67%,Fallo,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-01-25,CEMEXCPO.MX,ARIMAModel,-0.1,HOLD,0.00%,-1.12%,-3.88%,Fallo,SUBE,SUBE,-,BAJA,BAJA,SUBE
2026-01-25,IEF,ARIMAModel,-0.3,HOLD,0.00%,0.05%,1.31%,Acierto,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-01-25,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,0.00%,10.14%,10.15%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-25,GLD,ARIMAModel,-1.7,HOLD,0.00%,8.28%,1.01%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-24,EEM,ARIMAModel,4.1,BUY,0.00%,2.84%,3.03%,Acierto,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-24,QQQ,ARIMAModel,2.1,HOLD,0.00%,1.69%,-3.55%,Fallo,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-01-24,BIMBOA.MX,ARIMAModel,1.7,HOLD,0.05%,-2.11%,7.78%,Fallo,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-01-24,WALMEX.MX,ARIMAModel,0.3,HOLD,-0.09%,-0.22%,0.00%,Acierto,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-01-24,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,-0.27%,0.80%,-5.61%,Acierto,SUBE,BAJA,-,BAJA,BAJA,SUBE
2026-01-24,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,-0.15%,7.29%,8.10%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-24,GLD,ARIMAModel,-1.7,HOLD,0.00%,7.98%,-1.44%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-24,SPY,ARIMAModel,-1.7,HOLD,0.00%,0.90%,-1.15%,Acierto,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-01-24,IEF,ARIMAModel,-1.9,SELL,0.00%,-0.05%,0.92%,Acierto,BAJA,SUBE,-,BAJA,BAJA,BAJA
2026-01-24,VNQ,ARIMAModel,-4.1,SELL,0.00%,-1.19%,2.99%,Acierto,BAJA,BAJA,-,SUBE,BAJA,SUBE
2026-01-23,EEM,ARIMAModel,4.1,BUY,0.63%,2.79%,4.87%,Acierto,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-23,QQQ,ARIMAModel,2.1,HOLD,0.32%,1.67%,-1.23%,Fallo,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-01-23,WALMEX.MX,ARIMAModel,0.3,HOLD,-0.45%,-0.41%,-0.82%,Acierto,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-01-23,BIMBOA.MX,ARIMAModel,0.1,HOLD,0.21%,-2.13%,10.09%,Fallo,BAJA,SUBE,-,BAJA,SUBE,BAJA
2026-01-23,GFNORTEO.MX,ARIMAModel,-0.1,HOLD,0.23%,2.28%,9.47%,Fallo,SUBE,SUBE,-,BAJA,BAJA,SUBE
2026-01-23,IEF,ARIMAModel,-0.3,HOLD,0.17%,0.20%,0.47%,Acierto,BAJA,SUBE,-,SUBE,BAJA,SUBE
2026-01-23,SPY,ARIMAModel,-0.7,HOLD,0.04%,0.94%,0.43%,Acierto,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-01-23,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,-0.49%,-2.17%,-1.37%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-23,GLD,ARIMAModel,-1.7,HOLD,1.37%,5.38%,3.51%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-23,VNQ,ARIMAModel,-3.1,SELL,0.20%,0.03%,3.32%,Fallo,BAJA,BAJA,-,SUBE,BAJA,BAJA
2026-01-22,EEM,ARIMAModel,4.1,BUY,0.76%,1.56%,4.02%,Acierto,SUBE,BAJA,-,SUBE,SUBE,BAJA
2026-01-22,QQQ,ARIMAModel,2.1,HOLD,0.73%,1.49%,-0.78%,Fallo,SUBE,SUBE,-,SUBE,BAJA,SUBE
2026-01-22,SPY,ARIMAModel,2.1,HOLD,0.52%,1.07%,0.98%,Fallo,SUBE,SUBE,-,SUBE,BAJA,BAJA
2026-01-22,WALMEX.MX,ARIMAModel,1.9,HOLD,1.32%,-0.52%,-0.21%,Acierto,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-01-22,BIMBOA.MX,ARIMAModel,1.7,HOLD,1.08%,0.79%,11.22%,Acierto,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-01-22,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,-0.18%,-1.81%,-1.86%,Fallo,SUBE,BAJA,-,BAJA,BAJA,SUBE
2026-01-22,GFNORTEO.MX,ARIMAModel,-1.7,HOLD,-0.52%,0.43%,11.40%,Acierto,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-22,GLD,ARIMAModel,-1.7,HOLD,1.85%,4.76%,4.24%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-22,IEF,ARIMAModel,-1.9,SELL,-0.01%,0.30%,0.74%,Fallo,BAJA,SUBE,-,SUBE,BAJA,BAJA
2026-01-22,VNQ,ARIMAModel,-4.1,SELL,-0.99%,-0.92%,2.87%,Acierto,BAJA,BAJA,-,SUBE,BAJA,BAJA
2026-01-21,EEM,ARIMAModel,4.1,BUY,1.66%,3.07%,5.58%,Acierto,SUBE,SUBE,-,SUBE,SUBE,BAJA
2026-01-21,QQQ,ARIMAModel,4.1,BUY,1.35%,2.41%,1.03%,Acierto,SUBE,BAJA,-,SUBE,SUBE,SUBE
2026-01-21,WALMEX.MX,ARIMAModel,4.1,BUY,-0.88%,-0.10%,0.47%,Fallo,SUBE,SUBE,-,SUBE,SUBE,BAJA
2026-01-21,BIMBOA.MX,ARIMAModel,1.7,HOLD,-0.36%,0.98%,10.11%,Acierto,BAJA,SUBE,-,SUBE,SUBE,SUBE
2026-01-21,SPY,ARIMAModel,0.5,HOLD,1.15%,1.72%,2.42%,Fallo,SUBE,BAJA,-,SUBE,BAJA,BAJA
2026-01-21,GFNORTEO.MX,ARIMAModel,-0.7,HOLD,2.06%,1.61%,13.15%,Fallo,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-01-21,CEMEXCPO.MX,ARIMAModel,-1.7,HOLD,2.72%,1.77%,-0.36%,Fallo,SUBE,SUBE,-,BAJA,BAJA,BAJA
2026-01-21,GLD,ARIMAModel,-1.7,HOLD,1.46%,4.75%,6.82%,Fallo,SUBE,BAJA,-,BAJA,BAJA,BAJA
2026-01-21,IEF,ARIMAModel,-1.9,SELL,0.26%,0.42%,0.57%,Fallo,BAJA,SUBE,-,SUBE,BAJA,BAJA
2026-01-21,VNQ,ARIMAModel,-4.1,SELL,0.40%,-0.40%,1.91%,Acierto,BAJA,BAJA,-,SUBE,BAJA,BAJA
2026-01-20,EEM,ARIMAModel,4.1,BUY,-0.97%,2.07%,3.80%,Acierto,SUBE,SUBE,-,SUBE,SUBE,SUBE
2026-01-20,GFNORTEO.MX,ARIMAModel,4.1,BUY,0.41%,2.02%,14.30%,Acierto,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-01-20,GLD,ARIMAModel,4.1,BUY,3.78%,8.71%,8.11%,Acierto,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-01-20,WALMEX.MX,ARIMAModel,4.1,BUY,-0.45%,-0.55%,0.36%,Fallo,SUBE,SUBE,-,BAJA,SUBE,BAJA
2026-01-20,QQQ,ARIMAModel,2.1,HOLD,-2.12%,0.23%,-1.87%,Acierto,SUBE,SUBE,-,BAJA,BAJA,SUBE
2026-01-20,BIMBOA.MX,ARIMAModel,1.7,HOLD,-2.22%,-1.26%,8.02%,Fallo,BAJA,SUBE,-,SUBE,SUBE,BAJA
2026-01-20,CEMEXCPO.MX,ARIMAModel,-0.1,HOLD,-0.77%,0.99%,-5.00%,Acierto,SUBE,SUBE,-,BAJA,BAJA,SUBE
2026-01-20,SPY,ARIMAModel,-0.7,HOLD,-2.04%,-0.35%,-0.15%,Acierto,SUBE,BAJA,-,BAJA,SUBE,BAJA
2026-01-20,IEF,ARIMAModel,-1.9,SELL,-0.40%,0.02%,0.15%,Fallo,BAJA,SUBE,-,SUBE,BAJA,BAJA
2026-01-20,VNQ,ARIMAModel,-4.1,SELL,-1.86%,-2.25%,-0.40%,Acierto,BAJA,BAJA,-,BAJA,BAJA,BAJA
