model,residual
Top3Ensamble,0.441054850151815
rf,0.8363035910971348
xgb,0.778963416814797
Top3Ensamble,0.8076335039559694
rf,5.3683122474375295
lgbm,3.5877837147126
Top3Ensamble,4.478047981075122
rf,-6.482235188256425
arima,-5.762492223376682
lgbm,-5.416208494533123
Top3Ensamble,-5.886978635388687
rf,0.8408470564284016
xgb,0.7323113232850744
linreg,0.5517397823553978
Top3Ensamble,0.7082993873562913
rf,-0.368569624764973
lgbm,-4.0161782553852845
Top3Ensamble,-2.1923739400751856
lgbm,-2.0671393735784704
rf,-1.147769071023049
Top3Ensamble,-1.607454222300703
rf,-0.2686079060703861
arima,-0.254267587319319
Top3Ensamble,-0.26143774669486675
rf,-0.0603993919358885
lgbm,0.08958160690747974
arima,-0.017969018965182215
Top3Ensamble,0.0037377320021434457
rf,1.6225030645669278
lgbm,1.2161645338542613
Top3Ensamble,1.419333799210591
xgb,0.3044779673218727
rf,0.18984496690049824
arima,0.41558470589803775
Top3Ensamble,0.3033025467068029
rf,0.05929440948375486
xgb,-0.017089679837226868
Top3Ensamble,0.021102364823263997
rf,2.2908041517750632
lgbm,1.3587427663707672
Top3Ensamble,1.8247734590728726
rf,-14.58047951475504
arima,-5.782481237048614
lgbm,-5.443205391247318
Top3Ensamble,-8.602055381016896
rf,-0.4802329061385393
xgb,-0.2724849060177519
linreg,-0.6685517353722332
Top3Ensamble,-0.47375651584283673
rf,1.3269248000634661
lgbm,-1.5593693741095649
Top3Ensamble,-0.11622228702299253
lgbm,0.9668334142827462
rf,2.311864687593129
Top3Ensamble,1.6393490509378807
rf,-0.10605780703893686
arima,-0.18427552188958884
Top3Ensamble,-0.14516666446426996
rf,0.7318335376092335
lgbm,0.7272499837272548
arima,0.8120289973922397
Top3Ensamble,0.7570375062429093
rf,-1.455651788682573
lgbm,-1.684228244092246
Top3Ensamble,-1.569940016387406
xgb,-0.0374189168214798
rf,-0.16775389434014798
arima,0.02558340890096744
Top3Ensamble,-0.059863134086885594
rf,0.44129525710431494
xgb,0.17713987827301025
Top3Ensamble,0.3092175676886626
rf,-0.14094138028116276
lgbm,-0.9749912789543771
Top3Ensamble,-0.5579663296177841
rf,-13.662434971809034
arima,-3.5724897819704324
lgbm,-2.5312780160065245
Top3Ensamble,-6.58873425659533
rf,-0.46151070497805335
xgb,-0.3710565119981766
linreg,-0.5233014274142533
Top3Ensamble,-0.45195621479683723
rf,7.639711711491032
lgbm,6.071668457078658
Top3Ensamble,6.855690084284788
lgbm,3.8284250775984674
rf,2.95869750084114
Top3Ensamble,3.3935612892198606
rf,-0.6244046963641665
arima,-0.6642636200341201
Top3Ensamble,-0.6443341581991433
rf,0.18261197992002565
lgbm,0.1757234119529798
arima,0.17202579304652943
Top3Ensamble,0.17678706163983549
lgbm,-0.06238617356491005
rf,0.12241720134173306
Top3Ensamble,0.030015513888415057
arima,-0.3044165148050908
xgb,-0.45721527934074047
rf,-0.4862033954828213
Top3Ensamble,-0.4159450632095414
xgb,-0.8549423515796661
rf,-0.6988381018585628
Top3Ensamble,-0.776890226719118
rf,0.409186831137788
lgbm,0.48977245177519535
Top3Ensamble,0.44947964145649166
rf,0.7731072928538083
lgbm,-0.5453551092547855
arima,1.6774797004514426
Top3Ensamble,0.6350772946834127
xgb,0.14200163632634144
linreg,-0.2715281335752451
rf,0.011813492907890577
Top3Ensamble,-0.03923766811367102
rf,-9.097681171675617
lgbm,-10.082410128443712
Top3Ensamble,-9.590045650059665
rf,-6.404423697727111
lgbm,-3.4755457916049863
Top3Ensamble,-4.939984744666049
rf,0.20634494969965544
arima,0.24572478328613556
Top3Ensamble,0.2260348664928955
lgbm,0.9454987984016157
arima,1.5020314387984968
rf,1.3933702913474448
Top3Ensamble,1.2803001761825215
lgbm,0.037482304996686366
rf,0.4718142317101979
Top3Ensamble,0.2546482683534421
arima,-0.14441666739297077
xgb,-0.35173048079013824
rf,-0.3138178709258419
Top3Ensamble,-0.26998833970298364
xgb,-1.1657346040010452
rf,-0.19615660067209717
Top3Ensamble,-0.6809456023365712
rf,-1.3349969383737061
lgbm,-1.242016132660524
Top3Ensamble,-1.2885065355170582
rf,3.816923849157888
lgbm,4.410092160693978
arima,7.157521204357693
Top3Ensamble,5.128179071403167
xgb,0.07015721499917049
linreg,-0.04953804460474487
rf,-0.018775949435507755
Top3Ensamble,0.00061440698631543
rf,-7.120782547531917
lgbm,-7.340036696113657
Top3Ensamble,-7.230409621822787
rf,-5.437910307484913
lgbm,-4.035322204477666
Top3Ensamble,-4.736616255981289
rf,-0.22252788731955775
arima,-0.25426758731929056
Top3Ensamble,-0.23839773731943126
lgbm,-0.7816032073690806
arima,-0.6079729862503385
rf,-0.6166203852841363
Top3Ensamble,-0.6687321929678447
lgbm,0.7097807449021545
rf,0.8781540031152417
Top3Ensamble,0.7939673740087017
arima,0.7155839429585811
xgb,0.5462167412042618
rf,0.47821859232485053
Top3Ensamble,0.5800064254958954
xgb,0.53993159532547
rf,0.19504643296483692
Top3Ensamble,0.3674890141451499
rf,0.18506718674873923
lgbm,0.058949839990589226
Top3Ensamble,0.1220085133696216
rf,-13.536899923677765
lgbm,-14.709565787867803
arima,-12.172495885486057
Top3Ensamble,-13.47298719901056
xgb,-0.426774702966199
linreg,-0.7121935273307543
rf,-0.41542008598071334
Top3Ensamble,-0.5181294387592175
rf,6.266145395954254
lgbm,6.606335564387905
Top3Ensamble,6.436240480171136
rf,6.698299426410927
lgbm,9.358838025404225
Top3Ensamble,8.028568725907576
rf,0.023203248404144006
arima,-0.024271859780256477
Top3Ensamble,-0.0005343056880775521
lgbm,0.4208286553581715
arima,0.6420308284469272
rf,0.45304680448949597
Top3Ensamble,0.5053020960981911
lgbm,0.15217906592260988
rf,0.6778478398278196
Top3Ensamble,0.41501345287521474
arima,-0.14441666739298498
xgb,-0.14981438405812142
rf,-0.3314901477371208
Top3Ensamble,-0.20857373306273885
xgb,-1.8088683485984802
rf,-0.6150317968110457
Top3Ensamble,-1.2119500727047736
rf,-0.6321727599679718
lgbm,-1.1656286132711102
Top3Ensamble,-0.8989006866195268
rf,-9.37929096351428
lgbm,-7.96411118004454
arima,-8.572489781970432
Top3Ensamble,-8.638630641843122
xgb,0.03673813119529257
linreg,-0.250738760938205
rf,-0.04348006921182446
Top3Ensamble,-0.08582689965156476
rf,-7.262427993100914
lgbm,-6.269172162122004
Top3Ensamble,-6.765800077611402
rf,-6.17247444365421
lgbm,-8.551042061274643
Top3Ensamble,-7.361758252464369
rf,-0.5815529510792317
arima,-0.7242688080224013
Top3Ensamble,-0.6529108795508165
lgbm,-0.7015631196360417
arima,-0.09797085001986972
rf,-0.3830518286766562
Top3Ensamble,-0.394195266110863
rf,1.4395891900397402
lgbm,1.7418039023286553
Top3Ensamble,1.5906965461842049
xgb,-0.20290042087435367
rf,-0.2335849127271139
arima,-0.20441613333536068
Top3Ensamble,-0.2136338223122749
rf,0.09788430989333818
xgb,-0.10743638873100991
Top3Ensamble,-0.004776039418835865
rf,-9.585993694963378
lgbm,1.1136509768634255
Top3Ensamble,-4.236171359049962
rf,-10.598300699999868
arima,-0.7924910026735574
lgbm,-1.102099406177274
Top3Ensamble,-4.164297036283585
rf,-0.08836863044922438
xgb,-0.13851578906178474
linreg,-0.24411662175252502
Top3Ensamble,-0.15700034708784472
rf,2.3806212751433122
lgbm,5.146571130168013
Top3Ensamble,3.7635962026556626
lgbm,2.328997480557291
rf,0.9091786333037817
Top3Ensamble,1.6190880569305364
rf,0.19921162254249225
arima,0.18573485408695944
Top3Ensamble,0.19247323831471874
rf,-0.019382155737922346
lgbm,-0.29872357477760403
arima,0.09203159138638028
Top3Ensamble,-0.07535804637637966
rf,2.1039857847182333
lgbm,1.5544258585316726
Top3Ensamble,1.829205821624953
xgb,-0.14985528402030468
rf,-0.23137262386499913
arima,-0.08441720145059506
Top3Ensamble,-0.15521503644529844
rf,-0.6332374533465099
xgb,-0.45540443062781577
Top3Ensamble,-0.5443209419871593
rf,-9.102510935189287
lgbm,1.2789055413136339
Top3Ensamble,-3.911802696937798
rf,-11.26980318705347
arima,-9.59247879564225
lgbm,-8.984270253446653
Top3Ensamble,-9.948850745380867
rf,0.2055393658722977
xgb,0.04402628540994158
linreg,-0.06415632468073795
Top3Ensamble,0.06180310886718132
rf,-5.609294404138382
lgbm,-2.210655507145816
Top3Ensamble,-3.9099749556421557
lgbm,-4.204136507637827
rf,-4.487162290194988
Top3Ensamble,-4.345649398916407
rf,1.1000743302477929
arima,1.105725393637698
Top3Ensamble,1.1028998619427597
rf,1.0992326300365818
lgbm,0.8885588500973256
arima,1.3320294551559115
Top3Ensamble,1.1066069784299373
rf,-0.38669992573390743
lgbm,-0.9791148336367712
Top3Ensamble,-0.6829073796853322
xgb,0.23187195695937035
rf,0.15295646617809666
arima,0.29558386666464287
Top3Ensamble,0.22680409660070566
rf,-2.228929151658974
lgbm,-1.4461035418121355
Top3Ensamble,-1.8375163467355833
rf,-1.0692179789558978
lgbm,-1.5464016194489432
arima,-0.9879740543655728
Top3Ensamble,-1.201197884256807
rf,-0.37567845087419016
lgbm,-0.599966225248636
Top3Ensamble,-0.48782233806142017
xgb,-0.29691788554191945
rf,-0.44163350597704465
arima,-0.18441567557169236
Top3Ensamble,-0.30765568903021645
rf,-9.289725738506519
lgbm,1.5433154383155738
Top3Ensamble,-3.8732051500955436
rf,0.21512316801315023
lgbm,-0.31164699586803124
arima,0.3720303706832553
Top3Ensamble,0.09183551427612002
rf,-1.4689907596078058
lgbm,-2.26930911761076
Top3Ensamble,-1.869149938609283
xgb,-0.39676243811845424
rf,-0.46757102410128226
arima,-0.2944181932718841
Top3Ensamble,-0.3862505518305426
rf,-0.2992468329494429
xgb,-0.6316121518611908
Top3Ensamble,-0.4654294924053204
rf,-14.93663513990515
lgbm,-3.2876019365469915
Top3Ensamble,-9.11211853822607
rf,-13.550444723084695
arima,-10.742472692126682
lgbm,-12.906075993879426
Top3Ensamble,-12.399664469696916
rf,-0.5484549297416521
xgb,-0.2871498018503331
linreg,-0.5786229425990967
Top3Ensamble,-0.4714092247303512
rf,-1.3613860908694733
lgbm,3.296742651269824
Top3Ensamble,0.9676782802001753
lgbm,-0.5649705832328209
rf,-0.5756063665055535
Top3Ensamble,-0.5702884748691304
rf,-1.32764057628998
arima,-1.3542660614403843
Top3Ensamble,-1.3409533188651892
rf,-0.4033527353830806
lgbm,-0.31119484981496015
arima,-0.27797115519565097
Top3Ensamble,-0.33083958013123294
lgbm,0.2922580841796645
rf,1.00759173633287
Top3Ensamble,0.6499249102562601
arima,1.095585011073819
xgb,1.08147694170475
rf,0.955436824214793
Top3Ensamble,1.0441662589977874
xgb,0.19934815168380737
rf,1.4153208807062398
Top3Ensamble,0.8073345161950201
rf,1.477585776928521
lgbm,2.653499842226495
Top3Ensamble,2.0655428095775505
rf,13.57469022300728
lgbm,12.087125765307576
arima,16.727498010998318
Top3Ensamble,14.129771333104372
xgb,-0.520146921277032
linreg,-0.8147821309923984
rf,-0.5962444123065467
Top3Ensamble,-0.6437244881919924
rf,12.107605147660934
lgbm,13.81121503964664
Top3Ensamble,12.959410093653787
rf,9.932248018820701
lgbm,10.929691072857054
Top3Ensamble,10.430969545838934
rf,0.17722611409359956
arima,0.0957308868018032
Top3Ensamble,0.1364785004477227
lgbm,-0.1908678686199039
arima,-0.15797222331088534
rf,-0.4229709237119508
Top3Ensamble,-0.25727033854757764
lgbm,-0.6987940272728395
rf,-0.23600016488246922
Top3Ensamble,-0.46739709607766144
arima,-0.03441605704141537
xgb,-0.31068304181099293
rf,-0.2016809187806281
Top3Ensamble,-0.18226000587767643
xgb,-1.1039913296699595
rf,-0.1594425751260573
Top3Ensamble,-0.6317169523980084
rf,3.065287148600106
lgbm,4.926261992527714
Top3Ensamble,3.9957745705639525
rf,-14.959207795554505
lgbm,-4.5846140567301745
arima,-4.742503209704807
Top3Ensamble,-8.095441687329924
xgb,0.43339513242248984
linreg,0.14411819211368027
rf,0.28935221754279894
Top3Ensamble,0.28895518069300863
rf,-2.3182442645412493
lgbm,-6.521216690825668
Top3Ensamble,-4.419730477683515
rf,-0.36784821327557893
lgbm,1.3258443917444538
Top3Ensamble,0.47899808923443743
rf,0.5098118155628839
arima,0.5057269195166185
Top3Ensamble,0.507769367539737
lgbm,0.23905341806212022
arima,-0.33796871378940097
rf,-0.43173283130600737
Top3Ensamble,-0.17688270901109604
lgbm,-1.0425801687512148
rf,-0.8999131764436328
Top3Ensamble,-0.9712466725974309
arima,-0.22441659109903256
xgb,-0.5391342341899907
rf,-0.43046429364377303
Top3Ensamble,-0.39800503964426426
xgb,-0.51552414894104
rf,0.6965369532596171
Top3Ensamble,0.09050640215929207
rf,-1.3927573176299006
lgbm,0.11430691664506298
Top3Ensamble,-0.6392252004924046
rf,-6.8418255692254775
lgbm,2.9096046985533803
arima,5.117512659435818
Top3Ensamble,0.39509726292124014
xgb,-0.6574628055095815
linreg,-0.7528764464055655
rf,-0.4272291954589207
Top3Ensamble,-0.6125228157913654
rf,3.601300276494044
lgbm,5.497341600180334
Top3Ensamble,4.549320938337132
rf,1.072262667258201
lgbm,2.9036999400553896
Top3Ensamble,1.987981303656852
rf,-1.2004819357793366
arima,-1.2542675873192906
Top3Ensamble,-1.2273747615493136
lgbm,0.9857704788926114
arima,0.9620267085738803
rf,0.8510670021538758
Top3Ensamble,0.9329547298734511
lgbm,0.15025016667512148
rf,-0.18046927908333998
Top3Ensamble,-0.015109556204109253
arima,-0.8244169725687662
xgb,-0.9548560902476346
rf,-1.0049780956977763
Top3Ensamble,-0.9280837195047269
xgb,-0.6500825881958008
rf,-0.5031175496359168
Top3Ensamble,-0.5766000689158588
rf,-1.0119016768030065
lgbm,1.3412969452933794
Top3Ensamble,0.16469763424518646
rf,-21.965402458756728
lgbm,-11.174852844748159
arima,-11.082499547595432
Top3Ensamble,-14.740918283700182
xgb,-0.27537423372268677
linreg,-0.48707516828461905
rf,0.02346707678057669
Top3Ensamble,-0.24632744174226673
rf,-4.83416608218306
lgbm,-4.4186669618835595
Top3Ensamble,-4.62641652203331
rf,-4.087771512429299
lgbm,-2.356831227117482
Top3Ensamble,-3.2223013697733904
rf,-0.2937758341637533
arima,-0.4042691131981968
Top3Ensamble,-0.34902247368097505
lgbm,-0.04376912593550486
arima,0.2620297603316928
rf,0.14850522564276503
Top3Ensamble,0.12225528667965335
lgbm,-4.331508092476561
rf,-4.459885285662899
Top3Ensamble,-4.39569668906973
arima,-0.21441636221719662
xgb,-0.20799826085567474
rf,-0.382391065074863
Top3Ensamble,-0.2682685627159138
xgb,-1.5981202982366014
rf,-0.8075626366782558
Top3Ensamble,-1.2028414674574321
rf,-9.904909069100682
lgbm,-7.280091568197605
Top3Ensamble,-8.592500318649144
rf,-23.15798439912396
lgbm,-13.626706499382408
arima,-13.092478795642307
Top3Ensamble,-16.62572323138295
xgb,0.05938273295760155
linreg,-0.4006704624054578
rf,0.016808525781826233
Top3Ensamble,-0.10815973455534333
rf,-8.681534573194426
lgbm,-13.716637097522721
Top3Ensamble,-11.199085835358574
rf,-11.43204222945053
lgbm,-13.512797185992326
Top3Ensamble,-12.472419707721428
rf,-1.3970528000840403
arima,-1.4442700287255548
Top3Ensamble,-1.4206614144048046
lgbm,-2.3788841333712583
arima,-2.077970392256198
rf,-2.240195000766896
Top3Ensamble,-2.2323498421314483
lgbm,0.2657295181794126
rf,-0.16112611319265113
Top3Ensamble,0.05230170249338073
arima,0.2855836377828034
xgb,0.299156341701746
rf,0.30472076827956585
Top3Ensamble,0.29648691592137766
xgb,-0.11271116137505288
rf,0.17580366848742557
Top3Ensamble,0.03154625355618634
rf,-2.844379300135074
lgbm,0.014251201004924496
Top3Ensamble,-1.4150640495650748
rf,2.3643293986493745
lgbm,12.043276410773899
arima,12.577504114513886
Top3Ensamble,8.995036641312424
xgb,-0.6250330805778361
linreg,-1.1375124547263624
rf,-0.5172182080194574
Top3Ensamble,-0.7599212477745567
rf,8.356693235199714
lgbm,17.705489247654214
Top3Ensamble,13.03109124142702
rf,9.311128767359378
lgbm,12.138405234907054
Top3Ensamble,10.72476700113316
rf,0.18311664836457453
arima,0.11572752986822366
Top3Ensamble,0.1494220891163991
lgbm,-1.0686843215479698
arima,-1.0579737491897916
rf,-1.1205590329746755
Top3Ensamble,-1.0824057012374837
lgbm,-0.3822129945969124
rf,-0.3728900922603344
Top3Ensamble,-0.3775515434286234
arima,0.855583332607015
xgb,0.6513741910457576
rf,0.7494251480282657
Top3Ensamble,0.7521275572270163
xgb,0.2652689814567495
rf,1.5586598463156704
Top3Ensamble,0.91196441388621
rf,4.044973127199199
lgbm,5.698363671996503
Top3Ensamble,4.871668399597837
rf,-0.08286317313064728
lgbm,1.056343426606702
arima,0.8075151008420676
Top3Ensamble,0.5936651181060029
xgb,-0.01576336845756998
linreg,-0.49166073119714326
rf,-0.023793185662924543
Top3Ensamble,-0.17707242843920312
rf,11.162312968380206
lgbm,13.291224703481703
Top3Ensamble,12.226768835930898
rf,3.000830669718539
lgbm,7.103599667131334
Top3Ensamble,5.052215168424937
rf,-1.261378662436087
arima,-1.3042630096826002
Top3Ensamble,-1.2828208360593436
lgbm,0.6090990591739853
arima,0.662031286210599
rf,0.6346954662823663
Top3Ensamble,0.6352752705556455
xgb,-0.30639743991194734
rf,0.47971134336224
Top3Ensamble,0.08665695172514631
rf,-26.555857791078154
lgbm,-25.38922590147996
arima,-26.672495885486057
Top3Ensamble,-26.205859859348095
xgb,-0.19015660881997576
linreg,-0.5425013303307793
rf,0.07843646913332236
Top3Ensamble,-0.2180738233391395
rf,7.8900864594442055
lgbm,11.910170976118707
Top3Ensamble,9.9001287177814
rf,4.694919054527077
lgbm,6.346699536310211
Top3Ensamble,5.520809295418644
rf,0.30532560033833533
arima,0.18572722469241398
Top3Ensamble,0.24552641251537466
lgbm,-0.6696327690147328
rf,-0.6989524610020226
Top3Ensamble,-0.6842926150083741
arima,0.5155831800191386
xgb,0.28666138648986816
rf,0.3148861555799378
Top3Ensamble,0.37237690736298035
xgb,1.192664697766304
rf,2.002984650343315
Top3Ensamble,1.5978246740548059
rf,6.277104054279249
lgbm,4.303202481858477
Top3Ensamble,5.290153268068849
rf,49.896937618611105
lgbm,46.46221253949392
arima,51.437489466076386
Top3Ensamble,49.2655465413938
xgb,-0.21978145837783813
linreg,-0.3379879531473904
rf,0.10984239741476642
Top3Ensamble,-0.14930900470349684
rf,6.62538616687084
lgbm,12.002315246465514
Top3Ensamble,9.313850706668177
rf,1.9529643121261415
lgbm,2.9154796689753084
Top3Ensamble,2.434221990550668
rf,0.07104452238536396
arima,-0.10427369083491556
Top3Ensamble,-0.01661458422475448
lgbm,0.6117815692938535
arima,0.3420315913863803
rf,0.1996085881443861
Top3Ensamble,0.3844739162748638
lgbm,0.9373154129442796
rf,0.4424522820735106
Top3Ensamble,0.6898838475088951
arima,0.525583408900971
xgb,0.4873572119977361
rf,0.33527842463398017
Top3Ensamble,0.44940634851089456
xgb,-0.0626426339149404
rf,0.9992661731289729
Top3Ensamble,0.4683117696070198
rf,-6.178027293595392
lgbm,-6.175456402772994
Top3Ensamble,-6.176741848184207
rf,-1.864822678376754
lgbm,-5.638295762659197
arima,-0.8524885612673074
Top3Ensamble,-2.7852023341010863
xgb,-0.3371475338935994
linreg,-0.5638430194665602
rf,-0.04523755108513683
Top3Ensamble,-0.3154093681484227
rf,2.009418637868066
lgbm,4.564016169366369
Top3Ensamble,3.2867174036172173
rf,0.8619170566302046
lgbm,1.9600569028500558
Top3Ensamble,1.4109869797400734
rf,-1.0555604003365033
arima,-1.2642697235497735
Top3Ensamble,-1.1599150619431384
lgbm,2.194445466296692
arima,2.2120267085738803
rf,1.9500327989589081
Top3Ensamble,2.1188349912764934
lgbm,-0.2655977429234966
rf,-0.0672725871544273
Top3Ensamble,-0.16643516503895484
arima,-0.5244158281595901
xgb,-0.6473091170191836
rf,-0.6761821005727775
Top3Ensamble,-0.6159690152505171
xgb,-0.8560689389705587
rf,0.2654104181610819
Top3Ensamble,-0.29532926040474194
rf,-10.636327835625735
lgbm,-10.78234347937726
Top3Ensamble,-10.709335657501441
rf,-19.109874676245738
lgbm,-22.75829087984664
arima,-17.972483678454864
Top3Ensamble,-19.946883078182452
xgb,0.13619754463432798
linreg,-0.39070043937236676
rf,0.12175460816003181
Top3Ensamble,-0.04424942885934513
rf,-2.7632070831048168
lgbm,-1.3329298488282575
Top3Ensamble,-2.0480684659664803
rf,-0.17577939591024005
lgbm,1.0281383011090384
Top3Ensamble,0.42617945259939916
rf,1.095863543435783
arima,0.9157305816260077
Top3Ensamble,1.0057970625308883
lgbm,-0.3933877856548307
arima,0.2120305232711459
rf,-0.015056233031764066
Top3Ensamble,-0.06547116513847584
lgbm,1.7776988265718288
rf,1.1214182432456283
Top3Ensamble,1.449558534908732
arima,0.155582569667569
xgb,-0.07355612516403198
rf,-0.026152760218842275
Top3Ensamble,0.01862456142823632
xgb,-1.6381437182426453
rf,-0.43088904484925905
Top3Ensamble,-1.0345163815459557
rf,-3.220837171432663
lgbm,-2.97657005568675
Top3Ensamble,-3.0987036135597066
rf,-11.862977430757951
lgbm,-18.896962135087335
arima,-10.912486119861
Top3Ensamble,-13.890808561902134
xgb,0.2324146255850792
linreg,-0.2480659279405586
rf,0.16940218186324785
Top3Ensamble,0.051250293169246675
rf,-5.580376708458402
lgbm,-3.59456113075089
Top3Ensamble,-4.587468919604589
rf,-3.27725199896679
lgbm,-1.7309313127939276
Top3Ensamble,-2.504091655880302
rf,0.048642978880764076
arima,0.015729055747115694
Top3Ensamble,0.03218601731391857
lgbm,-0.977062787958701
arima,-0.7579706974319791
rf,-0.7295872056801471
Top3Ensamble,-0.8215402303569377
lgbm,1.1757858405732478
rf,0.39275342322325457
Top3Ensamble,0.7842696318982547
arima,0.2355844007222636
xgb,0.4546187520027125
rf,0.055029987397965385
Top3Ensamble,0.2484110467076448
xgb,-0.11056875064969063
rf,0.6573756948829725
Top3Ensamble,0.27340347211664096
rf,-2.5863960109528534
lgbm,-2.026593169376781
Top3Ensamble,-2.3064945901648173
rf,-7.961625876927144
lgbm,-10.99831163179988
arima,-6.212504430407989
Top3Ensamble,-8.390813979711652
xgb,-0.09073295816779137
linreg,-0.5511145947127858
rf,-0.05880847653106969
Top3Ensamble,-0.2335520098038586
rf,-2.6544217081466286
lgbm,-1.6239055245686131
Top3Ensamble,-2.139163616357564
rf,-3.698619122517016
lgbm,-3.281290223569158
Top3Ensamble,-3.48995467304303
rf,0.30328528581817693
arima,0.10573302303222931
Top3Ensamble,0.20450915442521023
lgbm,0.6393689464863996
arima,0.8120289973922397
rf,0.52152351166324
