ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
BIMBOA.MX,lgbm,58.4135338078946,59.880001068115234,-0.4264663446932886,1.0400009155273438,-0.007247898429424661,0.017675066499495965,False,2025-12-05,1.4665,2.1505,1.4665,0.0245,,1.0
BIMBOA.MX,xgb,58.62766122817993,59.880001068115234,-0.21233892440795898,1.0400009155273438,-0.0036087512552227608,0.017675066499495965,False,2025-12-05,1.2523,1.5684,1.2523,0.0209,,1.0
BIMBOA.MX,arima,58.85040115005418,59.880001068115234,0.010400997466291528,1.0400009155273438,0.00017676746157918005,0.017675066499495965,True,2025-12-05,1.0296,1.0601,1.0296,0.0172,,1.0
BIMBOA.MX,Top3Ensamble,58.6305320620429,59.880001068115234,-0.20946809054498772,1.0400009155273438,-0.0035599607410227874,0.017675066499495965,False,2025-12-05,1.2495,1.5612,1.2495,0.0209,,1.0
CEMEXCPO.MX,arima,20.00723624999897,19.65999984741211,0.0072362499989715445,-0.3400001525878906,0.0003618124999485772,-0.01700000762939453,False,2025-12-05,0.3472,0.1206,0.3472,0.0177,,1.0
CEMEXCPO.MX,rf,19.784892680780228,19.65999984741211,-0.2151073192197721,-0.3400001525878906,-0.010755365960988606,-0.01700000762939453,True,2025-12-05,0.1249,0.0156,0.1249,0.0064,,1.0
CEMEXCPO.MX,Top3Ensamble,19.8960644653896,19.65999984741211,-0.10393553461040028,-0.3400001525878906,-0.0051967767305200144,-0.01700000762939453,True,2025-12-05,0.2361,0.0557,0.2361,0.012,,1.0
EEM,arima,54.35674307033582,54.7400016784668,0.02674123928112948,0.4099998474121094,0.0004922002278646042,0.007546472181006922,True,2025-12-05,0.3833,0.1469,0.3833,0.007,,1.0
EEM,rf,55.17742175147253,54.7400016784668,0.8474199204178419,0.4099998474121094,0.015597642036769856,0.007546472181006922,True,2025-12-05,0.4374,0.1913,0.4374,0.008,,1.0
EEM,Top3Ensamble,54.76708241090417,54.7400016784668,0.4370805798494857,0.4099998474121094,0.00804492113231723,0.007546472181006922,True,2025-12-05,0.0271,0.0007,0.0271,0.0005,,1.0
GFNORTEO.MX,rf,172.23997613838125,175.05999755859375,-2.2000263030249982,0.6199951171875,-0.01261193689654974,0.00355420263993492,False,2025-12-05,2.82,7.9525,2.82,0.0161,,1.0
GFNORTEO.MX,xgb,174.67089967429638,175.05999755859375,0.2308972328901291,0.6199951171875,0.0013236484158367667,0.00355420263993492,True,2025-12-05,0.3891,0.1514,0.3891,0.0022,,1.0
GFNORTEO.MX,Top3Ensamble,173.45543790633883,175.05999755859375,-0.9845645350674204,0.6199951171875,-0.005644144240356405,0.00355420263993492,False,2025-12-05,1.6046,2.5746,1.6046,0.0092,,1.0
