ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,Top3Ensamble,no_event_day,1,1.216,1.4786,1.216,0.0048,,1.0
AAPL,arima,no_event_day,1,0.6613,0.4373,0.6613,0.0026,,1.0
AAPL,lgbm,no_event_day,1,3.0907,9.5527,3.0907,0.0122,,1.0
AAPL,linreg,no_event_day,1,5.1772,26.8032,5.1772,0.0205,,1.0
AAPL,rf,no_event_day,1,0.4332,0.1877,0.4332,0.0017,,1.0
AAPL,xgb,no_event_day,1,0.124,0.0154,0.124,0.0005,,1.0
AMD,Top3Ensamble,no_event_day,1,18.7096,350.0495,18.7096,0.0918,,1.0
AMD,arima,no_event_day,1,17.0836,291.8498,17.0836,0.0838,,1.0
AMD,lgbm,no_event_day,1,18.4743,341.3007,18.4743,0.0907,,1.0
AMD,linreg,no_event_day,1,15.1131,228.4073,15.1131,0.0742,,1.0
AMD,rf,no_event_day,1,20.5709,423.1618,20.5709,0.101,,1.0
AMD,xgb,no_event_day,1,36.3568,1321.8205,36.3568,0.1784,,1.0
AMZN,Top3Ensamble,no_event_day,1,2.7785,7.7203,2.7785,0.0134,,1.0
AMZN,arima,no_event_day,1,3.8488,14.813,3.8488,0.0185,,1.0
AMZN,lgbm,no_event_day,1,3.7826,14.3081,3.7826,0.0182,,1.0
AMZN,linreg,no_event_day,1,0.393,0.1545,0.393,0.0019,,1.0
AMZN,rf,no_event_day,1,3.3589,11.2823,3.3589,0.0162,,1.0
AMZN,xgb,no_event_day,1,1.1941,1.4258,1.1941,0.0058,,1.0
ASML,Top3Ensamble,no_event_day,1,68.1249,4641.0031,68.1249,0.0512,,1.0
ASML,arima,no_event_day,1,66.0356,4360.7027,66.0356,0.0497,,1.0
ASML,lgbm,no_event_day,1,73.7018,5431.9546,73.7018,0.0554,,1.0
ASML,linreg,no_event_day,1,149.8393,22451.8241,149.8393,0.1127,,1.0
ASML,rf,no_event_day,1,65.5001,4290.259,65.5001,0.0493,,1.0
ASML,xgb,no_event_day,1,72.839,5305.5256,72.839,0.0548,,1.0
AVGO,Top3Ensamble,no_event_day,1,9.5011,90.2703,9.5011,0.0307,,1.0
AVGO,arima,no_event_day,1,9.8683,97.384,9.8683,0.0319,,1.0
AVGO,lgbm,no_event_day,1,8.1805,66.9207,8.1805,0.0264,,1.0
AVGO,linreg,no_event_day,1,6.158,37.9211,6.158,0.0199,,1.0
AVGO,rf,no_event_day,1,11.1348,123.9831,11.1348,0.036,,1.0
AVGO,xgb,no_event_day,1,10.4544,109.2936,10.4544,0.0338,,1.0
BRK-B,Top3Ensamble,no_event_day,1,3.7068,13.7407,3.7068,0.0078,,1.0
BRK-B,arima,no_event_day,1,1.0617,1.1271,1.0617,0.0022,,1.0
BRK-B,lgbm,no_event_day,1,3.3493,11.2177,3.3493,0.007,,1.0
BRK-B,linreg,no_event_day,1,6.29,39.5647,6.29,0.0132,,1.0
BRK-B,rf,no_event_day,1,1.4812,2.194,1.4812,0.0031,,1.0
BRK-B,xgb,no_event_day,1,3.3533,11.2447,3.3533,0.0071,,1.0
CAT,Top3Ensamble,no_event_day,1,13.7734,189.7074,13.7734,0.0196,,1.0
CAT,arima,no_event_day,1,16.8912,285.3112,16.8912,0.024,,1.0
CAT,lgbm,no_event_day,1,13.2002,174.2455,13.2002,0.0188,,1.0
CAT,linreg,no_event_day,1,19.8955,395.8313,19.8955,0.0283,,1.0
CAT,rf,no_event_day,1,11.2289,126.0888,11.2289,0.016,,1.0
CAT,xgb,no_event_day,1,4.4871,20.1344,4.4871,0.0064,,1.0
COST,Top3Ensamble,no_event_day,1,7.2288,52.2558,7.2288,0.0074,,1.0
COST,arima,no_event_day,1,4.6712,21.8201,4.6712,0.0048,,1.0
COST,lgbm,no_event_day,1,9.8787,97.5881,9.8787,0.0101,,1.0
COST,linreg,no_event_day,1,53.2345,2833.9067,53.2345,0.0543,,1.0
COST,rf,no_event_day,1,4.34,18.8356,4.34,0.0044,,1.0
COST,xgb,no_event_day,1,7.4678,55.7676,7.4678,0.0076,,1.0
CRM,Top3Ensamble,no_event_day,1,1.9202,3.6871,1.9202,0.0103,,1.0
CRM,arima,no_event_day,1,4.031,16.2488,4.031,0.0217,,1.0
CRM,lgbm,no_event_day,1,0.927,0.8594,0.927,0.005,,1.0
CRM,linreg,no_event_day,1,13.2828,176.4336,13.2828,0.0716,,1.0
CRM,rf,no_event_day,1,0.5822,0.339,0.5822,0.0031,,1.0
CRM,xgb,no_event_day,1,0.8026,0.6441,0.8026,0.0043,,1.0
GOOGL,Top3Ensamble,no_event_day,1,11.4266,130.5679,11.4266,0.0407,,1.0
GOOGL,arima,no_event_day,1,10.6031,112.4253,10.6031,0.0377,,1.0
GOOGL,lgbm,no_event_day,1,12.3755,153.1533,12.3755,0.0441,,1.0
GOOGL,linreg,no_event_day,1,13.4155,179.9765,13.4155,0.0478,,1.0
GOOGL,rf,no_event_day,1,10.7126,114.7588,10.7126,0.0381,,1.0
GOOGL,xgb,no_event_day,1,11.1918,125.2571,11.1918,0.0398,,1.0
JNJ,Top3Ensamble,no_event_day,1,0.5831,0.34,0.5831,0.0024,,1.0
JNJ,arima,no_event_day,1,0.9246,0.8548,0.9246,0.0039,,1.0
JNJ,lgbm,no_event_day,1,0.0824,0.0068,0.0824,0.0003,,1.0
JNJ,linreg,no_event_day,1,4.9799,24.7997,4.9799,0.0208,,1.0
JNJ,rf,no_event_day,1,0.9054,0.8197,0.9054,0.0038,,1.0
JNJ,xgb,no_event_day,1,0.9071,0.8229,0.9071,0.0038,,1.0
JPM,Top3Ensamble,no_event_day,1,3.641,13.257,3.641,0.0125,,1.0
JPM,arima,no_event_day,1,4.0747,16.6028,4.0747,0.014,,1.0
JPM,lgbm,no_event_day,1,3.9077,15.2704,3.9077,0.0134,,1.0
JPM,linreg,no_event_day,1,5.094,25.9488,5.094,0.0175,,1.0
JPM,rf,no_event_day,1,3.7537,14.0899,3.7537,0.0129,,1.0
JPM,xgb,no_event_day,1,3.2617,10.6384,3.2617,0.0112,,1.0
LLY,Top3Ensamble,no_event_day,1,25.6671,658.8026,25.6671,0.0286,,1.0
LLY,arima,no_event_day,1,21.7185,471.6954,21.7185,0.0242,,1.0
LLY,lgbm,no_event_day,1,25.9748,674.6922,25.9748,0.029,,1.0
LLY,linreg,no_event_day,1,17.9624,322.6481,17.9624,0.02,,1.0
LLY,rf,no_event_day,1,29.3081,858.9626,29.3081,0.0327,,1.0
LLY,xgb,no_event_day,1,69.9095,4887.3446,69.9095,0.0779,,1.0
LMT,Top3Ensamble,no_event_day,1,9.5653,91.4945,9.5653,0.0152,,1.0
LMT,arima,no_event_day,1,3.2802,10.76,3.2802,0.0052,,1.0
LMT,lgbm,no_event_day,1,7.9888,63.8208,7.9888,0.0127,,1.0
LMT,linreg,no_event_day,1,8.3934,70.4486,8.3934,0.0134,,1.0
LMT,rf,no_event_day,1,17.4268,303.6927,17.4268,0.0278,,1.0
LMT,xgb,no_event_day,1,4.3077,18.5565,4.3077,0.0069,,1.0
MA,Top3Ensamble,no_event_day,1,2.1558,4.6477,2.1558,0.0043,,1.0
MA,arima,no_event_day,1,1.5578,2.4268,1.5578,0.0031,,1.0
MA,lgbm,no_event_day,1,2.2967,5.2746,2.2967,0.0046,,1.0
MA,linreg,no_event_day,1,18.2179,331.8907,18.2179,0.0364,,1.0
MA,rf,no_event_day,1,3.5887,12.8789,3.5887,0.0072,,1.0
MA,xgb,no_event_day,1,2.613,6.828,2.613,0.0052,,1.0
MCD,Top3Ensamble,no_event_day,1,1.6114,2.5965,1.6114,0.0052,,1.0
MCD,arima,no_event_day,1,2.6885,7.2279,2.6885,0.0087,,1.0
MCD,lgbm,no_event_day,1,0.4226,0.1786,0.4226,0.0014,,1.0
MCD,linreg,no_event_day,1,2.4131,5.8229,2.4131,0.0078,,1.0
MCD,rf,no_event_day,1,1.723,2.9689,1.723,0.0056,,1.0
MCD,xgb,no_event_day,1,1.9662,3.8658,1.9662,0.0064,,1.0
META,Top3Ensamble,no_event_day,1,48.0207,2305.9903,48.0207,0.0877,,1.0
META,arima,no_event_day,1,47.3577,2242.7551,47.3577,0.0865,,1.0
META,lgbm,no_event_day,1,52.0005,2704.0525,52.0005,0.095,,1.0
META,linreg,no_event_day,1,80.2075,6433.2388,80.2075,0.1465,,1.0
META,rf,no_event_day,1,45.2337,2046.0844,45.2337,0.0826,,1.0
META,xgb,no_event_day,1,46.828,2192.8631,46.828,0.0855,,1.0
MRK,Top3Ensamble,no_event_day,1,0.2032,0.0413,0.2032,0.0017,,1.0
MRK,arima,no_event_day,1,0.5639,0.318,0.5639,0.0047,,1.0
MRK,lgbm,no_event_day,1,0.7955,0.6329,0.7955,0.0067,,1.0
MRK,linreg,no_event_day,1,1.9689,3.8766,1.9689,0.0166,,1.0
MRK,rf,no_event_day,1,0.2788,0.0777,0.2788,0.0023,,1.0
MRK,xgb,no_event_day,1,0.9565,0.915,0.9565,0.008,,1.0
MSFT,Top3Ensamble,no_event_day,1,5.9841,35.8097,5.9841,0.0164,,1.0
MSFT,arima,no_event_day,1,5.2369,27.4256,5.2369,0.0143,,1.0
MSFT,lgbm,no_event_day,1,6.3889,40.818,6.3889,0.0175,,1.0
MSFT,linreg,no_event_day,1,20.8087,433.0008,20.8087,0.0569,,1.0
MSFT,rf,no_event_day,1,6.3265,40.025,6.3265,0.0173,,1.0
MSFT,xgb,no_event_day,1,11.7207,137.3759,11.7207,0.032,,1.0
NEE,Top3Ensamble,no_event_day,1,0.4065,0.1653,0.4065,0.0045,,1.0
NEE,arima,no_event_day,1,0.0396,0.0016,0.0396,0.0004,,1.0
NEE,lgbm,no_event_day,1,0.389,0.1513,0.389,0.0043,,1.0
NEE,linreg,no_event_day,1,3.5105,12.3235,3.5105,0.0385,,1.0
NEE,rf,no_event_day,1,0.6329,0.4006,0.6329,0.0069,,1.0
NEE,xgb,no_event_day,1,0.8703,0.7573,0.8703,0.0095,,1.0
NVDA,Top3Ensamble,no_event_day,1,7.5995,57.7522,7.5995,0.0444,,1.0
NVDA,arima,no_event_day,1,7.7934,60.7368,7.7934,0.0455,,1.0
NVDA,lgbm,no_event_day,1,7.6403,58.3741,7.6403,0.0446,,1.0
NVDA,linreg,no_event_day,1,7.2808,53.0102,7.2808,0.0425,,1.0
NVDA,rf,no_event_day,1,7.8324,61.3458,7.8324,0.0457,,1.0
NVDA,xgb,no_event_day,1,7.3258,53.6676,7.3258,0.0428,,1.0
ORCL,Top3Ensamble,no_event_day,1,3.2038,10.2644,3.2038,0.0224,,1.0
ORCL,arima,no_event_day,1,3.311,10.9625,3.311,0.0232,,1.0
ORCL,lgbm,no_event_day,1,5.857,34.3047,5.857,0.041,,1.0
ORCL,linreg,no_event_day,1,4.228,17.876,4.228,0.0296,,1.0
ORCL,rf,no_event_day,1,2.6472,7.0079,2.6472,0.0185,,1.0
ORCL,xgb,no_event_day,1,3.6532,13.3459,3.6532,0.0256,,1.0
PG,Top3Ensamble,no_event_day,1,2.3945,5.7337,2.3945,0.0168,,1.0
PG,arima,no_event_day,1,1.451,2.1054,1.451,0.0102,,1.0
PG,lgbm,no_event_day,1,2.8269,7.9913,2.8269,0.0198,,1.0
PG,linreg,no_event_day,1,0.3694,0.1365,0.3694,0.0026,,1.0
PG,rf,no_event_day,1,2.9057,8.4429,2.9057,0.0204,,1.0
PG,xgb,no_event_day,1,3.1279,9.7835,3.1279,0.022,,1.0
PLTR,Top3Ensamble,no_event_day,1,8.1213,65.9562,8.1213,0.055,,1.0
PLTR,arima,no_event_day,1,7.7178,59.5642,7.7178,0.0523,,1.0
PLTR,lgbm,no_event_day,1,7.5627,57.1937,7.5627,0.0513,,1.0
PLTR,linreg,no_event_day,1,11.83,139.9479,11.83,0.0802,,1.0
PLTR,rf,no_event_day,1,8.3097,69.0516,8.3097,0.0563,,1.0
PLTR,xgb,no_event_day,1,8.3365,69.4975,8.3365,0.0565,,1.0
TSLA,Top3Ensamble,no_event_day,1,11.8419,140.2312,11.8419,0.0318,,1.0
TSLA,arima,no_event_day,1,15.187,230.6439,15.187,0.0408,,1.0
TSLA,lgbm,no_event_day,1,7.3784,54.4414,7.3784,0.0198,,1.0
TSLA,linreg,no_event_day,1,8.1076,65.7332,8.1076,0.0218,,1.0
TSLA,rf,no_event_day,1,12.9604,167.9713,12.9604,0.0348,,1.0
TSLA,xgb,no_event_day,1,13.8906,192.9481,13.8906,0.0373,,1.0
TSM,Top3Ensamble,no_event_day,1,19.8746,395.0008,19.8746,0.0609,,1.0
TSM,arima,no_event_day,1,21.488,461.7349,21.488,0.0659,,1.0
TSM,lgbm,no_event_day,1,18.3304,336.0043,18.3304,0.0562,,1.0
TSM,linreg,no_event_day,1,14.3278,205.2856,14.3278,0.0439,,1.0
TSM,rf,no_event_day,1,19.8054,392.2558,19.8054,0.0607,,1.0
TSM,xgb,no_event_day,1,23.2643,541.2297,23.2643,0.0713,,1.0
UNH,Top3Ensamble,no_event_day,1,8.0921,65.4815,8.0921,0.0302,,1.0
UNH,arima,no_event_day,1,2.6915,7.2441,2.6915,0.01,,1.0
UNH,lgbm,no_event_day,1,8.2929,68.7722,8.2929,0.0309,,1.0
UNH,linreg,no_event_day,1,9.542,91.0498,9.542,0.0356,,1.0
UNH,rf,no_event_day,1,6.6622,44.3853,6.6622,0.0249,,1.0
UNH,xgb,no_event_day,1,9.3211,86.8822,9.3211,0.0348,,1.0
V,Top3Ensamble,no_event_day,1,2.0484,4.1959,2.0484,0.0067,,1.0
V,arima,no_event_day,1,0.7978,0.6364,0.7978,0.0026,,1.0
V,lgbm,no_event_day,1,4.2385,17.9646,4.2385,0.0139,,1.0
V,linreg,no_event_day,1,18.8866,356.7022,18.8866,0.0618,,1.0
V,rf,no_event_day,1,2.7045,7.3141,2.7045,0.0089,,1.0
V,xgb,no_event_day,1,4.3983,19.3451,4.3983,0.0144,,1.0
WMT,Top3Ensamble,no_event_day,1,0.6995,0.4892,0.6995,0.0057,,1.0
WMT,arima,no_event_day,1,1.0029,1.0057,1.0029,0.0082,,1.0
WMT,lgbm,no_event_day,1,0.4335,0.1879,0.4335,0.0035,,1.0
WMT,linreg,no_event_day,1,3.7542,14.0943,3.7542,0.0307,,1.0
WMT,rf,no_event_day,1,0.662,0.4382,0.662,0.0054,,1.0
WMT,xgb,no_event_day,1,0.2447,0.0599,0.2447,0.002,,1.0
XOM,Top3Ensamble,no_event_day,1,2.6195,6.8617,2.6195,0.0158,,1.0
XOM,arima,no_event_day,1,2.1532,4.6363,2.1532,0.013,,1.0
XOM,lgbm,no_event_day,1,1.8528,3.4328,1.8528,0.0112,,1.0
XOM,linreg,no_event_day,1,13.0892,171.3261,13.0892,0.0791,,1.0
XOM,rf,no_event_day,1,3.8525,14.8416,3.8525,0.0233,,1.0
XOM,xgb,no_event_day,1,4.2428,18.0017,4.2428,0.0256,,1.0
