ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.99,3.9601,1.99,0.0063,,1.0
AMD,_NaiveModel,after_hours,1,23.5,552.25,23.5,0.044,,1.0
AMZN,_NaiveModel,after_hours,1,1.97,3.8809,1.97,0.008,,1.0
ASML,_NaiveModel,after_hours,1,71.2799,5080.8252,71.2799,0.0413,,1.0
AVGO,_NaiveModel,after_hours,1,15.92,253.4468,15.92,0.0415,,1.0
BRK-B,_NaiveModel,after_hours,1,3.14,9.8597,3.14,0.0063,,1.0
CAT,_NaiveModel,after_hours,1,20.94,438.4837,20.94,0.0225,,1.0
COST,_NaiveModel,after_hours,1,10.18,103.6323,10.18,0.011,,1.0
CRM,_NaiveModel,after_hours,1,7.9,62.4099,7.9,0.0461,,1.0
GOOGL,_NaiveModel,after_hours,1,4.67,21.8087,4.67,0.0132,,1.0
JNJ,_NaiveModel,after_hours,1,0.79,0.6241,0.79,0.0031,,1.0
JPM,_NaiveModel,after_hours,1,1.94,3.7636,1.94,0.0058,,1.0
LLY,_NaiveModel,after_hours,1,6.71,45.0236,6.71,0.0057,,1.0
LMT,_NaiveModel,after_hours,1,2.54,6.4515,2.54,0.0049,,1.0
MA,_NaiveModel,after_hours,1,10.96,120.1221,10.96,0.0204,,1.0
MCD,_NaiveModel,after_hours,1,1.99,3.9602,1.99,0.0073,,1.0
META,_NaiveModel,after_hours,1,12.48,155.7514,12.48,0.019,,1.0
MRK,_NaiveModel,after_hours,1,0.49,0.2401,0.49,0.004,,1.0
MSFT,_NaiveModel,after_hours,1,5.89,34.6919,5.89,0.0151,,1.0
NEE,_NaiveModel,after_hours,1,0.42,0.1764,0.42,0.0048,,1.0
NVDA,_NaiveModel,after_hours,1,7.43,55.205,7.43,0.0365,,1.0
ORCL,_NaiveModel,after_hours,1,9.1,82.8101,9.1,0.0692,,1.0
PG,_NaiveModel,after_hours,1,1.33,1.7689,1.33,0.009,,1.0
PLTR,_NaiveModel,after_hours,1,3.25,10.5625,3.25,0.025,,1.0
TSLA,_NaiveModel,after_hours,1,13.0,169.0,13.0,0.0329,,1.0
TSM,_NaiveModel,after_hours,1,12.53,157.0009,12.53,0.0297,,1.0
UNH,_NaiveModel,after_hours,1,4.47,19.9809,4.47,0.0104,,1.0
V,_NaiveModel,after_hours,1,8.78,77.0884,8.78,0.0245,,1.0
WMT,_NaiveModel,after_hours,1,0.88,0.7744,0.88,0.0077,,1.0
XOM,_NaiveModel,after_hours,1,5.63,31.6968,5.63,0.039,,1.0
