ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,Top3Ensamble,after_hours,1,3.2067,10.2829,3.2067,0.0128,,1.0
AAPL,arima,after_hours,1,3.8913,15.1419,3.8913,0.0155,,1.0
AAPL,lgbm,after_hours,1,4.4855,20.1199,4.4855,0.0178,,1.0
AAPL,linreg,after_hours,1,8.1458,66.3544,8.1458,0.0324,,1.0
AAPL,rf,after_hours,1,3.0292,9.176,3.0292,0.012,,1.0
AAPL,xgb,after_hours,1,2.1054,4.4326,2.1054,0.0084,,1.0
AMD,Top3Ensamble,after_hours,1,1.261,1.5902,1.261,0.0062,,1.0
AMD,arima,after_hours,1,0.7664,0.5873,0.7664,0.0038,,1.0
AMD,lgbm,after_hours,1,2.1494,4.6198,2.1494,0.0106,,1.0
AMD,linreg,after_hours,1,4.6934,22.0279,4.6934,0.0232,,1.0
AMD,rf,after_hours,1,0.8673,0.7523,0.8673,0.0043,,1.0
AMD,xgb,after_hours,1,1.1848,1.4037,1.1848,0.0058,,1.0
AMZN,Top3Ensamble,after_hours,1,5.1358,26.3763,5.1358,0.0244,,1.0
AMZN,arima,after_hours,1,5.0912,25.9208,5.0912,0.0242,,1.0
AMZN,lgbm,after_hours,1,5.8999,34.8083,5.8999,0.0281,,1.0
AMZN,linreg,after_hours,1,8.9131,79.4425,8.9131,0.0424,,1.0
AMZN,rf,after_hours,1,4.4489,19.7926,4.4489,0.0212,,1.0
AMZN,xgb,after_hours,1,5.0586,25.5897,5.0586,0.0241,,1.0
ASML,Top3Ensamble,after_hours,1,42.5606,1811.4016,42.5606,0.0311,,1.0
ASML,arima,after_hours,1,50.7244,2572.964,50.7244,0.037,,1.0
ASML,lgbm,after_hours,1,39.0101,1521.7866,39.0101,0.0285,,1.0
ASML,linreg,after_hours,1,60.0901,3610.8194,60.0901,0.0439,,1.0
ASML,rf,after_hours,1,42.3302,1791.8453,42.3302,0.0309,,1.0
ASML,xgb,after_hours,1,34.6271,1199.0363,34.6271,0.0253,,1.0
AVGO,Top3Ensamble,after_hours,1,10.2372,104.7994,10.2372,0.0317,,1.0
AVGO,arima,after_hours,1,11.5217,132.7485,11.5217,0.0357,,1.0
AVGO,lgbm,after_hours,1,9.2165,84.9441,9.2165,0.0286,,1.0
AVGO,linreg,after_hours,1,12.3807,153.2814,12.3807,0.0384,,1.0
AVGO,rf,after_hours,1,9.1149,83.0813,9.1149,0.0283,,1.0
AVGO,xgb,after_hours,1,9.9733,99.4669,9.9733,0.0309,,1.0
BRK-B,Top3Ensamble,after_hours,1,3.4744,12.0714,3.4744,0.0072,,1.0
BRK-B,arima,after_hours,1,1.1016,1.2136,1.1016,0.0023,,1.0
BRK-B,lgbm,after_hours,1,5.4879,30.1169,5.4879,0.0114,,1.0
BRK-B,linreg,after_hours,1,2.8096,7.8937,2.8096,0.0059,,1.0
BRK-B,rf,after_hours,1,2.1257,4.5187,2.1257,0.0044,,1.0
BRK-B,xgb,after_hours,1,3.52,12.3901,3.52,0.0073,,1.0
CAT,Top3Ensamble,after_hours,1,23.9831,575.1872,23.9831,0.0342,,1.0
CAT,arima,after_hours,1,19.7788,391.202,19.7788,0.0282,,1.0
CAT,lgbm,after_hours,1,17.8672,319.2353,17.8672,0.0255,,1.0
CAT,linreg,after_hours,1,10.8287,117.2611,10.8287,0.0154,,1.0
CAT,rf,after_hours,1,34.3032,1176.7096,34.3032,0.0489,,1.0
CAT,xgb,after_hours,1,31.4764,990.7629,31.4764,0.0449,,1.0
COST,Top3Ensamble,after_hours,1,6.8747,47.2613,6.8747,0.0071,,1.0
COST,arima,after_hours,1,6.7189,45.1433,6.7189,0.007,,1.0
COST,lgbm,after_hours,1,9.3223,86.9049,9.3223,0.0097,,1.0
COST,linreg,after_hours,1,29.7096,882.6579,29.7096,0.0308,,1.0
COST,rf,after_hours,1,7.6098,57.9096,7.6098,0.0079,,1.0
COST,xgb,after_hours,1,3.6919,13.6304,3.6919,0.0038,,1.0
CRM,Top3Ensamble,after_hours,1,2.7061,7.3229,2.7061,0.0139,,1.0
CRM,arima,after_hours,1,0.151,0.0228,0.151,0.0008,,1.0
CRM,lgbm,after_hours,1,4.9587,24.5888,4.9587,0.0254,,1.0
CRM,linreg,after_hours,1,8.328,69.3554,8.328,0.0427,,1.0
CRM,rf,after_hours,1,4.3623,19.0294,4.3623,0.0223,,1.0
CRM,xgb,after_hours,1,3.3105,10.9595,3.3105,0.017,,1.0
GOOGL,Top3Ensamble,after_hours,1,0.686,0.4706,0.686,0.0023,,1.0
GOOGL,arima,after_hours,1,0.4669,0.218,0.4669,0.0015,,1.0
GOOGL,lgbm,after_hours,1,1.7624,3.1061,1.7624,0.0058,,1.0
GOOGL,linreg,after_hours,1,2.792,7.7954,2.792,0.0092,,1.0
GOOGL,rf,after_hours,1,0.6935,0.481,0.6935,0.0023,,1.0
GOOGL,xgb,after_hours,1,0.9892,0.9786,0.9892,0.0033,,1.0
JNJ,Top3Ensamble,after_hours,1,0.4317,0.1864,0.4317,0.0018,,1.0
JNJ,arima,after_hours,1,0.1846,0.0341,0.1846,0.0008,,1.0
JNJ,lgbm,after_hours,1,0.2943,0.0866,0.2943,0.0013,,1.0
JNJ,linreg,after_hours,1,1.8908,3.5752,1.8908,0.008,,1.0
JNJ,rf,after_hours,1,0.185,0.0342,0.185,0.0008,,1.0
JNJ,xgb,after_hours,1,0.8164,0.6665,0.8164,0.0035,,1.0
JPM,Top3Ensamble,after_hours,1,1.9528,3.8133,1.9528,0.0067,,1.0
JPM,arima,after_hours,1,3.0354,9.2134,3.0354,0.0105,,1.0
JPM,lgbm,after_hours,1,1.4539,2.1137,1.4539,0.005,,1.0
JPM,linreg,after_hours,1,1.4161,2.0055,1.4161,0.0049,,1.0
JPM,rf,after_hours,1,2.4326,5.9177,2.4326,0.0084,,1.0
JPM,xgb,after_hours,1,1.9718,3.888,1.9718,0.0068,,1.0
LLY,Top3Ensamble,after_hours,1,1.4093,1.986,1.4093,0.0015,,1.0
LLY,arima,after_hours,1,1.4414,2.0777,1.4414,0.0016,,1.0
LLY,lgbm,after_hours,1,1.9002,3.6109,1.9002,0.0021,,1.0
LLY,linreg,after_hours,1,0.3043,0.0926,0.3043,0.0003,,1.0
LLY,rf,after_hours,1,7.5694,57.2962,7.5694,0.0083,,1.0
LLY,xgb,after_hours,1,16.7223,279.6366,16.7223,0.0184,,1.0
LMT,Top3Ensamble,after_hours,1,7.2264,52.2205,7.2264,0.0117,,1.0
LMT,arima,after_hours,1,11.0297,121.6554,11.0297,0.0179,,1.0
LMT,lgbm,after_hours,1,7.4776,55.9147,7.4776,0.0121,,1.0
LMT,linreg,after_hours,1,8.7417,76.4176,8.7417,0.0142,,1.0
LMT,rf,after_hours,1,3.1718,10.0601,3.1718,0.0051,,1.0
LMT,xgb,after_hours,1,10.8695,118.1452,10.8695,0.0176,,1.0
MA,Top3Ensamble,after_hours,1,0.4672,0.2183,0.4672,0.0009,,1.0
MA,arima,after_hours,1,4.5122,20.3597,4.5122,0.009,,1.0
MA,lgbm,after_hours,1,1.1707,1.3706,1.1707,0.0023,,1.0
MA,linreg,after_hours,1,7.9564,63.3048,7.9564,0.0159,,1.0
MA,rf,after_hours,1,4.442,19.7314,4.442,0.0089,,1.0
MA,xgb,after_hours,1,1.9399,3.7632,1.9399,0.0039,,1.0
MCD,Top3Ensamble,after_hours,1,0.1559,0.0243,0.1559,0.0005,,1.0
MCD,arima,after_hours,1,0.2985,0.0891,0.2985,0.001,,1.0
MCD,lgbm,after_hours,1,0.8102,0.6564,0.8102,0.0026,,1.0
MCD,linreg,after_hours,1,5.8788,34.5603,5.8788,0.0191,,1.0
MCD,rf,after_hours,1,0.0441,0.0019,0.0441,0.0001,,1.0
MCD,xgb,after_hours,1,0.5703,0.3253,0.5703,0.0018,,1.0
META,Top3Ensamble,after_hours,1,1.44,2.0735,1.44,0.0024,,1.0
META,arima,after_hours,1,10.3923,108.0004,10.3923,0.0172,,1.0
META,lgbm,after_hours,1,3.0978,9.5966,3.0978,0.0051,,1.0
META,linreg,after_hours,1,27.2093,740.347,27.2093,0.045,,1.0
META,rf,after_hours,1,6.1131,37.3698,6.1131,0.0101,,1.0
META,xgb,after_hours,1,4.891,23.9219,4.891,0.0081,,1.0
MRK,Top3Ensamble,after_hours,1,1.9095,3.6463,1.9095,0.0165,,1.0
MRK,arima,after_hours,1,1.3761,1.8937,1.3761,0.0119,,1.0
MRK,lgbm,after_hours,1,0.8934,0.7982,0.8934,0.0077,,1.0
MRK,linreg,after_hours,1,3.4591,11.9652,3.4591,0.0299,,1.0
MRK,rf,after_hours,1,2.5042,6.2711,2.5042,0.0216,,1.0
MRK,xgb,after_hours,1,2.6456,6.999,2.6456,0.0229,,1.0
MSFT,Top3Ensamble,after_hours,1,1.5794,2.4946,1.5794,0.0041,,1.0
MSFT,arima,after_hours,1,0.9831,0.9664,0.9831,0.0026,,1.0
MSFT,lgbm,after_hours,1,1.6541,2.7362,1.6541,0.0043,,1.0
MSFT,linreg,after_hours,1,8.2097,67.3985,8.2097,0.0214,,1.0
MSFT,rf,after_hours,1,2.1011,4.4148,2.1011,0.0055,,1.0
MSFT,xgb,after_hours,1,1.1252,1.266,1.1252,0.0029,,1.0
NEE,Top3Ensamble,after_hours,1,1.0893,1.1866,1.0893,0.0121,,1.0
NEE,arima,after_hours,1,0.6904,0.4767,0.6904,0.0077,,1.0
NEE,lgbm,after_hours,1,1.3639,1.8601,1.3639,0.0151,,1.0
NEE,linreg,after_hours,1,4.1166,16.9468,4.1166,0.0456,,1.0
NEE,rf,after_hours,1,1.5487,2.3984,1.5487,0.0172,,1.0
NEE,xgb,after_hours,1,1.2136,1.4728,1.2136,0.0135,,1.0
NVDA,Top3Ensamble,after_hours,1,2.0456,4.1846,2.0456,0.0116,,1.0
NVDA,arima,after_hours,1,2.3566,5.5536,2.3566,0.0134,,1.0
NVDA,lgbm,after_hours,1,1.9129,3.6594,1.9129,0.0109,,1.0
NVDA,linreg,after_hours,1,6.1136,37.3759,6.1136,0.0348,,1.0
NVDA,rf,after_hours,1,1.5921,2.5348,1.5921,0.0091,,1.0
NVDA,xgb,after_hours,1,2.6319,6.9267,2.6319,0.015,,1.0
ORCL,Top3Ensamble,after_hours,1,4.0864,16.6989,4.0864,0.0265,,1.0
ORCL,arima,after_hours,1,4.559,20.7849,4.559,0.0295,,1.0
ORCL,lgbm,after_hours,1,4.0487,16.3922,4.0487,0.0262,,1.0
ORCL,linreg,after_hours,1,15.9765,255.25,15.9765,0.1035,,1.0
ORCL,rf,after_hours,1,4.2591,18.1397,4.2591,0.0276,,1.0
