ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,2.06,4.2436,2.06,0.0069,,1.0
AMD,_NaiveModel,after_hours,1,24.89,619.5128,24.89,0.0463,,1.0
AMZN,_NaiveModel,after_hours,1,6.89,47.4721,6.89,0.0282,,1.0
ASML,_NaiveModel,after_hours,1,61.8501,3825.4346,61.8501,0.0321,,1.0
AVGO,_NaiveModel,after_hours,1,18.45,340.403,18.45,0.0449,,1.0
BRK-B,_NaiveModel,after_hours,1,1.82,3.3124,1.82,0.0037,,1.0
CAT,_NaiveModel,after_hours,1,29.9,894.0115,29.9,0.0303,,1.0
COST,_NaiveModel,after_hours,1,14.14,199.94,14.14,0.0149,,1.0
CRM,_NaiveModel,after_hours,1,3.24,10.4976,3.24,0.0213,,1.0
GOOGL,_NaiveModel,after_hours,1,4.24,17.9775,4.24,0.0115,,1.0
JNJ,_NaiveModel,after_hours,1,5.81,33.7561,5.81,0.0254,,1.0
JPM,_NaiveModel,after_hours,1,8.24,67.8974,8.24,0.0253,,1.0
LLY,_NaiveModel,after_hours,1,13.4301,180.3663,13.4301,0.0122,,1.0
LMT,_NaiveModel,after_hours,1,21.37,456.6767,21.37,0.0418,,1.0
MA,_NaiveModel,after_hours,1,3.2,10.2399,3.2,0.0065,,1.0
MCD,_NaiveModel,after_hours,1,5.21,27.1443,5.21,0.0187,,1.0
META,_NaiveModel,after_hours,1,9.64,92.9287,9.64,0.0167,,1.0
MRK,_NaiveModel,after_hours,1,1.57,2.4649,1.57,0.0138,,1.0
MSFT,_NaiveModel,after_hours,1,0.49,0.2401,0.49,0.0013,,1.0
NEE,_NaiveModel,after_hours,1,1.02,1.0404,1.02,0.0118,,1.0
NVDA,_NaiveModel,after_hours,1,6.04,36.4817,6.04,0.0287,,1.0
ORCL,_NaiveModel,after_hours,1,0.76,0.5776,0.76,0.0041,,1.0
PG,_NaiveModel,after_hours,1,0.18,0.0324,0.18,0.0012,,1.0
PLTR,_NaiveModel,after_hours,1,2.16,4.6656,2.16,0.0168,,1.0
TSLA,_NaiveModel,after_hours,1,4.11,16.892,4.11,0.0103,,1.0
TSM,_NaiveModel,after_hours,1,29.97,898.201,29.97,0.0649,,1.0
UNH,_NaiveModel,after_hours,1,1.43,2.0449,1.43,0.0036,,1.0
V,_NaiveModel,after_hours,1,3.14,9.8597,3.14,0.0096,,1.0
WMT,_NaiveModel,after_hours,1,0.95,0.9025,0.95,0.0081,,1.0
XOM,_NaiveModel,after_hours,1,2.93,8.5849,2.93,0.0213,,1.0
