ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,7.15,51.1224,7.15,0.0219,,1.0
AMD,_NaiveModel,after_hours,1,7.81,60.9961,7.81,0.0155,,1.0
AMZN,_NaiveModel,after_hours,1,2.76,7.6177,2.76,0.011,,1.0
ASML,_NaiveModel,after_hours,1,8.5599,73.2725,8.5599,0.0049,,1.0
AVGO,_NaiveModel,after_hours,1,7.33,53.7292,7.33,0.0194,,1.0
BRK-B,_NaiveModel,after_hours,1,0.34,0.1156,0.34,0.0007,,1.0
CAT,_NaiveModel,after_hours,1,15.98,255.3617,15.98,0.0185,,1.0
COST,_NaiveModel,after_hours,1,5.07,25.705,5.07,0.0054,,1.0
CRM,_NaiveModel,after_hours,1,3.02,9.1203,3.02,0.0174,,1.0
GOOGL,_NaiveModel,after_hours,1,5.22,27.2484,5.22,0.0148,,1.0
JNJ,_NaiveModel,after_hours,1,4.22,17.8083,4.22,0.017,,1.0
JPM,_NaiveModel,after_hours,1,2.23,4.9729,2.23,0.0066,,1.0
LLY,_NaiveModel,after_hours,1,32.21,1037.4816,32.21,0.0281,,1.0
LMT,_NaiveModel,after_hours,1,0.77,0.5929,0.77,0.0015,,1.0
MA,_NaiveModel,after_hours,1,3.84,14.7458,3.84,0.007,,1.0
MCD,_NaiveModel,after_hours,1,0.07,0.0049,0.07,0.0003,,1.0
META,_NaiveModel,after_hours,1,0.16,0.0256,0.16,0.0002,,1.0
MRK,_NaiveModel,after_hours,1,3.1,9.61,3.1,0.0249,,1.0
MSFT,_NaiveModel,after_hours,1,8.47,71.7409,8.47,0.0211,,1.0
NEE,_NaiveModel,after_hours,1,0.8,0.64,0.8,0.0091,,1.0
NVDA,_NaiveModel,after_hours,1,0.47,0.2209,0.47,0.0023,,1.0
ORCL,_NaiveModel,after_hours,1,5.03,25.301,5.03,0.0414,,1.0
PG,_NaiveModel,after_hours,1,0.85,0.7225,0.85,0.0057,,1.0
PLTR,_NaiveModel,after_hours,1,2.47,6.1009,2.47,0.0183,,1.0
TSLA,_NaiveModel,after_hours,1,11.27,127.0127,11.27,0.0305,,1.0
TSM,_NaiveModel,after_hours,1,3.93,15.4448,3.93,0.0098,,1.0
UNH,_NaiveModel,after_hours,1,4.54,20.6117,4.54,0.0108,,1.0
V,_NaiveModel,after_hours,1,2.01,4.0401,2.01,0.0056,,1.0
WMT,_NaiveModel,after_hours,1,2.04,4.1616,2.04,0.0182,,1.0
XOM,_NaiveModel,after_hours,1,1.0,1.0,1.0,0.0067,,1.0
