model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date,retrained
QQQ_xgb,train,3.088,17.2763,4.1565,0.0059,0.9917,0.9917,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_xgb,test,5.3861,48.4479,6.9605,0.0088,0.5271,0.5297,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_xgb,train,4.0925,29.8732,5.4656,0.0079,0.9857,0.9857,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_xgb,test,5.0758,47.5995,6.8992,0.0083,0.5354,0.5415,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_lgbm,train,3.4193,24.7898,4.9789,0.0066,0.9881,0.9881,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_lgbm,test,5.7231,59.7336,7.7288,0.0094,0.417,0.4289,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_lgbm,train,4.2332,39.5304,6.2873,0.0082,0.9811,0.9811,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_lgbm,test,4.7046,43.2842,6.5791,0.0077,0.5775,0.6026,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_arima,train,4.8728,51.8994,7.2041,0.0095,0.9752,0.9752,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_arima,test,5.0279,43.8411,6.6213,0.0082,0.5721,0.5742,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_linreg,train,3.339,19.2879,4.3918,0.0056,0.9875,0.9875,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_linreg,test,10.7127,155.5241,12.4709,0.0157,-0.8773,0.2583,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_linreg,train,3.6108,22.4352,4.7366,0.006,0.9854,0.9854,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_linreg,test,4.618,36.5247,6.0436,0.0068,0.5591,0.5748,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_rf,train,3.9265,35.3268,5.9436,0.0066,0.977,0.977,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_rf,test,3.8388,23.8214,4.8807,0.0057,0.7125,0.714,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_rf,train,3.9505,32.3044,5.6837,0.0067,0.979,0.979,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_rf,test,3.7516,22.523,4.7458,0.0056,0.7281,0.7315,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_xgb,train,2.8651,15.8991,3.9874,0.0048,0.9897,0.9897,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_xgb,test,4.0206,25.1714,5.0171,0.0059,0.6962,0.7028,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_xgb,train,3.6118,24.435,4.9432,0.0061,0.9841,0.9841,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_xgb,test,3.867,24.3107,4.9306,0.0057,0.7065,0.7093,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_lgbm,train,3.0786,22.2087,4.7126,0.0052,0.9856,0.9856,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_lgbm,test,4.3389,29.0157,5.3866,0.0064,0.6498,0.6563,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_lgbm,train,3.4832,31.0286,5.5703,0.0059,0.9798,0.9798,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_lgbm,test,3.6361,22.0421,4.6949,0.0054,0.7339,0.7399,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
SPY_arima,train,4.3355,46.2624,6.8017,0.0074,0.9699,0.9699,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
SPY_arima,test,3.9892,26.1769,5.1163,0.0059,0.684,0.6841,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_linreg,train,0.6113,0.6461,0.8038,0.0068,0.9052,0.9052,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_linreg,test,0.5012,0.4018,0.6338,0.0056,0.3774,0.3786,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_linreg,train,0.6374,0.7113,0.8434,0.0071,0.8956,0.8956,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_linreg,test,0.5728,0.518,0.7197,0.0064,0.1971,0.4859,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_rf,train,0.6189,0.6912,0.8314,0.0069,0.8986,0.8986,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_rf,test,0.4557,0.3206,0.5662,0.0051,0.5032,0.513,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_rf,train,0.6347,0.7092,0.8421,0.0071,0.896,0.896,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_rf,test,0.4561,0.3215,0.567,0.0051,0.5017,0.5115,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_xgb,train,0.3064,0.1776,0.4214,0.0034,0.9739,0.9739,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_xgb,test,0.5448,0.4738,0.6883,0.0061,0.2657,0.3645,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_xgb,train,0.5445,0.5293,0.7275,0.0061,0.9224,0.9224,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_xgb,test,0.5031,0.3788,0.6155,0.0056,0.4129,0.4137,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_lgbm,train,0.4384,0.371,0.6091,0.0049,0.9456,0.9456,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_lgbm,test,0.5351,0.4036,0.6353,0.006,0.3745,0.4311,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_lgbm,train,0.5798,0.6698,0.8184,0.0065,0.9017,0.9017,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_lgbm,test,0.5181,0.4241,0.6513,0.0058,0.3427,0.3748,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
VNQ_arima,train,0.7257,1.006,1.003,0.0081,0.8524,0.8524,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
VNQ_arima,test,0.4691,0.3462,0.5884,0.0052,0.4635,0.4635,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_linreg,train,0.6749,0.7876,0.8875,0.0117,0.9349,0.9349,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_linreg,test,0.8327,1.137,1.0663,0.0139,0.7749,0.7903,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_linreg,train,0.7202,0.9374,0.9682,0.0124,0.9225,0.9225,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_linreg,test,0.7977,0.9589,0.9792,0.0133,0.8102,0.8231,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_rf,train,0.6284,0.6889,0.83,0.0108,0.9431,0.9431,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_rf,test,0.5314,0.4875,0.6982,0.0089,0.9035,0.9035,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_rf,train,0.7052,0.822,0.9066,0.0122,0.9321,0.9321,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_rf,test,0.5869,0.5658,0.7522,0.0098,0.888,0.8924,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_xgb,train,0.4178,0.2844,0.5333,0.0072,0.9765,0.9765,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_xgb,test,0.5676,0.577,0.7596,0.0095,0.8858,0.8868,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_xgb,train,0.6,0.6073,0.7793,0.0103,0.9498,0.9498,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_xgb,test,0.5462,0.5796,0.7613,0.0091,0.8853,0.8853,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_lgbm,train,0.4902,0.4362,0.6604,0.0085,0.964,0.964,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_lgbm,test,0.6254,0.6246,0.7903,0.0105,0.8764,0.8786,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_lgbm,train,0.6388,0.7499,0.866,0.011,0.938,0.938,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_lgbm,test,0.5333,0.5014,0.7081,0.0089,0.9008,0.9063,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
WALMEX.MX_arima,train,0.8085,1.1817,1.0871,0.014,0.9023,0.9023,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
WALMEX.MX_arima,test,0.5411,0.5233,0.7234,0.009,0.8964,0.9012,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
