ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,308.3299865722656,310.8500061035156,2026-05-27 00:00:00,0.0,2.52001953125,0.0,0.00817312503161078,False,2026-05-27,False,False,2.52,6.3505,2.52,0.0081,,1.0
AMD,_NaiveModel,503.8900146484375,495.5400085449219,2026-05-27 00:00:00,0.0,-8.350006103515625,0.0,-0.01657108865183883,False,2026-05-27,False,False,8.35,69.7226,8.35,0.0169,,1.0
AMZN,_NaiveModel,265.2900085449219,271.8500061035156,2026-05-27 00:00:00,0.0,6.55999755859375,0.0,0.02472764652756584,False,2026-05-27,False,False,6.56,43.0336,6.56,0.0241,,1.0
ASML,_NaiveModel,1632.030029296875,1597.8699951171875,2026-05-27 00:00:00,0.0,-34.1600341796875,0.0,-0.02093100835552923,False,2026-05-27,False,False,34.16,1166.9079,34.16,0.0214,,1.0
AVGO,_NaiveModel,422.010009765625,421.8599853515625,2026-05-27 00:00:00,0.0,-0.1500244140625,0.0,-0.00035549965780626915,False,2026-05-27,False,False,0.15,0.0225,0.15,0.0004,,1.0
BRK-B,_NaiveModel,483.6199951171875,479.9200134277344,2026-05-27 00:00:00,0.0,-3.699981689453125,0.0,-0.007650597011723162,False,2026-05-27,False,False,3.7,13.6899,3.7,0.0077,,1.0
CAT,_NaiveModel,908.5499877929688,909.9299926757812,2026-05-27 00:00:00,0.0,1.3800048828125,0.0,0.0015189091424290038,False,2026-05-27,False,False,1.38,1.9044,1.38,0.0015,,1.0
COST,_NaiveModel,1002.9299926757812,1003.6900024414062,2026-05-27 00:00:00,0.0,0.760009765625,0.0,0.0007577894480923053,False,2026-05-27,False,False,0.76,0.5776,0.76,0.0008,,1.0
CRM,_NaiveModel,179.0800018310547,177.50999450683594,2026-05-27 00:00:00,0.0,-1.57000732421875,0.0,-0.00876707230380702,False,2026-05-27,False,False,1.57,2.4649,1.57,0.0088,,1.0
GOOGL,_NaiveModel,388.8800048828125,388.8299865722656,2026-05-27 00:00:00,0.0,-0.050018310546875,0.0,-0.00012862145113875893,False,2026-05-27,False,False,0.05,0.0025,0.05,0.0001,,1.0
JNJ,_NaiveModel,230.17999267578125,231.2899932861328,2026-05-27 00:00:00,0.0,1.1100006103515625,0.0,0.004822315777527405,False,2026-05-27,False,False,1.11,1.2321,1.11,0.0048,,1.0
JPM,_NaiveModel,306.739990234375,299.2799987792969,2026-05-27 00:00:00,0.0,-7.459991455078125,0.0,-0.02432024415655118,False,2026-05-27,False,False,7.46,55.6515,7.46,0.0249,,1.0
LLY,_NaiveModel,1064.739990234375,1082.9200439453125,2026-05-27 00:00:00,0.0,18.1800537109375,0.0,0.017074641581683835,False,2026-05-27,False,False,18.1801,330.5144,18.1801,0.0168,,1.0
