ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.18,1.3924,1.18,0.0043,,1.0
AMD,_NaiveModel,after_hours,1,17.38,302.0646,17.38,0.049,,1.0
AMZN,_NaiveModel,after_hours,1,2.02,4.0804,2.02,0.0076,,1.0
ASML,_NaiveModel,after_hours,1,44.91,2016.9112,44.91,0.0312,,1.0
AVGO,_NaiveModel,after_hours,1,11.98,143.5199,11.98,0.0287,,1.0
BRK-B,_NaiveModel,after_hours,1,1.78,3.1684,1.78,0.0038,,1.0
CAT,_NaiveModel,after_hours,1,80.06,6409.6032,80.06,0.0899,,1.0
COST,_NaiveModel,after_hours,1,15.86,251.5411,15.86,0.0156,,1.0
CRM,_NaiveModel,after_hours,1,4.69,21.9961,4.69,0.0266,,1.0
GOOGL,_NaiveModel,after_hours,1,34.86,1215.2186,34.86,0.0906,,1.0
JNJ,_NaiveModel,after_hours,1,2.5,6.25,2.5,0.0109,,1.0
JPM,_NaiveModel,after_hours,1,3.98,15.8405,3.98,0.0127,,1.0
LLY,_NaiveModel,after_hours,1,83.39,6953.8844,83.39,0.0892,,1.0
LMT,_NaiveModel,after_hours,1,8.16,66.5852,8.16,0.0158,,1.0
MA,_NaiveModel,after_hours,1,22.31,497.7346,22.31,0.0444,,1.0
MCD,_NaiveModel,after_hours,1,3.51,12.3202,3.51,0.012,,1.0
META,_NaiveModel,after_hours,1,57.21,3272.9866,57.21,0.0935,,1.0
MRK,_NaiveModel,after_hours,1,1.77,3.1329,1.77,0.0162,,1.0
MSFT,_NaiveModel,after_hours,1,16.68,278.2222,16.68,0.0409,,1.0
NEE,_NaiveModel,after_hours,1,3.71,13.7641,3.71,0.0379,,1.0
NVDA,_NaiveModel,after_hours,1,9.68,93.7023,9.68,0.0485,,1.0
ORCL,_NaiveModel,after_hours,1,2.44,5.9536,2.44,0.0151,,1.0
PG,_NaiveModel,after_hours,1,0.63,0.3969,0.63,0.0043,,1.0
PLTR,_NaiveModel,after_hours,1,1.14,1.2996,1.14,0.0082,,1.0
TSLA,_NaiveModel,after_hours,1,8.83,77.9692,8.83,0.0231,,1.0
TSM,_NaiveModel,after_hours,1,2.23,4.9729,2.23,0.0056,,1.0
UNH,_NaiveModel,after_hours,1,0.26,0.0676,0.26,0.0007,,1.0
V,_NaiveModel,after_hours,1,5.02,25.2003,5.02,0.0152,,1.0
WMT,_NaiveModel,after_hours,1,3.92,15.3664,3.92,0.0297,,1.0
XOM,_NaiveModel,after_hours,1,0.34,0.1156,0.34,0.0022,,1.0
