ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,0.99,0.9801,0.99,0.0032,,1.0
AMD,_NaiveModel,after_hours,1,16.505,272.4152,16.505,0.0361,,1.0
AMZN,_NaiveModel,after_hours,1,3.44,11.8336,3.44,0.0131,,1.0
ASML,_NaiveModel,after_hours,1,23.63,558.3771,23.63,0.0136,,1.0
AVGO,_NaiveModel,after_hours,1,9.69,93.8961,9.69,0.027,,1.0
BRK-B,_NaiveModel,after_hours,1,8.5,72.25,8.5,0.0169,,1.0
CAT,_NaiveModel,after_hours,1,16.88,284.9346,16.88,0.0208,,1.0
COST,_NaiveModel,after_hours,1,23.66,559.7972,23.66,0.0244,,1.0
CRM,_NaiveModel,after_hours,1,0.11,0.0121,0.11,0.0005,,1.0
GOOGL,_NaiveModel,after_hours,1,3.24,10.4975,3.24,0.0093,,1.0
JNJ,_NaiveModel,after_hours,1,2.8,7.8401,2.8,0.0103,,1.0
JPM,_NaiveModel,after_hours,1,4.81,23.1364,4.81,0.0135,,1.0
LLY,_NaiveModel,after_hours,1,8.47,71.7404,8.47,0.0068,,1.0
LMT,_NaiveModel,after_hours,1,0.57,0.3249,0.57,0.001,,1.0
MA,_NaiveModel,after_hours,1,19.23,369.7921,19.23,0.0321,,1.0
MCD,_NaiveModel,after_hours,1,1.59,2.5281,1.59,0.0058,,1.0
META,_NaiveModel,after_hours,1,9.12,83.1743,9.12,0.0163,,1.0
MRK,_NaiveModel,after_hours,1,1.89,3.5721,1.89,0.0125,,1.0
MSFT,_NaiveModel,after_hours,1,4.07,16.565,4.07,0.0084,,1.0
NEE,_NaiveModel,after_hours,1,0.45,0.2025,0.45,0.0054,,1.0
NVDA,_NaiveModel,after_hours,1,6.24,38.9377,6.24,0.0299,,1.0
ORCL,_NaiveModel,after_hours,1,4.02,16.1604,4.02,0.0282,,1.0
PG,_NaiveModel,after_hours,1,1.92,3.6865,1.92,0.0131,,1.0
PLTR,_NaiveModel,after_hours,1,4.05,16.4025,4.05,0.023,,1.0
TSLA,_NaiveModel,after_hours,1,13.91,193.4874,13.91,0.0399,,1.0
TSM,_NaiveModel,after_hours,1,8.83,77.9692,8.83,0.0215,,1.0
UNH,_NaiveModel,after_hours,1,8.65,74.8229,8.65,0.0217,,1.0
V,_NaiveModel,after_hours,1,11.37,129.2768,11.37,0.0297,,1.0
WMT,_NaiveModel,after_hours,1,2.79,7.7841,2.79,0.0262,,1.0
XOM,_NaiveModel,after_hours,1,1.06,1.1236,1.06,0.0065,,1.0
