ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,3.83,14.669,3.83,0.0124,,1.0
AMD,_NaiveModel,no_event_day,1,17.92,321.1269,17.92,0.0383,,1.0
AMZN,_NaiveModel,no_event_day,1,2.14,4.5795,2.14,0.008,,1.0
ASML,_NaiveModel,no_event_day,1,40.9,1672.812,40.9,0.025,,1.0
AVGO,_NaiveModel,no_event_day,1,0.43,0.1849,0.43,0.001,,1.0
BRK-B,_NaiveModel,no_event_day,1,6.4,40.9599,6.4,0.0132,,1.0
CAT,_NaiveModel,no_event_day,1,13.94,194.3237,13.94,0.0158,,1.0
COST,_NaiveModel,no_event_day,1,22.21,493.2824,22.21,0.0216,,1.0
CRM,_NaiveModel,no_event_day,1,3.76,14.1377,3.76,0.0209,,1.0
GOOGL,_NaiveModel,no_event_day,1,4.69,21.9961,4.69,0.0122,,1.0
JNJ,_NaiveModel,no_event_day,1,2.61,6.8121,2.61,0.0111,,1.0
JPM,_NaiveModel,no_event_day,1,3.38,11.4244,3.38,0.011,,1.0
LLY,_NaiveModel,no_event_day,1,23.35,545.2214,23.35,0.0219,,1.0
LMT,_NaiveModel,no_event_day,1,10.45,109.2028,10.45,0.0196,,1.0
MA,_NaiveModel,no_event_day,1,1.08,1.1664,1.08,0.0022,,1.0
MCD,_NaiveModel,no_event_day,1,1.91,3.6481,1.91,0.0068,,1.0
META,_NaiveModel,no_event_day,1,2.88,8.2944,2.88,0.0047,,1.0
MRK,_NaiveModel,no_event_day,1,6.53,42.641,6.53,0.0533,,1.0
MSFT,_NaiveModel,no_event_day,1,0.52,0.2704,0.52,0.0012,,1.0
NEE,_NaiveModel,no_event_day,1,1.14,1.2996,1.14,0.0129,,1.0
NVDA,_NaiveModel,no_event_day,1,4.18,17.4723,4.18,0.0194,,1.0
ORCL,_NaiveModel,no_event_day,1,2.31,5.3361,2.31,0.012,,1.0
PG,_NaiveModel,no_event_day,1,1.04,1.0816,1.04,0.0072,,1.0
PLTR,_NaiveModel,no_event_day,1,0.535,0.2862,0.535,0.0039,,1.0
TSLA,_NaiveModel,no_event_day,1,8.16,66.5857,8.16,0.0192,,1.0
TSM,_NaiveModel,no_event_day,1,2.63,6.9169,2.63,0.0065,,1.0
UNH,_NaiveModel,no_event_day,1,5.99,35.88,5.99,0.0154,,1.0
V,_NaiveModel,no_event_day,1,2.24,5.0176,2.24,0.0068,,1.0
WMT,_NaiveModel,no_event_day,1,1.07,1.1449,1.07,0.0089,,1.0
XOM,_NaiveModel,no_event_day,1,0.37,0.1369,0.37,0.0024,,1.0
