ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.66,2.7556,1.66,0.0053,,1.0
AMD,_NaiveModel,after_hours,1,22.55,508.5033,22.55,0.0435,,1.0
AMZN,_NaiveModel,after_hours,1,2.15,4.6225,2.15,0.0078,,1.0
ASML,_NaiveModel,after_hours,1,7.9,62.4104,7.9,0.0049,,1.0
AVGO,_NaiveModel,after_hours,1,4.72,22.2784,4.72,0.0111,,1.0
BRK-B,_NaiveModel,after_hours,1,2.5,6.25,2.5,0.0052,,1.0
CAT,_NaiveModel,after_hours,1,22.26,495.508,22.26,0.0251,,1.0
COST,_NaiveModel,after_hours,1,8.49,72.0799,8.49,0.0085,,1.0
CRM,_NaiveModel,after_hours,1,1.34,1.7956,1.34,0.0076,,1.0
GOOGL,_NaiveModel,after_hours,1,1.3,1.69,1.3,0.0033,,1.0
JNJ,_NaiveModel,after_hours,1,0.49,0.2401,0.49,0.0021,,1.0
JPM,_NaiveModel,after_hours,1,2.55,6.5024,2.55,0.0086,,1.0
LLY,_NaiveModel,after_hours,1,43.88,1925.4548,43.88,0.0389,,1.0
LMT,_NaiveModel,after_hours,1,6.07,36.845,6.07,0.0113,,1.0
MA,_NaiveModel,after_hours,1,1.29,1.6641,1.29,0.0026,,1.0
MCD,_NaiveModel,after_hours,1,2.95,8.7026,2.95,0.0106,,1.0
META,_NaiveModel,after_hours,1,0.03,0.0009,0.03,0.0,,1.0
MRK,_NaiveModel,after_hours,1,0.35,0.1225,0.35,0.0029,,1.0
MSFT,_NaiveModel,after_hours,1,14.32,205.0617,14.32,0.0335,,1.0
NEE,_NaiveModel,after_hours,1,0.4,0.16,0.4,0.0046,,1.0
NVDA,_NaiveModel,after_hours,1,1.65,2.7225,1.65,0.0077,,1.0
ORCL,_NaiveModel,after_hours,1,12.74,162.3074,12.74,0.0625,,1.0
PG,_NaiveModel,after_hours,1,1.58,2.4964,1.58,0.0108,,1.0
PLTR,_NaiveModel,after_hours,1,10.83,117.2889,10.83,0.0756,,1.0
TSLA,_NaiveModel,after_hours,1,1.74,3.0277,1.74,0.0039,,1.0
TSM,_NaiveModel,after_hours,1,2.13,4.5368,2.13,0.005,,1.0
UNH,_NaiveModel,after_hours,1,1.48,2.1904,1.48,0.0039,,1.0
V,_NaiveModel,after_hours,1,2.66,7.0755,2.66,0.0082,,1.0
WMT,_NaiveModel,after_hours,1,0.36,0.1296,0.36,0.003,,1.0
XOM,_NaiveModel,after_hours,1,0.94,0.8836,0.94,0.0064,,1.0
