ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,0.29,0.0841,0.29,0.0011,,1.0
AMD,_NaiveModel,after_hours,1,7.29,53.144,7.29,0.0335,,1.0
AMZN,_NaiveModel,after_hours,1,0.8,0.64,0.8,0.0038,,1.0
ASML,_NaiveModel,after_hours,1,42.53,1808.8034,42.53,0.0323,,1.0
AVGO,_NaiveModel,after_hours,1,1.06,1.1236,1.06,0.0034,,1.0
BRK-B,_NaiveModel,after_hours,1,1.15,1.3225,1.15,0.0024,,1.0
CAT,_NaiveModel,after_hours,1,13.1,171.611,13.1,0.0183,,1.0
COST,_NaiveModel,after_hours,1,18.4,338.5609,18.4,0.0181,,1.0
CRM,_NaiveModel,after_hours,1,0.94,0.8836,0.94,0.005,,1.0
GOOGL,_NaiveModel,after_hours,1,1.62,2.6245,1.62,0.0055,,1.0
JNJ,_NaiveModel,after_hours,1,1.08,1.1664,1.08,0.0044,,1.0
JPM,_NaiveModel,after_hours,1,0.78,0.6084,0.78,0.0026,,1.0
LLY,_NaiveModel,after_hours,1,18.94,358.7237,18.94,0.0202,,1.0
LMT,_NaiveModel,after_hours,1,5.15,26.5221,5.15,0.0083,,1.0
MA,_NaiveModel,after_hours,1,1.79,3.2041,1.79,0.0036,,1.0
MCD,_NaiveModel,after_hours,1,0.15,0.0225,0.15,0.0005,,1.0
META,_NaiveModel,after_hours,1,4.77,22.7525,4.77,0.0083,,1.0
MRK,_NaiveModel,after_hours,1,0.03,0.0009,0.03,0.0002,,1.0
MSFT,_NaiveModel,after_hours,1,4.09,16.7281,4.09,0.011,,1.0
NEE,_NaiveModel,after_hours,1,0.3,0.09,0.3,0.0032,,1.0
NVDA,_NaiveModel,after_hours,1,1.64,2.6896,1.64,0.0092,,1.0
ORCL,_NaiveModel,after_hours,1,1.15,1.3225,1.15,0.0079,,1.0
PG,_NaiveModel,after_hours,1,0.97,0.9409,0.97,0.0068,,1.0
PLTR,_NaiveModel,after_hours,1,1.97,3.8809,1.97,0.0133,,1.0
TSLA,_NaiveModel,after_hours,1,20.67,427.2495,20.67,0.0573,,1.0
TSM,_NaiveModel,after_hours,1,2.45,6.0024,2.45,0.0072,,1.0
UNH,_NaiveModel,after_hours,1,3.28,10.7584,3.28,0.0118,,1.0
V,_NaiveModel,after_hours,1,2.29,5.244,2.29,0.0076,,1.0
WMT,_NaiveModel,after_hours,1,1.05,1.1025,1.05,0.0083,,1.0
XOM,_NaiveModel,after_hours,1,0.09,0.0081,0.09,0.0006,,1.0
