ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,5.07,25.7047,5.07,0.0164,,1.0
AMD,_NaiveModel,no_event_day,1,13.8,190.4397,13.8,0.0294,,1.0
AMZN,_NaiveModel,no_event_day,1,3.61,13.032,3.61,0.013,,1.0
ASML,_NaiveModel,no_event_day,1,7.51,56.4002,7.51,0.0043,,1.0
AVGO,_NaiveModel,no_event_day,1,5.36,28.7298,5.36,0.0127,,1.0
BRK-B,_NaiveModel,no_event_day,1,7.62,58.0643,7.62,0.0144,,1.0
CAT,_NaiveModel,no_event_day,1,4.61,21.252,4.61,0.0055,,1.0
COST,_NaiveModel,no_event_day,1,4.93,24.3048,4.93,0.0052,,1.0
CRM,_NaiveModel,no_event_day,1,4.77,22.7528,4.77,0.0242,,1.0
GOOGL,_NaiveModel,no_event_day,1,3.22,10.3684,3.22,0.009,,1.0
JNJ,_NaiveModel,no_event_day,1,2.57,6.6049,2.57,0.0098,,1.0
JPM,_NaiveModel,no_event_day,1,2.27,5.153,2.27,0.0063,,1.0
LLY,_NaiveModel,no_event_day,1,46.23,2137.2111,46.23,0.0375,,1.0
LMT,_NaiveModel,no_event_day,1,15.21,231.3429,15.21,0.0252,,1.0
MA,_NaiveModel,no_event_day,1,0.22,0.0484,0.22,0.0004,,1.0
MCD,_NaiveModel,no_event_day,1,0.76,0.5776,0.76,0.0028,,1.0
META,_NaiveModel,no_event_day,1,2.82,7.9524,2.82,0.0047,,1.0
MRK,_NaiveModel,no_event_day,1,2.34,5.4756,2.34,0.0179,,1.0
MSFT,_NaiveModel,no_event_day,1,6.07,36.845,6.07,0.012,,1.0
NEE,_NaiveModel,no_event_day,1,0.05,0.0025,0.05,0.0006,,1.0
NVDA,_NaiveModel,no_event_day,1,6.41,41.0881,6.41,0.0295,,1.0
ORCL,_NaiveModel,no_event_day,1,4.03,16.2409,4.03,0.0267,,1.0
PG,_NaiveModel,no_event_day,1,0.65,0.4225,0.65,0.0044,,1.0
PLTR,_NaiveModel,no_event_day,1,3.22,10.3684,3.22,0.0184,,1.0
TSLA,_NaiveModel,no_event_day,1,2.3,5.2901,2.3,0.007,,1.0
TSM,_NaiveModel,no_event_day,1,1.57,2.4649,1.57,0.0038,,1.0
UNH,_NaiveModel,no_event_day,1,1.66,2.7556,1.66,0.0041,,1.0
V,_NaiveModel,no_event_day,1,1.18,1.3924,1.18,0.0033,,1.0
WMT,_NaiveModel,no_event_day,1,0.81,0.6561,0.81,0.0072,,1.0
XOM,_NaiveModel,no_event_day,1,6.75,45.5625,6.75,0.0422,,1.0
