ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,0.67,0.4489,0.67,0.0022,,1.0
AMD,_NaiveModel,after_hours,1,31.38,984.7047,31.38,0.061,,1.0
AMZN,_NaiveModel,after_hours,1,2.48,6.1505,2.48,0.0094,,1.0
ASML,_NaiveModel,after_hours,1,3.8201,14.5929,3.8201,0.0021,,1.0
AVGO,_NaiveModel,after_hours,1,24.83,616.5297,24.83,0.0632,,1.0
BRK-B,_NaiveModel,after_hours,1,2.9,8.41,2.9,0.0058,,1.0
CAT,_NaiveModel,after_hours,1,1.97,3.881,1.97,0.0023,,1.0
COST,_NaiveModel,after_hours,1,0.75,0.5625,0.75,0.0008,,1.0
CRM,_NaiveModel,after_hours,1,5.16,26.6255,5.16,0.0263,,1.0
GOOGL,_NaiveModel,after_hours,1,0.46,0.2116,0.46,0.0013,,1.0
JNJ,_NaiveModel,after_hours,1,1.73,2.9928,1.73,0.0066,,1.0
JPM,_NaiveModel,after_hours,1,0.27,0.0729,0.27,0.0007,,1.0
LLY,_NaiveModel,after_hours,1,28.84,831.7436,28.84,0.0244,,1.0
LMT,_NaiveModel,after_hours,1,10.67,113.8485,10.67,0.0175,,1.0
MA,_NaiveModel,after_hours,1,2.25,5.0625,2.25,0.004,,1.0
MCD,_NaiveModel,after_hours,1,0.58,0.3364,0.58,0.0021,,1.0
META,_NaiveModel,after_hours,1,5.12,26.2144,5.12,0.0087,,1.0
MRK,_NaiveModel,after_hours,1,0.29,0.0841,0.29,0.0021,,1.0
MSFT,_NaiveModel,after_hours,1,1.48,2.1904,1.48,0.003,,1.0
NEE,_NaiveModel,after_hours,1,0.18,0.0324,0.18,0.0021,,1.0
NVDA,_NaiveModel,after_hours,1,0.14,0.0196,0.14,0.0006,,1.0
ORCL,_NaiveModel,after_hours,1,5.7,32.49,5.7,0.0379,,1.0
PG,_NaiveModel,after_hours,1,0.29,0.0841,0.29,0.002,,1.0
PLTR,_NaiveModel,after_hours,1,4.97,24.7009,4.97,0.0286,,1.0
TSLA,_NaiveModel,after_hours,1,2.31,5.3361,2.31,0.0067,,1.0
TSM,_NaiveModel,after_hours,1,4.14,17.1395,4.14,0.0097,,1.0
UNH,_NaiveModel,after_hours,1,2.67,7.129,2.67,0.0066,,1.0
V,_NaiveModel,after_hours,1,1.3,1.69,1.3,0.0036,,1.0
WMT,_NaiveModel,after_hours,1,0.45,0.2025,0.45,0.0039,,1.0
XOM,_NaiveModel,after_hours,1,1.49,2.2201,1.49,0.0093,,1.0
