ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
BIMBOA.MX,lgbm,64.06120666378872,64.95999908447266,0.5612066637887239,1.4599990844726562,0.008837900217145258,0.022992111566498524,True,2025-11-11,0.8988,0.8078,0.8988,0.0138,,1.0
BIMBOA.MX,xgb,63.55791806709021,64.95999908447266,0.0579180670902133,1.4599990844726562,0.0009120955447277685,0.022992111566498524,True,2025-11-11,1.4021,1.9658,1.4021,0.0216,,1.0
BIMBOA.MX,arima,63.53040145522996,64.95999908447266,0.030401455229963403,1.4599990844726562,0.00047876307448761264,0.022992111566498524,True,2025-11-11,1.4296,2.0437,1.4296,0.022,,1.0
BIMBOA.MX,Top3Ensamble,63.71650872870297,64.95999908447266,0.21650872870296922,1.4599990844726562,0.0034095862787869168,0.022992111566498524,True,2025-11-11,1.2435,1.5463,1.2435,0.0191,,1.0
CEMEXCPO.MX,arima,18.99723602111713,19.280000686645508,-0.012764207764710989,0.2700004577636683,-0.0006714470074186724,0.014203074934920694,False,2025-11-11,0.2828,0.08,0.2828,0.0147,,1.0
CEMEXCPO.MX,rf,19.048586706596165,19.280000686645508,0.03858647771432544,0.2700004577636683,0.00202979890845562,0.014203074934920694,True,2025-11-11,0.2314,0.0536,0.2314,0.012,,1.0
CEMEXCPO.MX,Top3Ensamble,19.02291136385665,19.280000686645508,0.012911134974810778,0.2700004577636683,0.0006791759505186606,0.014203074934920694,True,2025-11-11,0.2571,0.0661,0.2571,0.0133,,1.0
EEM,arima,55.53673956081433,55.56999969482422,0.02674123928112948,0.060001373291015625,0.0004817373462386889,0.0010809110989963794,True,2025-11-11,0.0333,0.0011,0.0333,0.0006,,1.0
EEM,rf,55.56901994170738,55.56999969482422,0.059021620174178224,0.060001373291015625,0.0010632610693357347,0.0010809110989963794,True,2025-11-11,0.001,0.0,0.001,0.0,,1.0
EEM,Top3Ensamble,55.55287975126086,55.56999969482422,0.042881429727657405,0.060001373291015625,0.0007724992077872757,0.0010809110989963794,True,2025-11-11,0.0171,0.0003,0.0171,0.0003,,1.0
GFNORTEO.MX,rf,179.08064656041913,185.17999267578125,-0.2093467257136865,5.8899993896484375,-0.0011676431120145423,0.03285180216526897,False,2025-11-11,6.0993,37.202,6.0993,0.0329,,1.0
GFNORTEO.MX,xgb,178.64861351251602,185.17999267578125,-0.6413797736167908,5.8899993896484375,-0.003577331684056671,0.03285180216526897,False,2025-11-11,6.5314,42.6589,6.5314,0.0353,,1.0
GFNORTEO.MX,Top3Ensamble,178.8646300364676,185.17999267578125,-0.42536324966522443,5.8899993896484375,-0.0023724873980355277,0.03285180216526897,False,2025-11-11,6.3154,39.8838,6.3154,0.0341,,1.0
GLD,rf,375.53530979767584,379.8699951171875,-2.8446950851366637,1.489990234375,-0.0075180904075988104,0.003937814406542076,False,2025-11-11,4.3347,18.7895,4.3347,0.0114,,1.0
