ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,3.28,10.7584,3.28,0.0109,,1.0
AMD,_NaiveModel,after_hours,1,33.53,1124.2608,33.53,0.0749,,1.0
AMZN,_NaiveModel,after_hours,1,5.67,32.1491,5.67,0.0214,,1.0
ASML,_NaiveModel,after_hours,1,90.6901,8224.6876,90.6901,0.0585,,1.0
AVGO,_NaiveModel,after_hours,1,6.69,44.7561,6.69,0.016,,1.0
BRK-B,_NaiveModel,after_hours,1,0.44,0.1936,0.44,0.0009,,1.0
CAT,_NaiveModel,after_hours,1,12.41,154.0074,12.41,0.0142,,1.0
COST,_NaiveModel,after_hours,1,20.3099,412.4935,20.3099,0.0189,,1.0
CRM,_NaiveModel,after_hours,1,0.68,0.4624,0.68,0.0038,,1.0
GOOGL,_NaiveModel,after_hours,1,1.25,1.5625,1.25,0.0032,,1.0
JNJ,_NaiveModel,after_hours,1,0.68,0.4624,0.68,0.003,,1.0
JPM,_NaiveModel,after_hours,1,6.28,39.4384,6.28,0.0208,,1.0
LLY,_NaiveModel,after_hours,1,2.54,6.4515,2.54,0.0025,,1.0
LMT,_NaiveModel,after_hours,1,4.04,16.3214,4.04,0.0077,,1.0
MA,_NaiveModel,after_hours,1,1.66,2.7556,1.66,0.0033,,1.0
MCD,_NaiveModel,after_hours,1,0.53,0.2809,0.53,0.0019,,1.0
META,_NaiveModel,after_hours,1,2.45,6.0026,2.45,0.004,,1.0
MRK,_NaiveModel,after_hours,1,1.24,1.5376,1.24,0.011,,1.0
MSFT,_NaiveModel,after_hours,1,3.64,13.2495,3.64,0.0086,,1.0
NEE,_NaiveModel,after_hours,1,1.79,3.2041,1.79,0.0203,,1.0
NVDA,_NaiveModel,after_hours,1,2.86,8.1796,2.86,0.0128,,1.0
ORCL,_NaiveModel,after_hours,1,6.7,44.89,6.7,0.0356,,1.0
PG,_NaiveModel,after_hours,1,1.14,1.2996,1.14,0.008,,1.0
PLTR,_NaiveModel,after_hours,1,1.89,3.5721,1.89,0.0138,,1.0
TSLA,_NaiveModel,after_hours,1,13.15,172.9231,13.15,0.0315,,1.0
TSM,_NaiveModel,after_hours,1,9.01,81.1803,9.01,0.0224,,1.0
UNH,_NaiveModel,after_hours,1,5.94,35.2836,5.94,0.0155,,1.0
V,_NaiveModel,after_hours,1,0.84,0.7056,0.84,0.0025,,1.0
WMT,_NaiveModel,after_hours,1,3.35,11.2224,3.35,0.0256,,1.0
XOM,_NaiveModel,after_hours,1,6.27,39.313,6.27,0.0401,,1.0
