ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.92,0.8464,0.92,0.0029,,1.0
AMD,_NaiveModel,no_event_day,1,5.92,35.0466,5.92,0.0122,,1.0
AMZN,_NaiveModel,no_event_day,1,2.22,4.9284,2.22,0.0081,,1.0
ASML,_NaiveModel,no_event_day,1,36.62,1341.024,36.62,0.021,,1.0
AVGO,_NaiveModel,no_event_day,1,7.19,51.6961,7.19,0.0168,,1.0
BRK-B,_NaiveModel,no_event_day,1,2.81,7.8961,2.81,0.0054,,1.0
CAT,_NaiveModel,no_event_day,1,14.77,218.1535,14.77,0.0175,,1.0
COST,_NaiveModel,no_event_day,1,1.33,1.7689,1.33,0.0014,,1.0
CRM,_NaiveModel,no_event_day,1,5.97,35.6409,5.97,0.031,,1.0
GOOGL,_NaiveModel,no_event_day,1,3.45,11.9026,3.45,0.0097,,1.0
JNJ,_NaiveModel,no_event_day,1,2.26,5.1075,2.26,0.0087,,1.0
JPM,_NaiveModel,no_event_day,1,1.22,1.4884,1.22,0.0034,,1.0
LLY,_NaiveModel,no_event_day,1,6.23,38.8127,6.23,0.0053,,1.0
LMT,_NaiveModel,no_event_day,1,5.1,26.0104,5.1,0.0087,,1.0
MA,_NaiveModel,no_event_day,1,13.0,169.0,13.0,0.0231,,1.0
MCD,_NaiveModel,no_event_day,1,1.78,3.1684,1.78,0.0065,,1.0
META,_NaiveModel,no_event_day,1,2.2,4.8398,2.2,0.0037,,1.0
MRK,_NaiveModel,no_event_day,1,0.21,0.0441,0.21,0.0016,,1.0
MSFT,_NaiveModel,no_event_day,1,0.13,0.0169,0.13,0.0003,,1.0
NEE,_NaiveModel,no_event_day,1,0.05,0.0025,0.05,0.0006,,1.0
NVDA,_NaiveModel,no_event_day,1,4.97,24.7009,4.97,0.0222,,1.0
ORCL,_NaiveModel,no_event_day,1,3.55,12.6025,3.55,0.0241,,1.0
PG,_NaiveModel,no_event_day,1,1.18,1.3924,1.18,0.0081,,1.0
PLTR,_NaiveModel,no_event_day,1,16.09,258.888,16.09,0.0935,,1.0
TSLA,_NaiveModel,no_event_day,1,9.05,81.9023,9.05,0.0275,,1.0
TSM,_NaiveModel,no_event_day,1,1.84,3.3856,1.84,0.0044,,1.0
UNH,_NaiveModel,no_event_day,1,3.11,9.672,3.11,0.0076,,1.0
V,_NaiveModel,no_event_day,1,7.97,63.5209,7.97,0.022,,1.0
WMT,_NaiveModel,no_event_day,1,0.22,0.0484,0.22,0.002,,1.0
XOM,_NaiveModel,no_event_day,1,1.8,3.24,1.8,0.0118,,1.0
