ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,0.26,0.0676,0.26,0.001,,1.0
AMD,_NaiveModel,after_hours,1,1.87,3.4969,1.87,0.0061,,1.0
AMZN,_NaiveModel,after_hours,1,0.28,0.0784,0.28,0.0011,,1.0
ASML,_NaiveModel,after_hours,1,25.86,668.7388,25.86,0.0182,,1.0
AVGO,_NaiveModel,after_hours,1,2.71,7.3441,2.71,0.0065,,1.0
BRK-B,_NaiveModel,after_hours,1,5.15,26.5224,5.15,0.0109,,1.0
CAT,_NaiveModel,after_hours,1,26.37,695.3766,26.37,0.0316,,1.0
COST,_NaiveModel,after_hours,1,10.68,114.0622,10.68,0.0105,,1.0
CRM,_NaiveModel,after_hours,1,16.5,272.25,16.5,0.0952,,1.0
GOOGL,_NaiveModel,after_hours,1,0.43,0.1849,0.43,0.0013,,1.0
JNJ,_NaiveModel,after_hours,1,4.55,20.7024,4.55,0.0197,,1.0
JPM,_NaiveModel,after_hours,1,1.33,1.7689,1.33,0.0043,,1.0
LLY,_NaiveModel,after_hours,1,3.83,14.6686,3.83,0.0042,,1.0
LMT,_NaiveModel,after_hours,1,25.64,657.4104,25.64,0.0484,,1.0
MA,_NaiveModel,after_hours,1,7.78,60.5284,7.78,0.0155,,1.0
MCD,_NaiveModel,after_hours,1,2.46,6.0516,2.46,0.0081,,1.0
META,_NaiveModel,after_hours,1,15.5699,242.4232,15.5699,0.0236,,1.0
MRK,_NaiveModel,after_hours,1,1.73,2.9929,1.73,0.0151,,1.0
MSFT,_NaiveModel,after_hours,1,17.17,294.8094,17.17,0.0413,,1.0
NEE,_NaiveModel,after_hours,1,6.25,39.0625,6.25,0.0649,,1.0
NVDA,_NaiveModel,after_hours,1,2.86,8.1796,2.86,0.0143,,1.0
ORCL,_NaiveModel,after_hours,1,11.22,125.8884,11.22,0.0636,,1.0
PG,_NaiveModel,after_hours,1,2.86,8.1796,2.86,0.0196,,1.0
PLTR,_NaiveModel,after_hours,1,11.05,122.1022,11.05,0.0781,,1.0
TSLA,_NaiveModel,after_hours,1,13.79,190.1643,13.79,0.0369,,1.0
TSM,_NaiveModel,after_hours,1,4.78,22.8484,4.78,0.0125,,1.0
UNH,_NaiveModel,after_hours,1,1.04,1.0816,1.04,0.0029,,1.0
V,_NaiveModel,after_hours,1,2.41,5.8081,2.41,0.0078,,1.0
WMT,_NaiveModel,after_hours,1,2.05,4.2025,2.05,0.0155,,1.0
XOM,_NaiveModel,after_hours,1,1.03,1.0609,1.03,0.0068,,1.0
