ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,Top3Ensamble,after_hours,1,1.81,3.276,1.81,0.007,,1.0
AAPL,lgbm,after_hours,1,1.2322,1.5182,1.2322,0.0048,,1.0
AAPL,xgb,after_hours,1,2.3878,5.7016,2.3878,0.0093,,1.0
AMD,Top3Ensamble,after_hours,1,7.0734,50.0323,7.0734,0.0368,,1.0
AMD,arima,after_hours,1,7.6036,57.815,7.6036,0.0395,,1.0
AMD,lgbm,after_hours,1,5.1495,26.5173,5.1495,0.0268,,1.0
AMD,rf,after_hours,1,8.4669,71.6892,8.4669,0.044,,1.0
AMZN,Top3Ensamble,after_hours,1,4.3517,18.9374,4.3517,0.0204,,1.0
AMZN,rf,after_hours,1,5.5221,30.4941,5.5221,0.0259,,1.0
AMZN,xgb,after_hours,1,3.1813,10.1205,3.1813,0.0149,,1.0
ASML,Top3Ensamble,after_hours,1,84.7023,7174.4763,84.7023,0.0655,,1.0
ASML,arima,after_hours,1,77.2055,5960.6952,77.2055,0.0597,,1.0
ASML,rf,after_hours,1,87.0697,7581.1283,87.0697,0.0673,,1.0
ASML,xgb,after_hours,1,89.8316,8069.7214,89.8316,0.0695,,1.0
AVGO,Top3Ensamble,after_hours,1,0.8723,0.7609,0.8723,0.0026,,1.0
AVGO,arima,after_hours,1,2.7683,7.6636,2.7683,0.0084,,1.0
AVGO,lgbm,after_hours,1,0.3095,0.0958,0.3095,0.0009,,1.0
AVGO,xgb,after_hours,1,0.158,0.025,0.158,0.0005,,1.0
BRK-B,Top3Ensamble,after_hours,1,1.4805,2.1919,1.4805,0.003,,1.0
BRK-B,linreg,after_hours,1,0.9786,0.9577,0.9786,0.002,,1.0
BRK-B,rf,after_hours,1,1.9824,3.93,1.9824,0.004,,1.0
CAT,Top3Ensamble,after_hours,1,25.6568,658.2715,25.6568,0.0377,,1.0
CAT,arima,after_hours,1,26.2212,687.5499,26.2212,0.0385,,1.0
CAT,lgbm,after_hours,1,25.0924,629.6302,25.0924,0.0369,,1.0
COST,Top3Ensamble,after_hours,1,10.9335,119.5422,10.9335,0.011,,1.0
COST,lgbm,after_hours,1,10.2172,104.3906,10.2172,0.0102,,1.0
COST,rf,after_hours,1,14.3454,205.7905,14.3454,0.0144,,1.0
COST,xgb,after_hours,1,8.238,67.8653,8.238,0.0083,,1.0
CRM,Top3Ensamble,after_hours,1,1.9288,3.7204,1.9288,0.0095,,1.0
CRM,arima,after_hours,1,1.071,1.147,1.071,0.0053,,1.0
CRM,lgbm,after_hours,1,2.0458,4.1853,2.0458,0.0101,,1.0
CRM,xgb,after_hours,1,4.8117,23.1525,4.8117,0.0238,,1.0
GOOGL,Top3Ensamble,after_hours,1,4.6841,21.9411,4.6841,0.0157,,1.0
GOOGL,lgbm,after_hours,1,6.4167,41.174,6.4167,0.0215,,1.0
GOOGL,rf,after_hours,1,3.0585,9.3543,3.0585,0.0102,,1.0
GOOGL,xgb,after_hours,1,4.5772,20.9511,4.5772,0.0153,,1.0
JNJ,Top3Ensamble,after_hours,1,0.0146,0.0002,0.0146,0.0001,,1.0
JNJ,arima,after_hours,1,0.5354,0.2867,0.5354,0.0022,,1.0
JNJ,lgbm,after_hours,1,0.0591,0.0035,0.0591,0.0002,,1.0
JNJ,xgb,after_hours,1,0.4326,0.1871,0.4326,0.0018,,1.0
JPM,Top3Ensamble,after_hours,1,2.6351,6.9437,2.6351,0.0091,,1.0
JPM,lgbm,after_hours,1,1.6855,2.8409,1.6855,0.0058,,1.0
JPM,rf,after_hours,1,3.5847,12.85,3.5847,0.0124,,1.0
LLY,Top3Ensamble,after_hours,1,5.9862,35.8341,5.9862,0.006,,1.0
LLY,arima,after_hours,1,4.6615,21.7292,4.6615,0.0047,,1.0
LLY,lgbm,after_hours,1,6.2957,39.6363,6.2957,0.0064,,1.0
LLY,rf,after_hours,1,7.0013,49.0179,7.0013,0.0071,,1.0
