ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,8.79,77.2643,8.79,0.0314,,1.0
AMD,_NaiveModel,after_hours,1,6.05,36.6027,6.05,0.0168,,1.0
AMZN,_NaiveModel,after_hours,1,3.2,10.2401,3.2,0.0119,,1.0
ASML,_NaiveModel,after_hours,1,11.97,143.2802,11.97,0.0084,,1.0
AVGO,_NaiveModel,after_hours,1,3.85,14.8225,3.85,0.0091,,1.0
BRK-B,_NaiveModel,after_hours,1,0.59,0.3481,0.59,0.0012,,1.0
CAT,_NaiveModel,after_hours,1,0.44,0.1936,0.44,0.0005,,1.0
COST,_NaiveModel,after_hours,1,2.83,8.009,2.83,0.0028,,1.0
CRM,_NaiveModel,after_hours,1,7.29,53.1442,7.29,0.0397,,1.0
GOOGL,_NaiveModel,after_hours,1,0.89,0.7921,0.89,0.0023,,1.0
JNJ,_NaiveModel,after_hours,1,2.66,7.0756,2.66,0.0117,,1.0
JPM,_NaiveModel,after_hours,1,0.76,0.5776,0.76,0.0024,,1.0
LLY,_NaiveModel,after_hours,1,28.73,825.4153,28.73,0.0298,,1.0
LMT,_NaiveModel,after_hours,1,5.2,27.0395,5.2,0.0101,,1.0
MA,_NaiveModel,after_hours,1,7.46,55.6519,7.46,0.0151,,1.0
MCD,_NaiveModel,after_hours,1,6.95,48.3022,6.95,0.0242,,1.0
META,_NaiveModel,after_hours,1,3.16,9.9854,3.16,0.0052,,1.0
MRK,_NaiveModel,after_hours,1,2.98,8.8804,2.98,0.0266,,1.0
MSFT,_NaiveModel,after_hours,1,6.66,44.3556,6.66,0.0161,,1.0
NEE,_NaiveModel,after_hours,1,0.93,0.8649,0.93,0.0096,,1.0
NVDA,_NaiveModel,after_hours,1,1.12,1.2544,1.12,0.0056,,1.0
ORCL,_NaiveModel,after_hours,1,10.44,108.9937,10.44,0.0608,,1.0
PG,_NaiveModel,after_hours,1,0.17,0.0289,0.17,0.0012,,1.0
PLTR,_NaiveModel,after_hours,1,4.96,24.6017,4.96,0.0344,,1.0
TSLA,_NaiveModel,after_hours,1,9.19,84.4561,9.19,0.0235,,1.0
TSM,_NaiveModel,after_hours,1,1.61,2.5922,1.61,0.004,,1.0
UNH,_NaiveModel,after_hours,1,1.7,2.89,1.7,0.0046,,1.0
V,_NaiveModel,after_hours,1,1.81,3.2761,1.81,0.0055,,1.0
WMT,_NaiveModel,after_hours,1,0.33,0.1089,0.33,0.0025,,1.0
XOM,_NaiveModel,after_hours,1,1.58,2.4964,1.58,0.0103,,1.0
