ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,11.23,126.1131,11.23,0.0344,,1.0
AMD,_NaiveModel,no_event_day,1,17.5,306.2489,17.5,0.0347,,1.0
AMZN,_NaiveModel,no_event_day,1,0.51,0.2601,0.51,0.002,,1.0
ASML,_NaiveModel,no_event_day,1,42.09,1771.5652,42.09,0.0249,,1.0
AVGO,_NaiveModel,no_event_day,1,3.55,12.6026,3.55,0.0098,,1.0
BRK-B,_NaiveModel,no_event_day,1,0.28,0.0784,0.28,0.0006,,1.0
CAT,_NaiveModel,no_event_day,1,10.56,111.5135,10.56,0.0131,,1.0
COST,_NaiveModel,no_event_day,1,0.22,0.0484,0.22,0.0002,,1.0
CRM,_NaiveModel,no_event_day,1,1.16,1.3456,1.16,0.0048,,1.0
GOOGL,_NaiveModel,no_event_day,1,1.95,3.8025,1.95,0.0059,,1.0
JNJ,_NaiveModel,no_event_day,1,0.73,0.5329,0.73,0.0027,,1.0
JPM,_NaiveModel,no_event_day,1,1.15,1.3225,1.15,0.0033,,1.0
LLY,_NaiveModel,no_event_day,1,1.21,1.464,1.21,0.0011,,1.0
LMT,_NaiveModel,no_event_day,1,5.66,32.0353,5.66,0.0107,,1.0
MA,_NaiveModel,no_event_day,1,2.13,4.5369,2.13,0.0038,,1.0
MCD,_NaiveModel,no_event_day,1,0.43,0.1849,0.43,0.0017,,1.0
META,_NaiveModel,no_event_day,1,9.31,86.6761,9.31,0.0144,,1.0
MRK,_NaiveModel,no_event_day,1,2.82,7.9524,2.82,0.0195,,1.0
MSFT,_NaiveModel,no_event_day,1,0.79,0.6241,0.79,0.0016,,1.0
NEE,_NaiveModel,no_event_day,1,0.21,0.0441,0.21,0.0025,,1.0
NVDA,_NaiveModel,no_event_day,1,5.31,28.1961,5.31,0.0243,,1.0
ORCL,_NaiveModel,no_event_day,1,8.69,75.5161,8.69,0.0568,,1.0
PG,_NaiveModel,no_event_day,1,0.33,0.1089,0.33,0.0023,,1.0
PLTR,_NaiveModel,no_event_day,1,3.67,13.4689,3.67,0.0221,,1.0
TSLA,_NaiveModel,no_event_day,1,4.25,18.0625,4.25,0.0117,,1.0
TSM,_NaiveModel,no_event_day,1,7.33,53.7287,7.33,0.0171,,1.0
UNH,_NaiveModel,no_event_day,1,4.78,22.8484,4.78,0.0123,,1.0
V,_NaiveModel,no_event_day,1,0.18,0.0324,0.18,0.0005,,1.0
WMT,_NaiveModel,no_event_day,1,0.1,0.01,0.1,0.0009,,1.0
XOM,_NaiveModel,no_event_day,1,1.0,1.0,1.0,0.0061,,1.0
