model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date,retrained
QQQ_rf,train,4.3646,37.2916,6.1067,0.0088,0.9612,0.9612,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
QQQ_rf,test,3.0282,13.9419,3.7339,0.0052,0.896,0.8985,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
QQQ_xgb,train,3.0256,17.2084,4.1483,0.0061,0.9821,0.9821,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
QQQ_xgb,test,3.2612,15.5265,3.9404,0.0056,0.8842,0.8901,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
QQQ_xgb,train,4.0538,30.6064,5.5323,0.0082,0.9681,0.9681,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
QQQ_xgb,test,3.1144,14.0175,3.744,0.0054,0.8954,0.8966,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
QQQ_lgbm,train,3.4493,24.3961,4.9392,0.0069,0.9746,0.9746,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
QQQ_lgbm,test,3.3461,16.7453,4.0921,0.0058,0.8751,0.8784,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
QQQ_lgbm,train,3.9535,34.0666,5.8367,0.008,0.9645,0.9645,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
QQQ_lgbm,test,2.9896,13.9415,3.7338,0.0052,0.896,0.896,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
QQQ_arima,train,4.824,52.0645,7.2156,0.0098,0.9458,0.9458,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
QQQ_arima,test,3.0951,14.4233,3.7978,0.0054,0.8924,0.8944,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_linreg,train,3.5427,21.6689,4.655,0.0061,0.9684,0.9684,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_linreg,test,4.7092,32.9529,5.7405,0.0072,0.6973,0.7631,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_linreg,train,3.6225,23.0617,4.8023,0.0063,0.9664,0.9664,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_linreg,test,3.3391,16.567,4.0703,0.0051,0.8478,0.8853,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_rf,train,3.8623,35.2362,5.936,0.0067,0.9486,0.9486,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_rf,test,2.8244,11.4628,3.3857,0.0044,0.8947,0.9031,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_rf,train,3.9247,29.6771,5.4477,0.0068,0.9567,0.9567,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_rf,test,2.7728,11.0892,3.33,0.0043,0.8981,0.9029,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_xgb,train,2.8432,16.3693,4.0459,0.0049,0.9761,0.9761,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_xgb,test,3.0183,14.1551,3.7623,0.0046,0.87,0.8874,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_xgb,train,3.7609,27.0783,5.2037,0.0065,0.9605,0.9605,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_xgb,test,2.7605,11.1641,3.3413,0.0043,0.8975,0.9049,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_lgbm,train,2.9706,21.5434,4.6415,0.0052,0.9686,0.9686,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_lgbm,test,3.0236,15.5023,3.9373,0.0046,0.8576,0.8751,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_lgbm,train,3.5569,31.6205,5.6232,0.0062,0.9539,0.9539,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_lgbm,test,2.6988,11.6898,3.419,0.0042,0.8926,0.8929,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
SPY_arima,train,4.3592,46.8273,6.843,0.0076,0.9317,0.9317,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
SPY_arima,test,2.7176,10.8309,3.291,0.0042,0.9005,0.9033,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_linreg,train,0.6211,0.622,0.7886,0.0068,0.9506,0.9506,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_linreg,test,0.7276,0.8579,0.9262,0.008,0.4074,0.47,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_linreg,train,0.6553,0.7163,0.8463,0.0072,0.9431,0.9431,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_linreg,test,0.6097,0.6017,0.7757,0.0067,0.5844,0.5967,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_rf,train,0.6465,0.7643,0.8742,0.0071,0.9393,0.9393,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_rf,test,0.583,0.5591,0.7477,0.0064,0.6138,0.6156,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_rf,train,0.6556,0.721,0.8491,0.0072,0.9428,0.9428,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_rf,test,0.5702,0.5296,0.7277,0.0063,0.6342,0.639,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_xgb,train,0.4186,0.3075,0.5545,0.0046,0.9756,0.9756,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_xgb,test,0.6357,0.613,0.7829,0.007,0.5766,0.5793,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_xgb,train,0.4567,0.351,0.5925,0.005,0.9721,0.9721,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_xgb,test,0.5527,0.5386,0.7339,0.0061,0.6279,0.6595,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_lgbm,train,0.4814,0.4293,0.6552,0.0053,0.9659,0.9659,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_lgbm,test,0.6288,0.6355,0.7972,0.0069,0.561,0.5638,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_lgbm,train,0.5983,0.6813,0.8254,0.0066,0.9459,0.9459,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_lgbm,test,0.5528,0.5143,0.7172,0.0061,0.6447,0.6457,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,1
VNQ_arima,train,0.743,1.0306,1.0152,0.0082,0.9182,0.9182,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
VNQ_arima,test,0.5781,0.5485,0.7406,0.0064,0.6211,0.6225,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-29,2024-08-13 a 2025-08-01,2025-08-04 a 2025-09-29,2025-09-29,0
WALMEX.MX_linreg,train,0.6964,0.8062,0.8979,0.0119,0.9364,0.9364,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_linreg,test,0.9093,1.3217,1.1497,0.0162,-0.807,-0.3849,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_linreg,train,0.7429,0.9994,0.9997,0.0127,0.9212,0.9212,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_linreg,test,0.7346,0.9271,0.9628,0.0131,-0.2675,0.0799,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_rf,train,0.6991,0.8549,0.9246,0.012,0.9326,0.9326,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_rf,test,0.5722,0.5904,0.7684,0.0102,0.1929,0.1964,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_rf,train,0.7105,0.8493,0.9216,0.0122,0.933,0.933,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_rf,test,0.5923,0.6354,0.7971,0.0105,0.1313,0.1641,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_xgb,train,0.4414,0.3334,0.5774,0.0076,0.9737,0.9737,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_xgb,test,0.5684,0.5885,0.7672,0.0101,0.1954,0.1979,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_xgb,train,0.6224,0.64,0.8,0.0107,0.9495,0.9495,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_xgb,test,0.7733,1.0111,1.0055,0.0138,-0.3824,-0.2506,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_lgbm,train,0.5113,0.4719,0.6869,0.0088,0.9628,0.9628,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_lgbm,test,0.6855,0.783,0.8849,0.0122,-0.0705,-0.0705,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_lgbm,train,0.671,0.7988,0.8937,0.0115,0.937,0.937,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_lgbm,test,0.6308,0.7107,0.843,0.0112,0.0284,0.0761,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,1
WALMEX.MX_arima,train,0.8351,1.2206,1.1048,0.0143,0.9037,0.9037,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
WALMEX.MX_arima,test,0.6074,0.6748,0.8215,0.0108,0.0774,0.0804,2025-10-01T01:53:58.444024+00:00,2024-08-13 a 2025-09-26,2024-08-13 a 2025-07-31,2025-08-01 a 2025-09-26,2025-09-26,0
