model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date,retrained
CAT_xgb,train,3.5255,23.106,4.8069,0.0086,0.9974,0.9974,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_xgb,test,17.5213,485.3612,22.0309,0.0251,0.84,0.9097,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_lgbm,train,4.0585,34.7067,5.8912,0.0098,0.9961,0.9961,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_lgbm,test,13.675,307.7099,17.5417,0.0195,0.8986,0.9184,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_lgbm,train,5.0465,54.4703,7.3804,0.0121,0.9939,0.9939,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_lgbm,test,12.3032,251.3962,15.8555,0.0176,0.9171,0.9229,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_arima,train,6.0582,80.2404,8.9577,0.0142,0.991,0.991,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_arima,test,12.7825,265.9073,16.3067,0.0182,0.9124,0.9135,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_linreg,train,7.6649,96.8073,9.8391,0.008,0.9618,0.9618,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_linreg,test,15.8939,466.4559,21.5976,0.0161,0.1905,0.4562,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_linreg,train,8.1775,110.2223,10.4987,0.0085,0.9565,0.9565,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_linreg,test,19.5567,550.928,23.4719,0.0199,0.0439,0.6783,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_rf,train,8.188,127.0021,11.2695,0.0085,0.9499,0.9499,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_rf,test,10.7305,170.5682,13.0602,0.011,0.704,0.7043,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_rf,train,8.3295,121.37,11.0168,0.0087,0.9521,0.9521,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_rf,test,10.521,164.7348,12.8349,0.0108,0.7141,0.7145,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_xgb,train,3.941,26.2692,5.1254,0.0041,0.9896,0.9896,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_xgb,test,11.2403,193.2562,13.9017,0.0116,0.6646,0.6761,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_xgb,train,7.4264,97.2293,9.8605,0.0078,0.9616,0.9616,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_xgb,test,10.0929,160.3809,12.6642,0.0103,0.7217,0.722,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_lgbm,train,6.0883,69.8441,8.3573,0.0064,0.9724,0.9724,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_lgbm,test,10.8513,176.5498,13.2872,0.0112,0.6936,0.708,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_lgbm,train,7.8744,118.7746,10.8984,0.0082,0.9531,0.9531,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_lgbm,test,9.9552,148.4819,12.1853,0.0102,0.7423,0.7426,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
COST_arima,train,9.3841,176.9242,13.3013,0.0098,0.9302,0.9302,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
COST_arima,test,10.8142,184.1912,13.5717,0.0111,0.6803,0.6934,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_linreg,train,3.1621,17.006,4.1238,0.0119,0.9777,0.9777,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_linreg,test,20.0322,490.0022,22.136,0.0999,0.0814,0.832,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_linreg,train,3.3199,19.1004,4.3704,0.0126,0.9749,0.9749,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_linreg,test,17.9233,392.0365,19.7999,0.0884,0.2651,0.8673,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_rf,train,3.4894,21.2462,4.6094,0.0131,0.9721,0.9721,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_rf,test,5.7812,56.8813,7.542,0.0285,0.8934,0.9406,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_rf,train,3.5649,21.5224,4.6392,0.0134,0.9718,0.9718,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_rf,test,5.5411,55.2783,7.4349,0.0276,0.8964,0.9381,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_xgb,train,2.1523,7.9564,2.8207,0.0081,0.9896,0.9896,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_xgb,test,6.5844,72.4215,8.5101,0.0326,0.8642,0.9336,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_xgb,train,3.1011,16.5327,4.066,0.0117,0.9783,0.9783,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_xgb,test,5.405,53.6938,7.3276,0.0268,0.8993,0.939,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_lgbm,train,2.5194,10.7333,3.2762,0.0095,0.9859,0.9859,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_lgbm,test,6.0364,62.2642,7.8908,0.0291,0.8833,0.9271,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_lgbm,train,3.3253,19.6156,4.4289,0.0125,0.9743,0.9743,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_lgbm,test,4.731,42.6971,6.5343,0.0231,0.92,0.9409,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CRM_arima,train,4.058,29.4225,5.4242,0.0153,0.9614,0.9614,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CRM_arima,test,4.5624,38.1928,6.18,0.0222,0.9284,0.9322,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_linreg,train,2.4671,10.732,3.276,0.0123,0.9962,0.9962,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_linreg,test,5.2969,42.6114,6.5277,0.0165,0.7484,0.7549,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_linreg,train,2.6849,13.2691,3.6427,0.0131,0.9953,0.9953,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_linreg,test,5.0708,37.8148,6.1494,0.0158,0.7767,0.8056,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_rf,train,2.6168,12.8127,3.5795,0.0126,0.9955,0.9955,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_rf,test,3.747,20.8238,4.5633,0.0117,0.8771,0.8807,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_rf,train,2.6892,13.0704,3.6153,0.013,0.9954,0.9954,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_rf,test,3.4322,17.8166,4.221,0.0107,0.8948,0.8953,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_xgb,train,1.5982,4.4723,2.1148,0.0078,0.9984,0.9984,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_xgb,test,4.1585,25.8495,5.0842,0.013,0.8474,0.8528,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_xgb,train,2.3851,9.9565,3.1554,0.0117,0.9965,0.9965,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_xgb,test,3.6018,19.7241,4.4412,0.0113,0.8835,0.8911,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_lgbm,train,1.8579,6.3838,2.5266,0.0091,0.9978,0.9978,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_lgbm,test,4.6853,33.3144,5.7719,0.0148,0.8033,0.8496,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_lgbm,train,2.5158,11.8867,3.4477,0.0121,0.9958,0.9958,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_lgbm,test,3.3746,18.1686,4.2625,0.0105,0.8927,0.9005,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
GOOGL_arima,train,3.0795,18.1015,4.2546,0.0148,0.9936,0.9936,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
GOOGL_arima,test,3.7042,20.4468,4.5218,0.0116,0.8793,0.8857,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_linreg,train,1.2108,2.6228,1.6195,0.0071,0.9927,0.9927,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_linreg,test,2.4102,11.1887,3.345,0.0106,0.9341,0.948,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_linreg,train,1.2898,3.0159,1.7366,0.0076,0.9916,0.9916,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_linreg,test,2.0453,8.0322,2.8341,0.0089,0.9527,0.9549,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_rf,train,1.254,3.1571,1.7768,0.0074,0.9912,0.9912,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_rf,test,2.099,6.8628,2.6197,0.009,0.9595,0.9654,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_rf,train,1.2806,2.9458,1.7163,0.0076,0.9918,0.9918,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_rf,test,2.1602,7.2026,2.6838,0.0093,0.9575,0.9649,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_xgb,train,0.6575,0.8329,0.9126,0.0039,0.9977,0.9977,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_xgb,test,2.2582,7.969,2.8229,0.0097,0.953,0.9675,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_xgb,train,1.0889,2.0847,1.4438,0.0064,0.9942,0.9942,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_xgb,test,2.0682,6.6578,2.5803,0.0089,0.9608,0.9651,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_lgbm,train,1.0009,1.9661,1.4022,0.0059,0.9945,0.9945,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_lgbm,test,2.3441,8.8119,2.9685,0.0101,0.9481,0.9628,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_lgbm,train,1.1902,2.8661,1.693,0.0071,0.992,0.992,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_lgbm,test,1.9482,6.0554,2.4608,0.0084,0.9643,0.9672,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JNJ_arima,train,1.4141,4.1569,2.0388,0.0084,0.9885,0.9885,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JNJ_arima,test,2.0133,6.28,2.506,0.0087,0.963,0.965,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_linreg,train,2.655,11.8127,3.437,0.0096,0.9849,0.9849,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_linreg,test,6.0393,57.7254,7.5977,0.0197,0.2647,0.4838,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_linreg,train,2.768,13.419,3.6632,0.01,0.9829,0.9829,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_linreg,test,4.9973,44.4334,6.6658,0.0163,0.434,0.5054,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_rf,train,2.6664,13.3412,3.6526,0.0097,0.983,0.983,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_rf,test,4.0168,27.8491,5.2772,0.0131,0.6453,0.6475,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_rf,train,2.7328,13.0613,3.614,0.0099,0.9833,0.9833,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_rf,test,3.9955,28.0951,5.3005,0.013,0.6421,0.6558,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_xgb,train,1.3487,3.1769,1.7824,0.0048,0.9959,0.9959,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_xgb,test,4.544,33.1507,5.7577,0.0148,0.5777,0.5782,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_xgb,train,1.9928,6.3158,2.5131,0.0071,0.9919,0.9919,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_xgb,test,4.087,29.586,5.4393,0.0133,0.6231,0.6332,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_lgbm,train,1.9267,6.8592,2.619,0.007,0.9912,0.9912,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_lgbm,test,4.4972,33.0423,5.7482,0.0146,0.5791,0.5815,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_lgbm,train,2.5796,12.4966,3.5351,0.0093,0.9841,0.9841,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_lgbm,test,4.1221,29.1725,5.4012,0.0134,0.6284,0.6423,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
JPM_arima,train,3.0145,17.7618,4.2145,0.011,0.9773,0.9773,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
JPM_arima,test,4.1293,30.1124,5.4875,0.0134,0.6164,0.6339,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_linreg,train,12.4005,288.0684,16.9726,0.0152,0.9763,0.9763,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_linreg,test,22.1797,946.0849,30.7585,0.0212,-0.3108,-0.2935,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_linreg,train,13.0489,345.1023,18.5769,0.0159,0.9716,0.9716,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_linreg,test,21.4703,919.8156,30.3285,0.0205,-0.2744,-0.2579,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_rf,train,12.2209,315.1206,17.7516,0.0149,0.9741,0.9741,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_rf,test,21.482,938.2432,30.6308,0.0205,-0.3,-0.2821,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_rf,train,12.5868,284.4128,16.8645,0.0153,0.9766,0.9766,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_rf,test,20.943,897.5887,29.9598,0.02,-0.2436,-0.1965,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_xgb,train,7.781,117.6075,10.8447,0.0095,0.9903,0.9903,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_xgb,test,21.1002,955.5891,30.9126,0.0201,-0.324,-0.3236,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_xgb,train,11.5359,243.6445,15.6091,0.014,0.98,0.98,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_xgb,test,20.8125,918.1285,30.3006,0.0199,-0.2721,-0.2567,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_lgbm,train,8.4024,151.937,12.3263,0.0102,0.9875,0.9875,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_lgbm,test,22.0938,969.8745,31.1428,0.021,-0.3438,-0.3392,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_lgbm,train,11.1686,265.4441,16.2925,0.0136,0.9782,0.9782,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_lgbm,test,20.6928,877.4548,29.6219,0.0197,-0.2157,-0.1964,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
LLY_arima,train,14.0732,423.7957,20.5863,0.0172,0.9652,0.9652,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LLY_arima,test,21.0203,894.5136,29.9084,0.0201,-0.2394,-0.2078,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LMT_linreg,train,4.076,32.2158,5.6759,0.0088,0.9294,0.9294,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LMT_linreg,test,36.1663,1639.9466,40.4963,0.0594,-0.0557,-0.0534,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
LMT_linreg,train,4.5369,43.1602,6.5696,0.0098,0.9055,0.9055,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
