ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,5.75,33.0625,5.75,0.0188,,1.0
AMD,_NaiveModel,after_hours,1,5.97,35.6406,5.97,0.0117,,1.0
AMZN,_NaiveModel,after_hours,1,9.38,87.9845,9.38,0.0359,,1.0
ASML,_NaiveModel,after_hours,1,15.8099,249.9541,15.8099,0.0097,,1.0
AVGO,_NaiveModel,after_hours,1,13.2,174.2403,13.2,0.0287,,1.0
BRK-B,_NaiveModel,after_hours,1,4.19,17.5561,4.19,0.0089,,1.0
CAT,_NaiveModel,after_hours,1,10.51,110.4603,10.51,0.0121,,1.0
COST,_NaiveModel,after_hours,1,10.21,104.2445,10.21,0.0108,,1.0
CRM,_NaiveModel,after_hours,1,18.5,342.25,18.5,0.0883,,1.0
GOOGL,_NaiveModel,after_hours,1,3.97,15.7609,3.97,0.0105,,1.0
JNJ,_NaiveModel,after_hours,1,1.82,3.3124,1.82,0.0081,,1.0
JPM,_NaiveModel,after_hours,1,2.73,7.453,2.73,0.0092,,1.0
LLY,_NaiveModel,after_hours,1,22.8,519.8422,22.8,0.0211,,1.0
LMT,_NaiveModel,after_hours,1,13.95,194.6028,13.95,0.027,,1.0
MA,_NaiveModel,after_hours,1,1.27,1.6129,1.27,0.0026,,1.0
MCD,_NaiveModel,after_hours,1,3.09,9.5483,3.09,0.0112,,1.0
META,_NaiveModel,after_hours,1,32.04,1026.5641,32.04,0.0534,,1.0
MRK,_NaiveModel,after_hours,1,3.55,12.6025,3.55,0.0308,,1.0
MSFT,_NaiveModel,after_hours,1,10.28,105.6784,10.28,0.0223,,1.0
NEE,_NaiveModel,after_hours,1,3.35,11.2225,3.35,0.04,,1.0
NVDA,_NaiveModel,after_hours,1,13.22,174.7684,13.22,0.0589,,1.0
ORCL,_NaiveModel,after_hours,1,22.37,500.4167,22.37,0.0901,,1.0
PG,_NaiveModel,after_hours,1,3.28,10.7584,3.28,0.0234,,1.0
PLTR,_NaiveModel,after_hours,1,4.11,16.8921,4.11,0.0256,,1.0
TSLA,_NaiveModel,after_hours,1,19.91,396.4082,19.91,0.0479,,1.0
TSM,_NaiveModel,after_hours,1,17.18,295.1521,17.18,0.0394,,1.0
UNH,_NaiveModel,after_hours,1,0.45,0.2025,0.45,0.0012,,1.0
V,_NaiveModel,after_hours,1,3.59,12.8881,3.59,0.0111,,1.0
WMT,_NaiveModel,after_hours,1,1.15,1.3225,1.15,0.01,,1.0
XOM,_NaiveModel,after_hours,1,4.12,16.9745,4.12,0.0276,,1.0
