ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.54,0.2916,0.54,0.002,,1.0
AMD,_NaiveModel,no_event_day,1,13.9,193.2098,13.9,0.0412,,1.0
AMZN,_NaiveModel,no_event_day,1,3.34,11.1556,3.34,0.0127,,1.0
ASML,_NaiveModel,no_event_day,1,9.5199,90.6284,9.5199,0.0068,,1.0
AVGO,_NaiveModel,no_event_day,1,5.62,31.5847,5.62,0.0139,,1.0
BRK-B,_NaiveModel,no_event_day,1,2.78,7.7284,2.78,0.0058,,1.0
CAT,_NaiveModel,no_event_day,1,7.82,61.1525,7.82,0.0097,,1.0
COST,_NaiveModel,no_event_day,1,4.67,21.8087,4.67,0.0047,,1.0
CRM,_NaiveModel,no_event_day,1,0.1,0.01,0.1,0.0006,,1.0
GOOGL,_NaiveModel,no_event_day,1,0.16,0.0256,0.16,0.0005,,1.0
JNJ,_NaiveModel,no_event_day,1,0.44,0.1936,0.44,0.0019,,1.0
JPM,_NaiveModel,no_event_day,1,2.2,4.8401,2.2,0.0071,,1.0
LLY,_NaiveModel,no_event_day,1,22.79,519.3831,22.79,0.0268,,1.0
LMT,_NaiveModel,no_event_day,1,2.48,6.1503,2.48,0.0049,,1.0
MA,_NaiveModel,no_event_day,1,17.61,310.1116,17.61,0.0335,,1.0
MCD,_NaiveModel,no_event_day,1,2.31,5.3362,2.31,0.008,,1.0
META,_NaiveModel,no_event_day,1,2.22,4.9285,2.22,0.0033,,1.0
MRK,_NaiveModel,no_event_day,1,0.92,0.8464,0.92,0.0083,,1.0
MSFT,_NaiveModel,no_event_day,1,4.79,22.9442,4.79,0.0113,,1.0
NEE,_NaiveModel,no_event_day,1,2.34,5.4756,2.34,0.0248,,1.0
NVDA,_NaiveModel,no_event_day,1,3.92,15.3664,3.92,0.0187,,1.0
ORCL,_NaiveModel,no_event_day,1,2.13,4.5369,2.13,0.013,,1.0
PG,_NaiveModel,no_event_day,1,2.71,7.3441,2.71,0.0185,,1.0
PLTR,_NaiveModel,no_event_day,1,3.21,10.304,3.21,0.0233,,1.0
TSLA,_NaiveModel,no_event_day,1,3.22,10.3684,3.22,0.0086,,1.0
TSM,_NaiveModel,no_event_day,1,1.49,2.2201,1.49,0.0038,,1.0
UNH,_NaiveModel,no_event_day,1,3.97,15.7609,3.97,0.0107,,1.0
V,_NaiveModel,no_event_day,1,25.56,653.3135,25.56,0.0763,,1.0
WMT,_NaiveModel,no_event_day,1,0.42,0.1764,0.42,0.0033,,1.0
XOM,_NaiveModel,no_event_day,1,4.11,16.8921,4.11,0.0266,,1.0
