ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,310.0299987792969,316.8299865722656,2026-08-19 00:00:00,0.0,6.79998779296875,0.0,0.02193332200026715,False,2026-08-19,False,False,6.8,46.2398,6.8,0.0215,,1.0
AMD,_NaiveModel,484.3900146484375,466.4200134277344,2026-08-19 00:00:00,0.0,-17.970001220703125,0.0,-0.03709820738923667,False,2026-08-19,False,False,17.97,322.9209,17.97,0.0385,,1.0
AMZN,_NaiveModel,259.45001220703125,265.8399963378906,2026-08-19 00:00:00,0.0,6.389984130859375,0.0,0.024628960609801052,False,2026-08-19,False,False,6.39,40.8319,6.39,0.024,,1.0
ASML,_NaiveModel,1802.97998046875,1751.72998046875,2026-08-19 00:00:00,0.0,-51.25,0.0,-0.028425163093977177,False,2026-08-19,False,False,51.25,2626.5625,51.25,0.0293,,1.0
AVGO,_NaiveModel,380.0,362.4800109863281,2026-08-19 00:00:00,0.0,-17.519989013671875,0.0,-0.046105234246504936,False,2026-08-19,False,False,17.52,306.95,17.52,0.0483,,1.0
BRK-B,_NaiveModel,502.9599914550781,499.6199951171875,2026-08-19 00:00:00,0.0,-3.339996337890625,0.0,-0.006640679963883244,False,2026-08-19,False,False,3.34,11.1556,3.34,0.0067,,1.0
CAT,_NaiveModel,840.8699951171875,816.1500244140625,2026-08-19 00:00:00,0.0,-24.719970703125,0.0,-0.02939808870178548,False,2026-08-19,False,False,24.72,611.077,24.72,0.0303,,1.0
COST,_NaiveModel,961.3499755859376,956.989990234375,2026-08-19 00:00:00,0.0,-4.359985351562614,0.0,-0.004535273794442265,False,2026-08-19,False,False,4.36,19.0095,4.36,0.0046,,1.0
CRM,_NaiveModel,196.13999938964844,206.08999633789065,2026-08-19 00:00:00,0.0,9.949996948242216,0.0,0.050729055670463825,False,2026-08-19,False,False,9.95,99.0024,9.95,0.0483,,1.0
GOOGL,_NaiveModel,344.20001220703125,344.7200012207031,2026-08-19 00:00:00,0.0,0.519989013671875,0.0,0.0015107175921862236,False,2026-08-19,False,False,0.52,0.2704,0.52,0.0015,,1.0
JNJ,_NaiveModel,271.1099853515625,273.4100036621094,2026-08-19 00:00:00,0.0,2.300018310546875,0.0,0.008483709323964297,False,2026-08-19,False,False,2.3,5.2901,2.3,0.0084,,1.0
JPM,_NaiveModel,363.25,357.260009765625,2026-08-19 00:00:00,0.0,-5.989990234375,0.0,-0.016489993762904335,False,2026-08-19,False,False,5.99,35.88,5.99,0.0168,,1.0
LLY,_NaiveModel,1225.72998046875,1280.3399658203125,2026-08-19 00:00:00,0.0,54.6099853515625,0.0,0.04455303061990722,False,2026-08-19,False,False,54.61,2982.2505,54.61,0.0427,,1.0
LMT,_NaiveModel,607.1699829101562,589.1500244140625,2026-08-19 00:00:00,0.0,-18.01995849609375,0.0,-0.029678605667764354,False,2026-08-19,False,False,18.02,324.7189,18.02,0.0306,,1.0
MA,_NaiveModel,574.3099975585938,573.719970703125,2026-08-19 00:00:00,0.0,-0.59002685546875,0.0,-0.0010273665058539274,False,2026-08-19,False,False,0.59,0.3481,0.59,0.001,,1.0
MCD,_NaiveModel,266.989990234375,267.45001220703125,2026-08-19 00:00:00,0.0,0.46002197265625,0.0,0.0017229933311448248,False,2026-08-19,False,False,0.46,0.2116,0.46,0.0017,,1.0
META,_NaiveModel,543.6699829101562,546.030029296875,2026-08-19 00:00:00,0.0,2.36004638671875,0.0,0.004340953999494133,False,2026-08-19,False,False,2.36,5.5698,2.36,0.0043,,1.0
MRK,_NaiveModel,135.1699981689453,152.1999969482422,2026-08-19 00:00:00,0.0,17.029998779296875,0.0,0.12598948738618418,False,2026-08-19,False,False,17.03,290.0209,17.03,0.1119,,1.0
MSFT,_NaiveModel,481.6300048828125,484.30999755859375,2026-08-19 00:00:00,0.0,2.67999267578125,0.0,0.005564422167662355,False,2026-08-19,False,False,2.68,7.1824,2.68,0.0055,,1.0
NEE,_NaiveModel,86.22000122070312,85.91000366210938,2026-08-19 00:00:00,0.0,-0.30999755859375,0.0,-0.0035954251241568464,False,2026-08-19,False,False,0.31,0.0961,0.31,0.0036,,1.0
NVDA,_NaiveModel,219.7400054931641,217.55999755859372,2026-08-19 00:00:00,0.0,-2.1800079345703693,0.0,-0.009920851370135183,False,2026-08-19,False,False,2.18,4.7524,2.18,0.01,,1.0
ORCL,_NaiveModel,142.7899932861328,143.80999755859375,2026-08-19 00:00:00,0.0,1.0200042724609375,0.0,0.007143387635133366,False,2026-08-19,False,False,1.02,1.0404,1.02,0.0071,,1.0
PG,_NaiveModel,143.4499969482422,144.3800048828125,2026-08-19 00:00:00,0.0,0.9300079345703125,0.0,0.0064831506054745065,False,2026-08-19,False,False,0.93,0.8649,0.93,0.0064,,1.0
PLTR,_NaiveModel,171.5399932861328,175.19000244140625,2026-08-19 00:00:00,0.0,3.6500091552734375,0.0,0.02127789027708037,False,2026-08-19,False,False,3.65,13.3226,3.65,0.0208,,1.0
TSLA,_NaiveModel,336.8699951171875,351.1199951171875,2026-08-19 00:00:00,0.0,14.25,0.0,0.04230118504630497,False,2026-08-19,False,False,14.25,203.0625,14.25,0.0406,,1.0
TSM,_NaiveModel,413.4100036621094,412.0899963378906,2026-08-19 00:00:00,0.0,-1.32000732421875,0.0,-0.0031929738335447393,False,2026-08-19,False,False,1.32,1.7424,1.32,0.0032,,1.0
UNH,_NaiveModel,393.9299926757813,388.6099853515625,2026-08-19 00:00:00,0.0,-5.320007324218807,0.0,-0.013504956269215496,False,2026-08-19,False,False,5.32,28.3025,5.32,0.0137,,1.0
V,_NaiveModel,364.25,365.5400085449219,2026-08-19 00:00:00,0.0,1.290008544921875,0.0,0.0035415471377402198,False,2026-08-19,False,False,1.29,1.6641,1.29,0.0035,,1.0
WMT,_NaiveModel,115.1999969482422,114.3000030517578,2026-08-19 00:00:00,0.0,-0.8999938964844034,0.0,-0.007812447225052953,False,2026-08-19,False,False,0.9,0.81,0.9,0.0079,,1.0
XOM,_NaiveModel,165.55999755859375,164.77000427246094,2026-08-19 00:00:00,0.0,-0.7899932861328125,0.0,-0.004771643499530882,False,2026-08-19,False,False,0.79,0.6241,0.79,0.0048,,1.0
