ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,3.03,9.1809,3.03,0.0115,,1.0
AMD,_NaiveModel,no_event_day,1,20.14,405.6202,20.14,0.0724,,1.0
AMZN,_NaiveModel,no_event_day,1,1.2,1.44,1.2,0.0048,,1.0
ASML,_NaiveModel,no_event_day,1,70.9401,5032.4926,70.9401,0.0503,,1.0
AVGO,_NaiveModel,no_event_day,1,1.75,3.0625,1.75,0.0044,,1.0
BRK-B,_NaiveModel,no_event_day,1,1.03,1.0609,1.03,0.0022,,1.0
CAT,_NaiveModel,no_event_day,1,2.49,6.2001,2.49,0.0032,,1.0
COST,_NaiveModel,no_event_day,1,2.46,6.0517,2.46,0.0025,,1.0
CRM,_NaiveModel,no_event_day,1,3.62,13.1044,3.62,0.02,,1.0
GOOGL,_NaiveModel,no_event_day,1,1.1,1.21,1.1,0.0033,,1.0
JNJ,_NaiveModel,no_event_day,1,4.13,17.0569,4.13,0.0176,,1.0
JPM,_NaiveModel,no_event_day,1,4.02,16.1606,4.02,0.013,,1.0
LLY,_NaiveModel,no_event_day,1,1.04,1.0817,1.04,0.0012,,1.0
LMT,_NaiveModel,no_event_day,1,3.61,13.032,3.61,0.0059,,1.0
MA,_NaiveModel,no_event_day,1,1.42,2.0165,1.42,0.0027,,1.0
MCD,_NaiveModel,no_event_day,1,0.7,0.49,0.7,0.0023,,1.0
META,_NaiveModel,no_event_day,1,5.29,27.9839,5.29,0.0078,,1.0
MRK,_NaiveModel,no_event_day,1,2.44,5.9536,2.44,0.0211,,1.0
MSFT,_NaiveModel,no_event_day,1,9.04,81.7218,9.04,0.0215,,1.0
NEE,_NaiveModel,no_event_day,1,0.59,0.3481,0.59,0.0064,,1.0
NVDA,_NaiveModel,no_event_day,1,0.52,0.2704,0.52,0.0026,,1.0
ORCL,_NaiveModel,no_event_day,1,8.53,72.7609,8.53,0.0478,,1.0
PG,_NaiveModel,no_event_day,1,0.27,0.0729,0.27,0.0019,,1.0
PLTR,_NaiveModel,no_event_day,1,0.61,0.3721,0.61,0.0043,,1.0
TSLA,_NaiveModel,no_event_day,1,3.05,9.3026,3.05,0.0078,,1.0
TSM,_NaiveModel,no_event_day,1,11.75,138.0625,11.75,0.0323,,1.0
UNH,_NaiveModel,no_event_day,1,2.35,5.5225,2.35,0.0074,,1.0
V,_NaiveModel,no_event_day,1,0.81,0.6561,0.81,0.0026,,1.0
WMT,_NaiveModel,no_event_day,1,0.06,0.0036,0.06,0.0005,,1.0
XOM,_NaiveModel,no_event_day,1,2.97,8.8209,2.97,0.0195,,1.0
