ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,2.82,7.9523,2.82,0.0103,,1.0
AMD,_NaiveModel,no_event_day,1,3.44,11.8336,3.44,0.0125,,1.0
AMZN,_NaiveModel,no_event_day,1,2.28,5.1984,2.28,0.0092,,1.0
ASML,_NaiveModel,no_event_day,1,16.7,278.8884,16.7,0.0113,,1.0
AVGO,_NaiveModel,no_event_day,1,6.91,47.7482,6.91,0.0173,,1.0
BRK-B,_NaiveModel,no_event_day,1,2.5,6.25,2.5,0.0053,,1.0
CAT,_NaiveModel,no_event_day,1,3.75,14.0625,3.75,0.0047,,1.0
COST,_NaiveModel,no_event_day,1,2.05,4.2024,2.05,0.0021,,1.0
CRM,_NaiveModel,no_event_day,1,4.13,17.0569,4.13,0.0222,,1.0
GOOGL,_NaiveModel,no_event_day,1,4.26,18.1474,4.26,0.0126,,1.0
JNJ,_NaiveModel,no_event_day,1,3.49,12.18,3.49,0.0151,,1.0
JPM,_NaiveModel,no_event_day,1,6.7,44.8898,6.7,0.0211,,1.0
LLY,_NaiveModel,no_event_day,1,7.13,50.837,7.13,0.0078,,1.0
LMT,_NaiveModel,no_event_day,1,10.91,119.0275,10.91,0.0188,,1.0
MA,_NaiveModel,no_event_day,1,4.65,21.6222,4.65,0.009,,1.0
MCD,_NaiveModel,no_event_day,1,4.42,19.5362,4.42,0.0144,,1.0
META,_NaiveModel,no_event_day,1,17.64,311.1701,17.64,0.0263,,1.0
MRK,_NaiveModel,no_event_day,1,1.97,3.8809,1.97,0.0168,,1.0
MSFT,_NaiveModel,no_event_day,1,4.72,22.2784,4.72,0.0113,,1.0
NEE,_NaiveModel,no_event_day,1,0.03,0.0009,0.03,0.0003,,1.0
NVDA,_NaiveModel,no_event_day,1,0.38,0.1444,0.38,0.0019,,1.0
ORCL,_NaiveModel,no_event_day,1,2.52,6.3504,2.52,0.0142,,1.0
PG,_NaiveModel,no_event_day,1,2.44,5.9535,2.44,0.0169,,1.0
PLTR,_NaiveModel,no_event_day,1,0.5,0.25,0.5,0.0034,,1.0
TSLA,_NaiveModel,no_event_day,1,8.12,65.9343,8.12,0.0207,,1.0
TSM,_NaiveModel,no_event_day,1,4.26,18.1477,4.26,0.0116,,1.0
UNH,_NaiveModel,no_event_day,1,1.15,1.3225,1.15,0.0036,,1.0
V,_NaiveModel,no_event_day,1,3.08,9.4863,3.08,0.0098,,1.0
WMT,_NaiveModel,no_event_day,1,0.42,0.1764,0.42,0.0033,,1.0
XOM,_NaiveModel,no_event_day,1,1.24,1.5376,1.24,0.0084,,1.0
