ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,2.85,8.1225,2.85,0.009,,1.0
AMD,_NaiveModel,after_hours,1,5.14,26.4198,5.14,0.0109,,1.0
AMZN,_NaiveModel,after_hours,1,6.66,44.3556,6.66,0.0256,,1.0
ASML,_NaiveModel,after_hours,1,0.15,0.0225,0.15,0.0001,,1.0
AVGO,_NaiveModel,after_hours,1,1.55,2.4025,1.55,0.0042,,1.0
BRK-B,_NaiveModel,after_hours,1,0.97,0.9409,0.97,0.0019,,1.0
CAT,_NaiveModel,after_hours,1,2.78,7.7286,2.78,0.0035,,1.0
COST,_NaiveModel,after_hours,1,1.58,2.4963,1.58,0.0017,,1.0
CRM,_NaiveModel,after_hours,1,1.54,2.3716,1.54,0.006,,1.0
GOOGL,_NaiveModel,after_hours,1,7.24,52.4175,7.24,0.0213,,1.0
JNJ,_NaiveModel,after_hours,1,2.19,4.7961,2.19,0.0082,,1.0
JPM,_NaiveModel,after_hours,1,1.6,2.56,1.6,0.0045,,1.0
LLY,_NaiveModel,after_hours,1,17.88,319.6946,17.88,0.0155,,1.0
LMT,_NaiveModel,after_hours,1,2.62,6.8644,2.62,0.0047,,1.0
MA,_NaiveModel,after_hours,1,5.99,35.88,5.99,0.0102,,1.0
MCD,_NaiveModel,after_hours,1,1.46,2.1316,1.46,0.0055,,1.0
META,_NaiveModel,after_hours,1,5.68,32.2623,5.68,0.0099,,1.0
MRK,_NaiveModel,after_hours,1,0.59,0.3481,0.59,0.004,,1.0
MSFT,_NaiveModel,after_hours,1,6.24,38.9379,6.24,0.0123,,1.0
NEE,_NaiveModel,after_hours,1,0.5,0.25,0.5,0.0061,,1.0
NVDA,_NaiveModel,after_hours,1,3.23,10.4329,3.23,0.0146,,1.0
ORCL,_NaiveModel,after_hours,1,1.73,2.9929,1.73,0.0116,,1.0
PG,_NaiveModel,after_hours,1,1.34,1.7956,1.34,0.0092,,1.0
PLTR,_NaiveModel,after_hours,1,0.09,0.0081,0.09,0.0005,,1.0
TSLA,_NaiveModel,after_hours,1,19.2,368.6405,19.2,0.0522,,1.0
TSM,_NaiveModel,after_hours,1,2.2,4.8399,2.2,0.0053,,1.0
UNH,_NaiveModel,after_hours,1,3.54,12.5317,3.54,0.0091,,1.0
V,_NaiveModel,after_hours,1,2.23,4.9729,2.23,0.0059,,1.0
WMT,_NaiveModel,after_hours,1,1.78,3.1684,1.78,0.017,,1.0
XOM,_NaiveModel,after_hours,1,4.24,17.9775,4.24,0.0263,,1.0
