model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date
WALMEX.MX_linreg,test,0.8072,0.9028,0.9502,0.0127,0.6247,0.631,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_rf,train,0.7317,0.919,0.9586,0.0124,0.9286,0.9286,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_rf,test,0.785,0.872,0.9338,0.0124,0.6375,0.6431,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_xgb,train,0.7606,1.0183,1.0091,0.0129,0.9209,0.9209,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_xgb,test,0.7506,0.8242,0.9079,0.0118,0.6574,0.6589,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_lgbm,train,0.7944,1.1006,1.0491,0.0135,0.9145,0.9145,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_lgbm,test,0.7636,0.8641,0.9296,0.012,0.6408,0.6412,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_lstm,train,1.0566,1.7839,1.3356,0.0179,0.8614,0.9075,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_lstm,test,1.0215,1.3871,1.1778,0.016,0.4234,0.6525,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_arima,train,0.8169,1.1796,1.0861,0.0138,0.9083,0.9083,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
WALMEX.MX_arima,test,0.7217,0.8304,0.9113,0.0114,0.6548,0.6548,2025-07-06T17:06:58.911585+00:00,2024-05-16 a 2025-07-03,2024-05-16 a 2025-05-07,2025-05-08 a 2025-07-03,2025-07-03
