ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,1.85,3.4224,1.85,0.0057,,1.0
AMD,_NaiveModel,no_event_day,1,7.9,62.4104,7.9,0.0143,,1.0
AMZN,_NaiveModel,no_event_day,1,2.7,7.29,2.7,0.011,,1.0
ASML,_NaiveModel,no_event_day,1,0.35,0.1225,0.35,0.0002,,1.0
AVGO,_NaiveModel,no_event_day,1,10.31,106.296,10.31,0.026,,1.0
BRK-B,_NaiveModel,no_event_day,1,0.26,0.0676,0.26,0.0005,,1.0
CAT,_NaiveModel,no_event_day,1,0.66,0.4356,0.66,0.0007,,1.0
COST,_NaiveModel,no_event_day,1,1.91,3.648,1.91,0.0021,,1.0
CRM,_NaiveModel,no_event_day,1,7.06,49.8436,7.06,0.0433,,1.0
GOOGL,_NaiveModel,no_event_day,1,5.06,25.6036,5.06,0.0148,,1.0
JNJ,_NaiveModel,no_event_day,1,5.02,25.2004,5.02,0.0196,,1.0
JPM,_NaiveModel,no_event_day,1,2.98,8.8803,2.98,0.0086,,1.0
LLY,_NaiveModel,no_event_day,1,12.4,153.7606,12.4,0.0107,,1.0
LMT,_NaiveModel,no_event_day,1,7.27,52.8527,7.27,0.0141,,1.0
MA,_NaiveModel,no_event_day,1,6.32,39.9425,6.32,0.0119,,1.0
MCD,_NaiveModel,no_event_day,1,0.34,0.1156,0.34,0.0013,,1.0
META,_NaiveModel,no_event_day,1,16.64,276.8901,16.64,0.0265,,1.0
MRK,_NaiveModel,no_event_day,1,1.21,1.4641,1.21,0.0095,,1.0
MSFT,_NaiveModel,no_event_day,1,7.41,54.9082,7.41,0.019,,1.0
NEE,_NaiveModel,no_event_day,1,1.48,2.1904,1.48,0.0166,,1.0
NVDA,_NaiveModel,no_event_day,1,4.77,22.7529,4.77,0.0225,,1.0
ORCL,_NaiveModel,no_event_day,1,1.21,1.4641,1.21,0.0096,,1.0
PG,_NaiveModel,no_event_day,1,1.03,1.0609,1.03,0.0069,,1.0
PLTR,_NaiveModel,no_event_day,1,8.09,65.4482,8.09,0.0649,,1.0
TSLA,_NaiveModel,no_event_day,1,4.92,24.2062,4.92,0.0132,,1.0
TSM,_NaiveModel,no_event_day,1,3.4,11.56,3.4,0.0081,,1.0
UNH,_NaiveModel,no_event_day,1,5.04,25.4017,5.04,0.0117,,1.0
V,_NaiveModel,no_event_day,1,2.4,5.76,2.4,0.0068,,1.0
WMT,_NaiveModel,no_event_day,1,1.06,1.1236,1.06,0.0097,,1.0
XOM,_NaiveModel,no_event_day,1,2.74,7.5075,2.74,0.0177,,1.0
