ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,2.12,4.4944,2.12,0.0072,,1.0
AMD,_NaiveModel,after_hours,1,10.5,110.25,10.5,0.0234,,1.0
AMZN,_NaiveModel,after_hours,1,3.17,10.0488,3.17,0.0119,,1.0
ASML,_NaiveModel,after_hours,1,44.8701,2013.3274,44.8701,0.0295,,1.0
AVGO,_NaiveModel,after_hours,1,9.13,83.357,9.13,0.0218,,1.0
BRK-B,_NaiveModel,after_hours,1,5.41,29.2681,5.41,0.0112,,1.0
CAT,_NaiveModel,after_hours,1,14.65,214.6214,14.65,0.0161,,1.0
COST,_NaiveModel,after_hours,1,22.41,502.2096,22.41,0.0219,,1.0
CRM,_NaiveModel,after_hours,1,6.18,38.1925,6.18,0.0361,,1.0
GOOGL,_NaiveModel,after_hours,1,1.29,1.6641,1.29,0.0033,,1.0
JNJ,_NaiveModel,after_hours,1,2.83,8.0089,2.83,0.0126,,1.0
JPM,_NaiveModel,after_hours,1,4.88,23.8144,4.88,0.016,,1.0
LLY,_NaiveModel,after_hours,1,22.88,523.4946,22.88,0.0231,,1.0
LMT,_NaiveModel,after_hours,1,8.75,76.5625,8.75,0.0168,,1.0
MA,_NaiveModel,after_hours,1,2.0,4.0,2.0,0.004,,1.0
MCD,_NaiveModel,after_hours,1,0.24,0.0576,0.24,0.0009,,1.0
META,_NaiveModel,after_hours,1,4.14,17.1397,4.14,0.0069,,1.0
MRK,_NaiveModel,after_hours,1,1.09,1.1881,1.09,0.0097,,1.0
MSFT,_NaiveModel,after_hours,1,4.89,23.9122,4.89,0.012,,1.0
NEE,_NaiveModel,after_hours,1,0.25,0.0625,0.25,0.0026,,1.0
NVDA,_NaiveModel,after_hours,1,1.34,1.7956,1.34,0.0061,,1.0
ORCL,_NaiveModel,after_hours,1,7.01,49.14,7.01,0.0375,,1.0
PG,_NaiveModel,after_hours,1,0.55,0.3025,0.55,0.0038,,1.0
PLTR,_NaiveModel,after_hours,1,0.89,0.7921,0.89,0.0065,,1.0
TSLA,_NaiveModel,after_hours,1,11.55,133.4022,11.55,0.0266,,1.0
TSM,_NaiveModel,after_hours,1,7.26,52.7077,7.26,0.0183,,1.0
UNH,_NaiveModel,after_hours,1,11.95,142.8028,11.95,0.0301,,1.0
V,_NaiveModel,after_hours,1,2.56,6.5537,2.56,0.0078,,1.0
WMT,_NaiveModel,after_hours,1,2.76,7.6177,2.76,0.0212,,1.0
XOM,_NaiveModel,after_hours,1,0.95,0.9025,0.95,0.0063,,1.0
