ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
COST,lgbm,after_hours,1,3.6945,13.6491,3.6945,0.0038,,1.0
COST,linreg,after_hours,1,41.7545,1743.4378,41.7545,0.0428,,1.0
COST,rf,after_hours,1,0.5281,0.2789,0.5281,0.0005,,1.0
COST,xgb,after_hours,1,6.4962,42.2012,6.4962,0.0067,,1.0
CRM,Top3Ensamble,after_hours,1,2.6875,7.2224,2.6875,0.0148,,1.0
CRM,arima,after_hours,1,0.709,0.5027,0.709,0.0039,,1.0
CRM,lgbm,after_hours,1,4.2999,18.4889,4.2999,0.0236,,1.0
CRM,linreg,after_hours,1,16.1608,261.1706,16.1608,0.0888,,1.0
CRM,rf,after_hours,1,5.4748,29.9738,5.4748,0.0301,,1.0
CRM,xgb,after_hours,1,3.0535,9.3239,3.0535,0.0168,,1.0
GOOGL,Top3Ensamble,after_hours,1,1.3039,1.7002,1.3039,0.0045,,1.0
GOOGL,arima,after_hours,1,0.1031,0.0106,0.1031,0.0004,,1.0
GOOGL,lgbm,after_hours,1,1.8242,3.3276,1.8242,0.0063,,1.0
GOOGL,linreg,after_hours,1,3.288,10.811,3.288,0.0113,,1.0
GOOGL,rf,after_hours,1,0.5722,0.3274,0.5722,0.002,,1.0
GOOGL,xgb,after_hours,1,1.5154,2.2965,1.5154,0.0052,,1.0
JNJ,Top3Ensamble,after_hours,1,4.3775,19.1623,4.3775,0.0182,,1.0
JNJ,arima,after_hours,1,4.4254,19.5843,4.4254,0.0184,,1.0
JNJ,lgbm,after_hours,1,4.8482,23.5046,4.8482,0.0202,,1.0
JNJ,linreg,after_hours,1,0.9849,0.9701,0.9849,0.0041,,1.0
JNJ,rf,after_hours,1,4.5955,21.1187,4.5955,0.0192,,1.0
JNJ,xgb,after_hours,1,3.8588,14.8907,3.8588,0.0161,,1.0
JPM,Top3Ensamble,after_hours,1,3.1341,9.8224,3.1341,0.0106,,1.0
JPM,arima,after_hours,1,2.7054,7.3191,2.7054,0.0092,,1.0
JPM,lgbm,after_hours,1,4.1033,16.8369,4.1033,0.0139,,1.0
JPM,linreg,after_hours,1,2.7883,7.7748,2.7883,0.0094,,1.0
JPM,rf,after_hours,1,2.7416,7.5164,2.7416,0.0093,,1.0
JPM,xgb,after_hours,1,2.5573,6.5399,2.5573,0.0087,,1.0
LLY,Top3Ensamble,after_hours,1,7.2706,52.8616,7.2706,0.0079,,1.0
LLY,arima,after_hours,1,10.8814,118.4055,10.8814,0.0119,,1.0
LLY,lgbm,after_hours,1,7.7695,60.3647,7.7695,0.0085,,1.0
LLY,linreg,after_hours,1,15.5006,240.2677,15.5006,0.0169,,1.0
LLY,rf,after_hours,1,3.1609,9.9913,3.1609,0.0034,,1.0
LLY,xgb,after_hours,1,15.9596,254.7078,15.9596,0.0174,,1.0
LMT,Top3Ensamble,after_hours,1,20.1395,405.5984,20.1395,0.0323,,1.0
LMT,arima,after_hours,1,14.1803,201.0801,14.1803,0.0227,,1.0
LMT,lgbm,after_hours,1,23.0977,533.5056,23.0977,0.037,,1.0
LMT,linreg,after_hours,1,10.7323,115.183,10.7323,0.0172,,1.0
LMT,rf,after_hours,1,23.1404,535.4784,23.1404,0.0371,,1.0
LMT,xgb,after_hours,1,15.2078,231.2757,15.2078,0.0244,,1.0
MA,Top3Ensamble,after_hours,1,1.6658,2.7747,1.6658,0.0033,,1.0
MA,arima,after_hours,1,4.2822,18.3372,4.2822,0.0085,,1.0
MA,lgbm,after_hours,1,4.3567,18.9805,4.3567,0.0087,,1.0
MA,linreg,after_hours,1,3.8981,15.1949,3.8981,0.0078,,1.0
MA,rf,after_hours,1,7.2406,52.426,7.2406,0.0144,,1.0
MA,xgb,after_hours,1,4.9228,24.2338,4.9228,0.0098,,1.0
MCD,Top3Ensamble,after_hours,1,3.8361,14.716,3.8361,0.0123,,1.0
MCD,arima,after_hours,1,3.9416,15.5359,3.9416,0.0126,,1.0
MCD,lgbm,after_hours,1,3.2855,10.7943,3.2855,0.0105,,1.0
MCD,linreg,after_hours,1,0.095,0.009,0.095,0.0003,,1.0
MCD,rf,after_hours,1,4.2814,18.3303,4.2814,0.0137,,1.0
MCD,xgb,after_hours,1,3.178,10.0998,3.178,0.0102,,1.0
META,Top3Ensamble,after_hours,1,2.5842,6.6779,2.5842,0.0043,,1.0
META,arima,after_hours,1,1.9623,3.8508,1.9623,0.0033,,1.0
META,lgbm,after_hours,1,2.2752,5.1765,2.2752,0.0038,,1.0
META,linreg,after_hours,1,31.1634,971.1566,31.1634,0.0524,,1.0
META,rf,after_hours,1,1.9623,3.8508,1.9623,0.0033,,1.0
META,xgb,after_hours,1,3.5149,12.3549,3.5149,0.0059,,1.0
MRK,Top3Ensamble,after_hours,1,3.8066,14.4904,3.8066,0.0319,,1.0
MRK,arima,after_hours,1,2.8761,8.272,2.8761,0.0241,,1.0
MRK,lgbm,after_hours,1,3.3518,11.2347,3.3518,0.0281,,1.0
MRK,linreg,after_hours,1,5.1919,26.9563,5.1919,0.0435,,1.0
MRK,rf,after_hours,1,3.9106,15.2925,3.9106,0.0328,,1.0
MRK,xgb,after_hours,1,4.4012,19.3706,4.4012,0.0369,,1.0
MSFT,Top3Ensamble,after_hours,1,3.7117,13.7764,3.7117,0.01,,1.0
MSFT,arima,after_hours,1,1.8669,3.4854,1.8669,0.005,,1.0
MSFT,lgbm,after_hours,1,6.4589,41.7171,6.4589,0.0174,,1.0
MSFT,linreg,after_hours,1,14.376,206.67,14.376,0.0387,,1.0
MSFT,rf,after_hours,1,2.8092,7.8915,2.8092,0.0076,,1.0
MSFT,xgb,after_hours,1,10.1014,102.0391,10.1014,0.0272,,1.0
NEE,Top3Ensamble,after_hours,1,0.0733,0.0054,0.0733,0.0008,,1.0
NEE,arima,after_hours,1,0.4996,0.2496,0.4996,0.0055,,1.0
NEE,lgbm,after_hours,1,0.1524,0.0232,0.1524,0.0017,,1.0
NEE,linreg,after_hours,1,2.9516,8.7121,2.9516,0.0324,,1.0
NEE,rf,after_hours,1,0.1503,0.0226,0.1503,0.0016,,1.0
NEE,xgb,after_hours,1,0.432,0.1866,0.432,0.0047,,1.0
NVDA,Top3Ensamble,after_hours,1,3.4038,11.5858,3.4038,0.019,,1.0
NVDA,arima,after_hours,1,3.1266,9.7756,3.1266,0.0175,,1.0
NVDA,lgbm,after_hours,1,3.5782,12.8033,3.5782,0.02,,1.0
NVDA,linreg,after_hours,1,2.3265,5.4124,2.3265,0.013,,1.0
NVDA,rf,after_hours,1,3.0244,9.1469,3.0244,0.0169,,1.0
NVDA,xgb,after_hours,1,3.6088,13.0237,3.6088,0.0202,,1.0
ORCL,Top3Ensamble,after_hours,1,1.0973,1.204,1.0973,0.0075,,1.0
ORCL,arima,after_hours,1,1.171,1.3711,1.171,0.008,,1.0
ORCL,lgbm,after_hours,1,1.4445,2.0865,1.4445,0.0099,,1.0
ORCL,linreg,after_hours,1,12.5544,157.6133,12.5544,0.086,,1.0
ORCL,rf,after_hours,1,1.3705,1.8783,1.3705,0.0094,,1.0
ORCL,xgb,after_hours,1,0.7503,0.563,0.7503,0.0051,,1.0
PG,Top3Ensamble,after_hours,1,0.2391,0.0572,0.2391,0.0017,,1.0
PG,arima,after_hours,1,0.809,0.6545,0.809,0.0056,,1.0
PG,lgbm,after_hours,1,0.5751,0.3307,0.5751,0.004,,1.0
PG,linreg,after_hours,1,1.9058,3.632,1.9058,0.0132,,1.0
PG,rf,after_hours,1,0.6668,0.4447,0.6668,0.0046,,1.0
PG,xgb,after_hours,1,1.0992,1.2083,1.0992,0.0076,,1.0
PLTR,Top3Ensamble,after_hours,1,0.5479,0.3002,0.5479,0.0035,,1.0
PLTR,arima,after_hours,1,0.1378,0.019,0.1378,0.0009,,1.0
PLTR,lgbm,after_hours,1,0.5152,0.2655,0.5152,0.0033,,1.0
PLTR,linreg,after_hours,1,4.4941,20.1971,4.4941,0.029,,1.0
PLTR,rf,after_hours,1,0.5464,0.2986,0.5464,0.0035,,1.0
PLTR,xgb,after_hours,1,0.9595,0.9207,0.9595,0.0062,,1.0
TSLA,Top3Ensamble,after_hours,1,5.0563,25.5659,5.0563,0.0131,,1.0
TSLA,arima,after_hours,1,1.5731,2.4746,1.5731,0.0041,,1.0
TSLA,lgbm,after_hours,1,9.505,90.3459,9.505,0.0246,,1.0
TSLA,linreg,after_hours,1,7.0676,49.9511,7.0676,0.0183,,1.0
TSLA,rf,after_hours,1,4.0907,16.7339,4.0907,0.0106,,1.0
TSLA,xgb,after_hours,1,8.1825,66.9541,8.1825,0.0212,,1.0
TSM,Top3Ensamble,after_hours,1,6.8527,46.9594,6.8527,0.0197,,1.0
TSM,arima,after_hours,1,4.652,21.6411,4.652,0.0134,,1.0
TSM,lgbm,after_hours,1,8.8749,78.7638,8.8749,0.0255,,1.0
TSM,linreg,after_hours,1,2.8884,8.3429,2.8884,0.0083,,1.0
TSM,rf,after_hours,1,7.0312,49.4375,7.0312,0.0202,,1.0
TSM,xgb,after_hours,1,5.2585,27.6521,5.2585,0.0151,,1.0
UNH,Top3Ensamble,after_hours,1,8.3136,69.1155,8.3136,0.0307,,1.0
UNH,arima,after_hours,1,1.9215,3.6922,1.9215,0.0071,,1.0
UNH,lgbm,after_hours,1,8.6378,74.6117,8.6378,0.0319,,1.0
UNH,linreg,after_hours,1,3.292,10.8376,3.292,0.0122,,1.0
UNH,rf,after_hours,1,4.2969,18.4637,4.2969,0.0159,,1.0
UNH,xgb,after_hours,1,12.006,144.1437,12.006,0.0444,,1.0
V,Top3Ensamble,after_hours,1,2.1674,4.6975,2.1674,0.0071,,1.0
V,arima,after_hours,1,1.3278,1.7629,1.3278,0.0044,,1.0
V,lgbm,after_hours,1,4.8409,23.4339,4.8409,0.0159,,1.0
V,linreg,after_hours,1,17.9693,322.8975,17.9693,0.0589,,1.0
V,rf,after_hours,1,2.989,8.9342,2.989,0.0098,,1.0
V,xgb,after_hours,1,4.8827,23.8406,4.8827,0.016,,1.0
WMT,Top3Ensamble,after_hours,1,1.3559,1.8385,1.3559,0.011,,1.0
WMT,arima,after_hours,1,0.8871,0.787,0.8871,0.0072,,1.0
WMT,lgbm,after_hours,1,1.9514,3.808,1.9514,0.0159,,1.0
WMT,linreg,after_hours,1,4.7467,22.5311,4.7467,0.0386,,1.0
WMT,rf,after_hours,1,1.2292,1.511,1.2292,0.01,,1.0
WMT,xgb,after_hours,1,1.4769,2.1812,1.4769,0.012,,1.0
XOM,Top3Ensamble,after_hours,1,1.2075,1.4581,1.2075,0.0074,,1.0
XOM,arima,after_hours,1,2.1368,4.566,2.1368,0.0131,,1.0
XOM,lgbm,after_hours,1,1.2977,1.684,1.2977,0.0079,,1.0
XOM,linreg,after_hours,1,11.2545,126.6645,11.2545,0.0689,,1.0
XOM,rf,after_hours,1,0.188,0.0354,0.188,0.0012,,1.0
XOM,xgb,after_hours,1,1.4837,2.2013,1.4837,0.0091,,1.0
