ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.44,0.1936,0.44,0.0014,,1.0
AMD,_NaiveModel,no_event_day,1,22.435,503.3291,22.435,0.0468,,1.0
AMZN,_NaiveModel,no_event_day,1,1.01,1.0201,1.01,0.0039,,1.0
ASML,_NaiveModel,no_event_day,1,4.03,16.2411,4.03,0.0023,,1.0
AVGO,_NaiveModel,no_event_day,1,2.02,4.0805,2.02,0.0057,,1.0
BRK-B,_NaiveModel,no_event_day,1,0.0,0.0,0.0,0.0,,1.0
CAT,_NaiveModel,no_event_day,1,0.27,0.0729,0.27,0.0003,,1.0
COST,_NaiveModel,no_event_day,1,11.39,129.7324,11.39,0.0119,,1.0
CRM,_NaiveModel,no_event_day,1,3.37,11.3569,3.37,0.0164,,1.0
GOOGL,_NaiveModel,no_event_day,1,1.1,1.21,1.1,0.0032,,1.0
JNJ,_NaiveModel,no_event_day,1,0.1,0.01,0.1,0.0004,,1.0
JPM,_NaiveModel,no_event_day,1,0.3,0.09,0.3,0.0008,,1.0
LLY,_NaiveModel,no_event_day,1,13.27,176.0934,13.27,0.0108,,1.0
LMT,_NaiveModel,no_event_day,1,7.62,58.0643,7.62,0.0137,,1.0
MA,_NaiveModel,no_event_day,1,0.49,0.2401,0.49,0.0008,,1.0
MCD,_NaiveModel,no_event_day,1,4.44,19.7136,4.44,0.0166,,1.0
META,_NaiveModel,no_event_day,1,11.03,121.6602,11.03,0.0193,,1.0
MRK,_NaiveModel,no_event_day,1,5.79,33.524,5.79,0.037,,1.0
MSFT,_NaiveModel,no_event_day,1,4.4,19.3599,4.4,0.0089,,1.0
NEE,_NaiveModel,no_event_day,1,0.12,0.0144,0.12,0.0014,,1.0
NVDA,_NaiveModel,no_event_day,1,4.57,20.885,4.57,0.0215,,1.0
ORCL,_NaiveModel,no_event_day,1,2.31,5.3361,2.31,0.016,,1.0
PG,_NaiveModel,no_event_day,1,1.2,1.44,1.2,0.0083,,1.0
PLTR,_NaiveModel,no_event_day,1,3.16,9.9856,3.16,0.0183,,1.0
TSLA,_NaiveModel,no_event_day,1,1.3,1.69,1.3,0.0037,,1.0
TSM,_NaiveModel,no_event_day,1,7.29,53.1442,7.29,0.0175,,1.0
UNH,_NaiveModel,no_event_day,1,2.17,4.709,2.17,0.0055,,1.0
V,_NaiveModel,no_event_day,1,1.73,2.9929,1.73,0.0045,,1.0
WMT,_NaiveModel,no_event_day,1,1.11,1.2321,1.11,0.0105,,1.0
XOM,_NaiveModel,no_event_day,1,3.41,11.6281,3.41,0.0212,,1.0
