ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,4.76,22.6577,4.76,0.0143,,1.0
AMD,_NaiveModel,after_hours,1,55.83,3116.9908,55.83,0.115,,1.0
AMZN,_NaiveModel,after_hours,1,8.85,78.3226,8.85,0.0376,,1.0
ASML,_NaiveModel,after_hours,1,100.75,10150.5625,100.75,0.061,,1.0
AVGO,_NaiveModel,after_hours,1,17.52,306.95,17.52,0.0452,,1.0
BRK-B,_NaiveModel,after_hours,1,0.52,0.2704,0.52,0.001,,1.0
CAT,_NaiveModel,after_hours,1,26.43,698.5445,26.43,0.0327,,1.0
COST,_NaiveModel,after_hours,1,19.86,394.4214,19.86,0.0208,,1.0
CRM,_NaiveModel,after_hours,1,7.67,58.8289,7.67,0.0424,,1.0
GOOGL,_NaiveModel,after_hours,1,3.05,9.3024,3.05,0.0091,,1.0
JNJ,_NaiveModel,after_hours,1,9.71,94.2839,9.71,0.038,,1.0
JPM,_NaiveModel,after_hours,1,6.14,37.6998,6.14,0.0175,,1.0
LLY,_NaiveModel,after_hours,1,55.05,3030.5079,55.05,0.0477,,1.0
LMT,_NaiveModel,after_hours,1,4.91,24.1078,4.91,0.0086,,1.0
MA,_NaiveModel,after_hours,1,14.03,196.84,14.03,0.0243,,1.0
MCD,_NaiveModel,after_hours,1,3.08,9.4863,3.08,0.0115,,1.0
META,_NaiveModel,after_hours,1,46.58,2169.6923,46.58,0.0864,,1.0
MRK,_NaiveModel,after_hours,1,0.57,0.3249,0.57,0.0044,,1.0
MSFT,_NaiveModel,after_hours,1,60.56,3667.5133,60.56,0.1342,,1.0
NEE,_NaiveModel,after_hours,1,0.53,0.2809,0.53,0.006,,1.0
NVDA,_NaiveModel,after_hours,1,5.03,25.3009,5.03,0.0258,,1.0
ORCL,_NaiveModel,after_hours,1,9.82,96.4324,9.82,0.077,,1.0
PG,_NaiveModel,after_hours,1,2.14,4.5796,2.14,0.0149,,1.0
PLTR,_NaiveModel,after_hours,1,0.74,0.5476,0.74,0.0061,,1.0
TSLA,_NaiveModel,after_hours,1,10.53,110.8809,10.53,0.0341,,1.0
TSM,_NaiveModel,after_hours,1,28.64,820.2487,28.64,0.071,,1.0
UNH,_NaiveModel,after_hours,1,0.9,0.81,0.9,0.0021,,1.0
V,_NaiveModel,after_hours,1,2.46,6.0517,2.46,0.0067,,1.0
WMT,_NaiveModel,after_hours,1,3.12,9.7344,3.12,0.0281,,1.0
XOM,_NaiveModel,after_hours,1,0.22,0.0484,0.22,0.0014,,1.0
