ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.28,1.6384,1.28,0.0049,,1.0
AMD,_NaiveModel,after_hours,1,1.79,3.2041,1.79,0.0073,,1.0
AMZN,_NaiveModel,after_hours,1,1.51,2.2801,1.51,0.0063,,1.0
ASML,_NaiveModel,after_hours,1,21.9199,480.483,21.9199,0.0146,,1.0
AVGO,_NaiveModel,after_hours,1,8.2,67.2402,8.2,0.0216,,1.0
BRK-B,_NaiveModel,after_hours,1,0.29,0.0841,0.29,0.0006,,1.0
CAT,_NaiveModel,after_hours,1,1.07,1.1449,1.07,0.0014,,1.0
COST,_NaiveModel,after_hours,1,17.62,310.4642,17.62,0.018,,1.0
CRM,_NaiveModel,after_hours,1,7.86,61.7796,7.86,0.0455,,1.0
GOOGL,_NaiveModel,after_hours,1,4.07,16.565,4.07,0.0127,,1.0
JNJ,_NaiveModel,after_hours,1,0.5,0.25,0.5,0.0021,,1.0
JPM,_NaiveModel,after_hours,1,3.81,14.5161,3.81,0.0121,,1.0
LLY,_NaiveModel,after_hours,1,9.92,98.4061,9.92,0.0107,,1.0
LMT,_NaiveModel,after_hours,1,5.97,35.6413,5.97,0.0096,,1.0
MA,_NaiveModel,after_hours,1,9.92,98.4061,9.92,0.0195,,1.0
MCD,_NaiveModel,after_hours,1,1.17,1.3689,1.17,0.0038,,1.0
META,_NaiveModel,after_hours,1,4.67,21.8093,4.67,0.0074,,1.0
MRK,_NaiveModel,after_hours,1,1.27,1.6129,1.27,0.0106,,1.0
MSFT,_NaiveModel,after_hours,1,13.5,182.25,13.5,0.0351,,1.0
NEE,_NaiveModel,after_hours,1,1.78,3.1684,1.78,0.0193,,1.0
NVDA,_NaiveModel,after_hours,1,0.68,0.4624,0.68,0.0036,,1.0
ORCL,_NaiveModel,after_hours,1,17.53,307.3009,17.53,0.1126,,1.0
PG,_NaiveModel,after_hours,1,1.58,2.4964,1.58,0.011,,1.0
PLTR,_NaiveModel,after_hours,1,4.31,18.5761,4.31,0.0326,,1.0
TSLA,_NaiveModel,after_hours,1,3.47,12.0409,3.47,0.0098,,1.0
TSM,_NaiveModel,after_hours,1,1.03,1.0609,1.03,0.0028,,1.0
UNH,_NaiveModel,after_hours,1,8.67,75.1691,8.67,0.0277,,1.0
V,_NaiveModel,after_hours,1,5.03,25.3012,5.03,0.0163,,1.0
WMT,_NaiveModel,after_hours,1,2.2,4.84,2.2,0.0177,,1.0
XOM,_NaiveModel,after_hours,1,0.13,0.0169,0.13,0.0009,,1.0
