ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,2.52,6.3505,2.52,0.0081,,1.0
AMD,_NaiveModel,no_event_day,1,8.35,69.7226,8.35,0.0169,,1.0
AMZN,_NaiveModel,no_event_day,1,6.56,43.0336,6.56,0.0241,,1.0
ASML,_NaiveModel,no_event_day,1,34.16,1166.9079,34.16,0.0214,,1.0
AVGO,_NaiveModel,no_event_day,1,0.15,0.0225,0.15,0.0004,,1.0
BRK-B,_NaiveModel,no_event_day,1,3.7,13.6899,3.7,0.0077,,1.0
CAT,_NaiveModel,no_event_day,1,1.38,1.9044,1.38,0.0015,,1.0
COST,_NaiveModel,no_event_day,1,0.76,0.5776,0.76,0.0008,,1.0
CRM,_NaiveModel,no_event_day,1,1.57,2.4649,1.57,0.0088,,1.0
GOOGL,_NaiveModel,no_event_day,1,0.05,0.0025,0.05,0.0001,,1.0
JNJ,_NaiveModel,no_event_day,1,1.11,1.2321,1.11,0.0048,,1.0
JPM,_NaiveModel,no_event_day,1,7.46,55.6515,7.46,0.0249,,1.0
LLY,_NaiveModel,no_event_day,1,18.1801,330.5144,18.1801,0.0168,,1.0
LMT,_NaiveModel,no_event_day,1,1.76,3.0976,1.76,0.0033,,1.0
MA,_NaiveModel,no_event_day,1,2.03,4.1209,2.03,0.0041,,1.0
MCD,_NaiveModel,no_event_day,1,1.66,2.7556,1.66,0.0059,,1.0
META,_NaiveModel,no_event_day,1,22.92,525.3256,22.92,0.0361,,1.0
MRK,_NaiveModel,no_event_day,1,0.52,0.2704,0.52,0.0043,,1.0
MSFT,_NaiveModel,no_event_day,1,3.36,11.2895,3.36,0.0081,,1.0
NEE,_NaiveModel,no_event_day,1,0.0,0.0,0.0,0.0,,1.0
NVDA,_NaiveModel,no_event_day,1,2.26,5.1076,2.26,0.0106,,1.0
ORCL,_NaiveModel,no_event_day,1,2.1,4.41,2.1,0.011,,1.0
PG,_NaiveModel,no_event_day,1,4.53,20.5209,4.53,0.0307,,1.0
PLTR,_NaiveModel,no_event_day,1,4.09,16.7282,4.09,0.0309,,1.0
TSLA,_NaiveModel,no_event_day,1,6.77,45.8328,6.77,0.0154,,1.0
TSM,_NaiveModel,no_event_day,1,10.41,108.3682,10.41,0.0246,,1.0
UNH,_NaiveModel,no_event_day,1,7.15,51.1228,7.15,0.0186,,1.0
V,_NaiveModel,no_event_day,1,1.13,1.2768,1.13,0.0034,,1.0
WMT,_NaiveModel,no_event_day,1,0.03,0.0009,0.03,0.0003,,1.0
XOM,_NaiveModel,no_event_day,1,1.91,3.6481,1.91,0.0129,,1.0
