ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,7.62,58.0643,7.62,0.0263,,1.0
AMD,_NaiveModel,no_event_day,1,41.42,1715.615,41.42,0.0713,,1.0
AMZN,_NaiveModel,no_event_day,1,1.8,3.24,1.8,0.0076,,1.0
ASML,_NaiveModel,no_event_day,1,106.33,11306.0596,106.33,0.0534,,1.0
AVGO,_NaiveModel,no_event_day,1,5.3,28.0899,5.3,0.014,,1.0
BRK-B,_NaiveModel,no_event_day,1,4.39,19.2722,4.39,0.0088,,1.0
CAT,_NaiveModel,no_event_day,1,31.7101,1005.5294,31.7101,0.0298,,1.0
COST,_NaiveModel,no_event_day,1,11.21,125.6646,11.21,0.012,,1.0
CRM,_NaiveModel,no_event_day,1,1.27,1.6129,1.27,0.0081,,1.0
GOOGL,_NaiveModel,no_event_day,1,3.72,13.8384,3.72,0.0104,,1.0
JNJ,_NaiveModel,no_event_day,1,4.54,20.6117,4.54,0.0179,,1.0
JPM,_NaiveModel,no_event_day,1,2.06,4.2437,2.06,0.0063,,1.0
LLY,_NaiveModel,no_event_day,1,30.5,930.25,30.5,0.0254,,1.0
LMT,_NaiveModel,no_event_day,1,7.39,54.6119,7.39,0.0145,,1.0
MA,_NaiveModel,no_event_day,1,3.96,15.6813,3.96,0.0077,,1.0
MCD,_NaiveModel,no_event_day,1,3.13,9.7969,3.13,0.0116,,1.0
META,_NaiveModel,no_event_day,1,0.69,0.4761,0.69,0.0012,,1.0
MRK,_NaiveModel,no_event_day,1,0.88,0.7744,0.88,0.0068,,1.0
MSFT,_NaiveModel,no_event_day,1,4.45,19.8023,4.45,0.0119,,1.0
NEE,_NaiveModel,no_event_day,1,0.89,0.7921,0.89,0.0101,,1.0
NVDA,_NaiveModel,no_event_day,1,5.12,26.2144,5.12,0.0256,,1.0
ORCL,_NaiveModel,no_event_day,1,1.21,1.4641,1.21,0.0083,,1.0
PG,_NaiveModel,no_event_day,1,1.81,3.2761,1.81,0.0123,,1.0
PLTR,_NaiveModel,no_event_day,1,0.97,0.9409,0.97,0.0083,,1.0
TSLA,_NaiveModel,no_event_day,1,8.76,76.7378,8.76,0.0208,,1.0
TSM,_NaiveModel,no_event_day,1,22.47,504.901,22.47,0.0471,,1.0
UNH,_NaiveModel,no_event_day,1,4.19,17.5561,4.19,0.0101,,1.0
V,_NaiveModel,no_event_day,1,1.44,2.0736,1.44,0.0042,,1.0
WMT,_NaiveModel,no_event_day,1,1.34,1.7956,1.34,0.0118,,1.0
XOM,_NaiveModel,no_event_day,1,0.66,0.4356,0.66,0.0048,,1.0
