ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,4.23,17.893,4.23,0.0132,,1.0
AMD,_NaiveModel,after_hours,1,12.64,159.77,12.64,0.0234,,1.0
AMZN,_NaiveModel,after_hours,1,11.19,125.2162,11.19,0.0479,,1.0
ASML,_NaiveModel,after_hours,1,1.14,1.2996,1.14,0.0006,,1.0
AVGO,_NaiveModel,after_hours,1,4.34,18.8356,4.34,0.0111,,1.0
BRK-B,_NaiveModel,after_hours,1,1.46,2.1316,1.46,0.003,,1.0
CAT,_NaiveModel,after_hours,1,5.23,27.3527,5.23,0.0058,,1.0
COST,_NaiveModel,after_hours,1,1.25,1.5625,1.25,0.0013,,1.0
CRM,_NaiveModel,after_hours,1,6.07,36.845,6.07,0.0387,,1.0
GOOGL,_NaiveModel,after_hours,1,24.4,595.3597,24.4,0.0768,,1.0
JNJ,_NaiveModel,after_hours,1,3.64,13.2495,3.64,0.014,,1.0
JPM,_NaiveModel,after_hours,1,1.69,2.8561,1.69,0.0048,,1.0
LLY,_NaiveModel,after_hours,1,22.86,522.5789,22.86,0.0193,,1.0
LMT,_NaiveModel,after_hours,1,54.23,2940.8974,54.23,0.0954,,1.0
MA,_NaiveModel,after_hours,1,1.69,2.8561,1.69,0.0032,,1.0
MCD,_NaiveModel,after_hours,1,0.77,0.5929,0.77,0.0029,,1.0
META,_NaiveModel,after_hours,1,21.07,443.9452,21.07,0.0348,,1.0
MRK,_NaiveModel,after_hours,1,3.01,9.0601,3.01,0.0231,,1.0
MSFT,_NaiveModel,after_hours,1,8.76,76.7378,8.76,0.023,,1.0
NEE,_NaiveModel,after_hours,1,0.38,0.1444,0.38,0.0042,,1.0
NVDA,_NaiveModel,after_hours,1,3.3,10.89,3.3,0.0158,,1.0
ORCL,_NaiveModel,after_hours,1,5.8,33.6399,5.8,0.0483,,1.0
PG,_NaiveModel,after_hours,1,2.16,4.6656,2.16,0.0147,,1.0
PLTR,_NaiveModel,after_hours,1,1.2,1.44,1.2,0.0097,,1.0
TSLA,_NaiveModel,after_hours,1,54.32,2950.6632,54.32,0.1699,,1.0
TSM,_NaiveModel,after_hours,1,5.63,31.697,5.63,0.0135,,1.0
UNH,_NaiveModel,after_hours,1,7.75,60.0625,7.75,0.0183,,1.0
V,_NaiveModel,after_hours,1,1.82,3.3124,1.82,0.0052,,1.0
WMT,_NaiveModel,after_hours,1,0.93,0.8649,0.93,0.0086,,1.0
XOM,_NaiveModel,after_hours,1,2.44,5.9536,2.44,0.0156,,1.0
