ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,7.6,57.7601,7.6,0.0285,,1.0
AMD,_NaiveModel,after_hours,1,3.05,9.3024,3.05,0.0118,,1.0
AMZN,_NaiveModel,after_hours,1,0.52,0.2704,0.52,0.0021,,1.0
ASML,_NaiveModel,after_hours,1,36.53,1334.443,36.53,0.0247,,1.0
AVGO,_NaiveModel,after_hours,1,15.94,254.0837,15.94,0.0402,,1.0
BRK-B,_NaiveModel,after_hours,1,3.45,11.9026,3.45,0.0073,,1.0
CAT,_NaiveModel,after_hours,1,24.08,579.8472,24.08,0.0313,,1.0
COST,_NaiveModel,after_hours,1,9.95,99.0027,9.95,0.0101,,1.0
CRM,_NaiveModel,after_hours,1,6.29,39.5642,6.29,0.0354,,1.0
GOOGL,_NaiveModel,after_hours,1,4.21,17.724,4.21,0.0125,,1.0
JNJ,_NaiveModel,after_hours,1,1.43,2.0449,1.43,0.006,,1.0
JPM,_NaiveModel,after_hours,1,5.19,26.9361,5.19,0.017,,1.0
LLY,_NaiveModel,after_hours,1,17.47,305.1999,17.47,0.0193,,1.0
LMT,_NaiveModel,after_hours,1,0.48,0.2304,0.48,0.0008,,1.0
MA,_NaiveModel,after_hours,1,6.8,46.2407,6.8,0.0131,,1.0
MCD,_NaiveModel,after_hours,1,3.04,9.2417,3.04,0.0099,,1.0
META,_NaiveModel,after_hours,1,9.09,82.6286,9.09,0.0135,,1.0
MRK,_NaiveModel,after_hours,1,2.06,4.2436,2.06,0.0175,,1.0
MSFT,_NaiveModel,after_hours,1,18.11,327.9727,18.11,0.044,,1.0
NEE,_NaiveModel,after_hours,1,0.07,0.0049,0.07,0.0008,,1.0
NVDA,_NaiveModel,after_hours,1,2.36,5.5696,2.36,0.0119,,1.0
ORCL,_NaiveModel,after_hours,1,6.81,46.3761,6.81,0.0401,,1.0
PG,_NaiveModel,after_hours,1,1.0,1.0,1.0,0.007,,1.0
PLTR,_NaiveModel,after_hours,1,6.45,41.6025,6.45,0.0454,,1.0
TSLA,_NaiveModel,after_hours,1,27.75,770.0625,27.75,0.0708,,1.0
TSM,_NaiveModel,after_hours,1,4.79,22.9442,4.79,0.0128,,1.0
UNH,_NaiveModel,after_hours,1,0.14,0.0196,0.14,0.0004,,1.0
V,_NaiveModel,after_hours,1,4.54,20.6117,4.54,0.0144,,1.0
WMT,_NaiveModel,after_hours,1,0.29,0.0841,0.29,0.0023,,1.0
XOM,_NaiveModel,after_hours,1,0.23,0.0529,0.23,0.0015,,1.0
