ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.15,1.3225,1.15,0.0035,,1.0
AMD,_NaiveModel,after_hours,1,40.86,1669.5384,40.86,0.0751,,1.0
AMZN,_NaiveModel,after_hours,1,2.44,5.9536,2.44,0.0099,,1.0
ASML,_NaiveModel,after_hours,1,62.49,3904.9989,62.49,0.0347,,1.0
AVGO,_NaiveModel,after_hours,1,8.34,69.5555,8.34,0.0216,,1.0
BRK-B,_NaiveModel,after_hours,1,1.6,2.56,1.6,0.0033,,1.0
CAT,_NaiveModel,after_hours,1,25.67,658.948,25.67,0.0288,,1.0
COST,_NaiveModel,after_hours,1,6.58,43.2966,6.58,0.0071,,1.0
CRM,_NaiveModel,after_hours,1,3.73,13.9129,3.73,0.0219,,1.0
GOOGL,_NaiveModel,after_hours,1,4.84,23.4256,4.84,0.0139,,1.0
JNJ,_NaiveModel,after_hours,1,1.79,3.2041,1.79,0.0071,,1.0
JPM,_NaiveModel,after_hours,1,6.36,40.4498,6.36,0.0184,,1.0
LLY,_NaiveModel,after_hours,1,28.51,812.8207,28.51,0.0243,,1.0
LMT,_NaiveModel,after_hours,1,2.45,6.0026,2.45,0.0048,,1.0
MA,_NaiveModel,after_hours,1,9.14,83.5399,9.14,0.017,,1.0
MCD,_NaiveModel,after_hours,1,3.73,13.913,3.73,0.0141,,1.0
META,_NaiveModel,after_hours,1,2.04,4.1615,2.04,0.0032,,1.0
MRK,_NaiveModel,after_hours,1,1.86,3.4596,1.86,0.0147,,1.0
MSFT,_NaiveModel,after_hours,1,4.54,20.6117,4.54,0.0114,,1.0
NEE,_NaiveModel,after_hours,1,0.07,0.0049,0.07,0.0008,,1.0
NVDA,_NaiveModel,after_hours,1,4.01,16.0801,4.01,0.0193,,1.0
ORCL,_NaiveModel,after_hours,1,5.67,32.149,5.67,0.0446,,1.0
PG,_NaiveModel,after_hours,1,1.03,1.0609,1.03,0.007,,1.0
PLTR,_NaiveModel,after_hours,1,2.19,4.7961,2.19,0.0165,,1.0
TSLA,_NaiveModel,after_hours,1,9.36,87.6093,9.36,0.0247,,1.0
TSM,_NaiveModel,after_hours,1,22.31,497.736,22.31,0.0525,,1.0
UNH,_NaiveModel,after_hours,1,14.8,219.0405,14.8,0.0339,,1.0
V,_NaiveModel,after_hours,1,4.75,22.5625,4.75,0.0133,,1.0
WMT,_NaiveModel,after_hours,1,1.81,3.2761,1.81,0.0164,,1.0
XOM,_NaiveModel,after_hours,1,3.35,11.2225,3.35,0.0221,,1.0
