ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,2.04,4.1616,2.04,0.0072,,1.0
AMD,_NaiveModel,after_hours,1,17.91,320.7671,17.91,0.0332,,1.0
AMZN,_NaiveModel,after_hours,1,7.45,55.5025,7.45,0.031,,1.0
ASML,_NaiveModel,after_hours,1,88.49,7830.4784,88.49,0.047,,1.0
AVGO,_NaiveModel,after_hours,1,7.43,55.2052,7.43,0.0199,,1.0
BRK-B,_NaiveModel,after_hours,1,2.66,7.0756,2.66,0.0054,,1.0
CAT,_NaiveModel,after_hours,1,35.72,1275.9163,35.72,0.0346,,1.0
COST,_NaiveModel,after_hours,1,5.86,34.3394,5.86,0.0062,,1.0
CRM,_NaiveModel,after_hours,1,0.44,0.1936,0.44,0.0028,,1.0
GOOGL,_NaiveModel,after_hours,1,16.26,264.3869,16.26,0.046,,1.0
JNJ,_NaiveModel,after_hours,1,3.85,14.8225,3.85,0.0149,,1.0
JPM,_NaiveModel,after_hours,1,0.34,0.1156,0.34,0.001,,1.0
LLY,_NaiveModel,after_hours,1,21.8101,475.6787,21.8101,0.0177,,1.0
LMT,_NaiveModel,after_hours,1,5.33,28.4088,5.33,0.0106,,1.0
MA,_NaiveModel,after_hours,1,10.62,112.7849,10.62,0.0208,,1.0
MCD,_NaiveModel,after_hours,1,2.58,6.6565,2.58,0.0097,,1.0
META,_NaiveModel,after_hours,1,12.35,152.5219,12.35,0.022,,1.0
MRK,_NaiveModel,after_hours,1,0.72,0.5184,0.72,0.0056,,1.0
MSFT,_NaiveModel,after_hours,1,4.4,19.3599,4.4,0.0119,,1.0
NEE,_NaiveModel,after_hours,1,0.1,0.01,0.1,0.0011,,1.0
NVDA,_NaiveModel,after_hours,1,2.44,5.9536,2.44,0.0125,,1.0
ORCL,_NaiveModel,after_hours,1,0.77,0.5929,0.77,0.0052,,1.0
PG,_NaiveModel,after_hours,1,0.57,0.3249,0.57,0.0038,,1.0
PLTR,_NaiveModel,after_hours,1,2.77,7.6729,2.77,0.0239,,1.0
TSLA,_NaiveModel,after_hours,1,32.13,1032.3372,32.13,0.078,,1.0
TSM,_NaiveModel,after_hours,1,22.75,517.5625,22.75,0.05,,1.0
UNH,_NaiveModel,after_hours,1,8.07,65.125,8.07,0.0192,,1.0
V,_NaiveModel,after_hours,1,5.42,29.3762,5.42,0.0159,,1.0
WMT,_NaiveModel,after_hours,1,1.09,1.1881,1.09,0.0095,,1.0
XOM,_NaiveModel,after_hours,1,0.48,0.2304,0.48,0.0035,,1.0
