ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,6.8,46.2398,6.8,0.0215,,1.0
AMD,_NaiveModel,no_event_day,1,17.97,322.9209,17.97,0.0385,,1.0
AMZN,_NaiveModel,no_event_day,1,6.39,40.8319,6.39,0.024,,1.0
ASML,_NaiveModel,no_event_day,1,51.25,2626.5625,51.25,0.0293,,1.0
AVGO,_NaiveModel,no_event_day,1,17.52,306.95,17.52,0.0483,,1.0
BRK-B,_NaiveModel,no_event_day,1,3.34,11.1556,3.34,0.0067,,1.0
CAT,_NaiveModel,no_event_day,1,24.72,611.077,24.72,0.0303,,1.0
COST,_NaiveModel,no_event_day,1,4.36,19.0095,4.36,0.0046,,1.0
CRM,_NaiveModel,no_event_day,1,9.95,99.0024,9.95,0.0483,,1.0
GOOGL,_NaiveModel,no_event_day,1,0.52,0.2704,0.52,0.0015,,1.0
JNJ,_NaiveModel,no_event_day,1,2.3,5.2901,2.3,0.0084,,1.0
JPM,_NaiveModel,no_event_day,1,5.99,35.88,5.99,0.0168,,1.0
LLY,_NaiveModel,no_event_day,1,54.61,2982.2505,54.61,0.0427,,1.0
LMT,_NaiveModel,no_event_day,1,18.02,324.7189,18.02,0.0306,,1.0
MA,_NaiveModel,no_event_day,1,0.59,0.3481,0.59,0.001,,1.0
MCD,_NaiveModel,no_event_day,1,0.46,0.2116,0.46,0.0017,,1.0
META,_NaiveModel,no_event_day,1,2.36,5.5698,2.36,0.0043,,1.0
MRK,_NaiveModel,no_event_day,1,17.03,290.0209,17.03,0.1119,,1.0
MSFT,_NaiveModel,no_event_day,1,2.68,7.1824,2.68,0.0055,,1.0
NEE,_NaiveModel,no_event_day,1,0.31,0.0961,0.31,0.0036,,1.0
NVDA,_NaiveModel,no_event_day,1,2.18,4.7524,2.18,0.01,,1.0
ORCL,_NaiveModel,no_event_day,1,1.02,1.0404,1.02,0.0071,,1.0
PG,_NaiveModel,no_event_day,1,0.93,0.8649,0.93,0.0064,,1.0
PLTR,_NaiveModel,no_event_day,1,3.65,13.3226,3.65,0.0208,,1.0
TSLA,_NaiveModel,no_event_day,1,14.25,203.0625,14.25,0.0406,,1.0
TSM,_NaiveModel,no_event_day,1,1.32,1.7424,1.32,0.0032,,1.0
UNH,_NaiveModel,no_event_day,1,5.32,28.3025,5.32,0.0137,,1.0
V,_NaiveModel,no_event_day,1,1.29,1.6641,1.29,0.0035,,1.0
WMT,_NaiveModel,no_event_day,1,0.9,0.81,0.9,0.0079,,1.0
XOM,_NaiveModel,no_event_day,1,0.79,0.6241,0.79,0.0048,,1.0
