ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,0.66,0.4356,0.66,0.0022,,1.0
AMD,_NaiveModel,after_hours,1,4.2,17.6401,4.2,0.0093,,1.0
AMZN,_NaiveModel,after_hours,1,2.91,8.4681,2.91,0.0109,,1.0
ASML,_NaiveModel,after_hours,1,2.9301,8.5852,2.9301,0.0018,,1.0
AVGO,_NaiveModel,after_hours,1,23.0,529.0,23.0,0.0523,,1.0
BRK-B,_NaiveModel,after_hours,1,1.46,2.1316,1.46,0.003,,1.0
CAT,_NaiveModel,after_hours,1,17.92,321.1258,17.92,0.0195,,1.0
COST,_NaiveModel,after_hours,1,8.17,66.7496,8.17,0.0078,,1.0
CRM,_NaiveModel,after_hours,1,1.74,3.0276,1.74,0.0104,,1.0
GOOGL,_NaiveModel,after_hours,1,1.55,2.4025,1.55,0.0039,,1.0
JNJ,_NaiveModel,after_hours,1,0.38,0.1444,0.38,0.0016,,1.0
JPM,_NaiveModel,after_hours,1,0.34,0.1156,0.34,0.0011,,1.0
LLY,_NaiveModel,after_hours,1,9.05,81.9023,9.05,0.009,,1.0
LMT,_NaiveModel,after_hours,1,0.47,0.2209,0.47,0.0009,,1.0
MA,_NaiveModel,after_hours,1,0.7,0.49,0.7,0.0014,,1.0
MCD,_NaiveModel,after_hours,1,0.73,0.5329,0.73,0.0027,,1.0
META,_NaiveModel,after_hours,1,1.8,3.24,1.8,0.0029,,1.0
MRK,_NaiveModel,after_hours,1,0.04,0.0016,0.04,0.0004,,1.0
MSFT,_NaiveModel,after_hours,1,4.22,17.8084,4.22,0.0103,,1.0
NEE,_NaiveModel,after_hours,1,0.83,0.6889,0.83,0.0087,,1.0
NVDA,_NaiveModel,after_hours,1,9.91,98.2082,9.91,0.042,,1.0
ORCL,_NaiveModel,after_hours,1,5.85,34.2226,5.85,0.0299,,1.0
PG,_NaiveModel,after_hours,1,0.47,0.2209,0.47,0.0033,,1.0
PLTR,_NaiveModel,after_hours,1,3.68,13.5423,3.68,0.0275,,1.0
TSLA,_NaiveModel,after_hours,1,1.97,3.8809,1.97,0.0044,,1.0
TSM,_NaiveModel,after_hours,1,17.92,321.1269,17.92,0.0429,,1.0
UNH,_NaiveModel,after_hours,1,2.07,4.2849,2.07,0.0052,,1.0
V,_NaiveModel,after_hours,1,2.21,4.8841,2.21,0.0069,,1.0
WMT,_NaiveModel,after_hours,1,0.99,0.9801,0.99,0.0075,,1.0
XOM,_NaiveModel,after_hours,1,1.21,1.4641,1.21,0.0079,,1.0
