ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,3.17,10.0488,3.17,0.0093,,1.0
AMD,_NaiveModel,no_event_day,1,40.33,1626.5103,40.33,0.0887,,1.0
AMZN,_NaiveModel,no_event_day,1,0.53,0.2809,0.53,0.0023,,1.0
ASML,_NaiveModel,no_event_day,1,72.3101,5228.7446,72.3101,0.0457,,1.0
AVGO,_NaiveModel,no_event_day,1,2.31,5.3361,2.31,0.0061,,1.0
BRK-B,_NaiveModel,no_event_day,1,15.19,230.7362,15.19,0.0296,,1.0
CAT,_NaiveModel,no_event_day,1,32.4301,1051.7084,32.4301,0.0386,,1.0
COST,_NaiveModel,no_event_day,1,15.0,225.0,15.0,0.0155,,1.0
CRM,_NaiveModel,no_event_day,1,7.9,62.4099,7.9,0.0435,,1.0
GOOGL,_NaiveModel,no_event_day,1,7.15,51.1224,7.15,0.0214,,1.0
JNJ,_NaiveModel,no_event_day,1,0.78,0.6084,0.78,0.0029,,1.0
JPM,_NaiveModel,no_event_day,1,1.11,1.2321,1.11,0.0031,,1.0
LLY,_NaiveModel,no_event_day,1,23.13,534.9971,23.13,0.0189,,1.0
LMT,_NaiveModel,no_event_day,1,1.31,1.7161,1.31,0.0023,,1.0
MA,_NaiveModel,no_event_day,1,11.04,121.8811,11.04,0.0196,,1.0
MCD,_NaiveModel,no_event_day,1,2.35,5.5224,2.35,0.0086,,1.0
META,_NaiveModel,no_event_day,1,0.46,0.2116,0.46,0.0008,,1.0
MRK,_NaiveModel,no_event_day,1,1.06,1.1236,1.06,0.008,,1.0
MSFT,_NaiveModel,no_event_day,1,4.25,18.0625,4.25,0.0108,,1.0
NEE,_NaiveModel,no_event_day,1,0.45,0.2025,0.45,0.005,,1.0
NVDA,_NaiveModel,no_event_day,1,0.5,0.25,0.5,0.0025,,1.0
ORCL,_NaiveModel,no_event_day,1,0.06,0.0036,0.06,0.0005,,1.0
PG,_NaiveModel,no_event_day,1,0.25,0.0625,0.25,0.0017,,1.0
PLTR,_NaiveModel,no_event_day,1,8.0,64.0,8.0,0.0648,,1.0
TSLA,_NaiveModel,no_event_day,1,1.78,3.1684,1.78,0.0058,,1.0
TSM,_NaiveModel,no_event_day,1,6.78,45.9684,6.78,0.0173,,1.0
UNH,_NaiveModel,no_event_day,1,11.15,124.3224,11.15,0.026,,1.0
V,_NaiveModel,no_event_day,1,4.06,16.4836,4.06,0.0111,,1.0
WMT,_NaiveModel,no_event_day,1,1.36,1.8496,1.36,0.012,,1.0
XOM,_NaiveModel,no_event_day,1,1.73,2.9929,1.73,0.0113,,1.0
