ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,3.33,11.089,3.33,0.0116,,1.0
AMD,_NaiveModel,after_hours,1,66.13,4373.1775,66.13,0.1569,,1.0
AMZN,_NaiveModel,after_hours,1,1.44,2.0736,1.44,0.0052,,1.0
ASML,_NaiveModel,after_hours,1,101.8199,10367.3015,101.8199,0.0659,,1.0
AVGO,_NaiveModel,after_hours,1,1.92,3.6863,1.92,0.0045,,1.0
BRK-B,_NaiveModel,after_hours,1,4.31,18.5761,4.31,0.0092,,1.0
CAT,_NaiveModel,after_hours,1,22.34,499.0741,22.34,0.0241,,1.0
COST,_NaiveModel,after_hours,1,20.67,427.2482,20.67,0.0208,,1.0
CRM,_NaiveModel,after_hours,1,5.8,33.64,5.8,0.032,,1.0
GOOGL,_NaiveModel,after_hours,1,9.61,92.3524,9.61,0.0241,,1.0
JNJ,_NaiveModel,after_hours,1,0.93,0.8649,0.93,0.0041,,1.0
JPM,_NaiveModel,after_hours,1,5.5,30.25,5.5,0.0175,,1.0
LLY,_NaiveModel,after_hours,1,1.82,3.3124,1.82,0.0018,,1.0
LMT,_NaiveModel,after_hours,1,5.33,28.4091,5.33,0.0104,,1.0
MA,_NaiveModel,after_hours,1,5.19,26.9358,5.19,0.0106,,1.0
MCD,_NaiveModel,after_hours,1,1.07,1.1449,1.07,0.0038,,1.0
META,_NaiveModel,after_hours,1,7.92,62.7261,7.92,0.0129,,1.0
MRK,_NaiveModel,after_hours,1,0.41,0.1681,0.41,0.0036,,1.0
MSFT,_NaiveModel,after_hours,1,2.58,6.6563,2.58,0.0062,,1.0
NEE,_NaiveModel,after_hours,1,0.89,0.7921,0.89,0.0093,,1.0
NVDA,_NaiveModel,after_hours,1,11.33,128.3689,11.33,0.0545,,1.0
ORCL,_NaiveModel,after_hours,1,8.68,75.3423,8.68,0.0447,,1.0
PG,_NaiveModel,after_hours,1,3.0,9.0,3.0,0.0203,,1.0
PLTR,_NaiveModel,after_hours,1,2.12,4.4944,2.12,0.0158,,1.0
TSLA,_NaiveModel,after_hours,1,9.36,87.6099,9.36,0.0235,,1.0
TSM,_NaiveModel,after_hours,1,25.09,629.5079,25.09,0.0598,,1.0
UNH,_NaiveModel,after_hours,1,3.41,11.6281,3.41,0.0093,,1.0
V,_NaiveModel,after_hours,1,3.23,10.433,3.23,0.0101,,1.0
WMT,_NaiveModel,after_hours,1,0.71,0.5041,0.71,0.0055,,1.0
XOM,_NaiveModel,after_hours,1,6.19,38.3161,6.19,0.0416,,1.0
