ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.37,0.1369,0.37,0.0014,,1.0
AMD,_NaiveModel,no_event_day,1,8.24,67.8977,8.24,0.0323,,1.0
AMZN,_NaiveModel,no_event_day,1,9.13,83.357,9.13,0.0367,,1.0
ASML,_NaiveModel,no_event_day,1,18.1001,327.6135,18.1001,0.0119,,1.0
AVGO,_NaiveModel,no_event_day,1,1.03,1.0609,1.03,0.0027,,1.0
BRK-B,_NaiveModel,no_event_day,1,2.65,7.0225,2.65,0.0055,,1.0
CAT,_NaiveModel,no_event_day,1,2.52,6.3505,2.52,0.0032,,1.0
COST,_NaiveModel,no_event_day,1,6.05,36.6024,6.05,0.0062,,1.0
CRM,_NaiveModel,no_event_day,1,1.51,2.2801,1.51,0.0088,,1.0
GOOGL,_NaiveModel,no_event_day,1,11.6,134.5601,11.6,0.0348,,1.0
JNJ,_NaiveModel,no_event_day,1,2.14,4.5796,2.14,0.0089,,1.0
JPM,_NaiveModel,no_event_day,1,2.56,6.5536,2.56,0.0082,,1.0
LLY,_NaiveModel,no_event_day,1,7.05,49.7023,7.05,0.0076,,1.0
LMT,_NaiveModel,no_event_day,1,8.11,65.7719,8.11,0.0133,,1.0
MA,_NaiveModel,no_event_day,1,4.58,20.9763,4.58,0.0089,,1.0
MCD,_NaiveModel,no_event_day,1,1.29,1.6641,1.29,0.0043,,1.0
META,_NaiveModel,no_event_day,1,27.96,781.7594,27.96,0.0422,,1.0
MRK,_NaiveModel,no_event_day,1,0.19,0.0361,0.19,0.0016,,1.0
MSFT,_NaiveModel,no_event_day,1,8.74,76.3874,8.74,0.0222,,1.0
NEE,_NaiveModel,no_event_day,1,0.99,0.9801,0.99,0.0108,,1.0
NVDA,_NaiveModel,no_event_day,1,7.2,51.84,7.2,0.0366,,1.0
ORCL,_NaiveModel,no_event_day,1,7.38,54.4645,7.38,0.0453,,1.0
PG,_NaiveModel,no_event_day,1,0.8,0.64,0.8,0.0055,,1.0
PLTR,_NaiveModel,no_event_day,1,3.33,11.0889,3.33,0.0245,,1.0
TSLA,_NaiveModel,no_event_day,1,11.78,138.7684,11.78,0.0323,,1.0
TSM,_NaiveModel,no_event_day,1,10.32,106.5026,10.32,0.0272,,1.0
UNH,_NaiveModel,no_event_day,1,1.19,1.4161,1.19,0.0038,,1.0
V,_NaiveModel,no_event_day,1,1.98,3.9203,1.98,0.0064,,1.0
WMT,_NaiveModel,no_event_day,1,0.48,0.2304,0.48,0.0038,,1.0
XOM,_NaiveModel,no_event_day,1,3.4,11.56,3.4,0.0228,,1.0
