ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,2.39,5.7122,2.39,0.008,,1.0
AMD,_NaiveModel,no_event_day,1,3.11,9.6722,3.11,0.0074,,1.0
AMZN,_NaiveModel,no_event_day,1,0.72,0.5184,0.72,0.0027,,1.0
ASML,_NaiveModel,no_event_day,1,29.42,865.539,29.42,0.02,,1.0
AVGO,_NaiveModel,no_event_day,1,4.48,20.0705,4.48,0.0106,,1.0
BRK-B,_NaiveModel,no_event_day,1,5.68,32.2623,5.68,0.0116,,1.0
CAT,_NaiveModel,no_event_day,1,24.36,593.4089,24.36,0.0282,,1.0
COST,_NaiveModel,no_event_day,1,27.52,757.3515,27.52,0.0256,,1.0
CRM,_NaiveModel,no_event_day,1,5.97,35.6409,5.97,0.0333,,1.0
GOOGL,_NaiveModel,no_event_day,1,0.16,0.0256,0.16,0.0004,,1.0
JNJ,_NaiveModel,no_event_day,1,2.21,4.8841,2.21,0.0097,,1.0
JPM,_NaiveModel,no_event_day,1,2.92,8.5265,2.92,0.0097,,1.0
LLY,_NaiveModel,no_event_day,1,16.83,283.2474,16.83,0.017,,1.0
LMT,_NaiveModel,no_event_day,1,12.3,151.2897,12.3,0.0233,,1.0
MA,_NaiveModel,no_event_day,1,11.59,134.328,11.59,0.0229,,1.0
MCD,_NaiveModel,no_event_day,1,6.08,36.9662,6.08,0.0215,,1.0
META,_NaiveModel,no_event_day,1,3.02,9.1201,3.02,0.0049,,1.0
MRK,_NaiveModel,no_event_day,1,1.18,1.3924,1.18,0.0105,,1.0
MSFT,_NaiveModel,no_event_day,1,1.62,2.6244,1.62,0.0038,,1.0
NEE,_NaiveModel,no_event_day,1,4.32,18.6624,4.32,0.0485,,1.0
NVDA,_NaiveModel,no_event_day,1,3.0,9.0,3.0,0.0135,,1.0
ORCL,_NaiveModel,no_event_day,1,6.34,40.1956,6.34,0.034,,1.0
PG,_NaiveModel,no_event_day,1,0.82,0.6724,0.82,0.0058,,1.0
PLTR,_NaiveModel,no_event_day,1,1.15,1.3225,1.15,0.0085,,1.0
TSLA,_NaiveModel,no_event_day,1,12.25,150.0625,12.25,0.0299,,1.0
TSM,_NaiveModel,no_event_day,1,8.4,70.5599,8.4,0.0212,,1.0
UNH,_NaiveModel,no_event_day,1,2.72,7.3984,2.72,0.007,,1.0
V,_NaiveModel,no_event_day,1,6.89,47.4723,6.89,0.0207,,1.0
WMT,_NaiveModel,no_event_day,1,1.89,3.5721,1.89,0.0142,,1.0
XOM,_NaiveModel,no_event_day,1,2.57,6.6049,2.57,0.016,,1.0
