ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,3.01,9.0602,3.01,0.0099,,1.0
AMD,_NaiveModel,after_hours,1,0.08,0.0064,0.08,0.0002,,1.0
AMZN,_NaiveModel,after_hours,1,2.15,4.6225,2.15,0.0081,,1.0
ASML,_NaiveModel,after_hours,1,37.8301,1431.1148,37.8301,0.0205,,1.0
AVGO,_NaiveModel,after_hours,1,1.77,3.133,1.77,0.0042,,1.0
BRK-B,_NaiveModel,after_hours,1,3.07,9.4249,3.07,0.0061,,1.0
CAT,_NaiveModel,after_hours,1,1.0,1.0,1.0,0.0012,,1.0
COST,_NaiveModel,after_hours,1,12.27,150.5519,12.27,0.0128,,1.0
CRM,_NaiveModel,after_hours,1,8.05,64.8023,8.05,0.04,,1.0
GOOGL,_NaiveModel,after_hours,1,2.82,7.9523,2.82,0.0081,,1.0
JNJ,_NaiveModel,after_hours,1,1.22,1.4884,1.22,0.0047,,1.0
JPM,_NaiveModel,after_hours,1,2.07,4.2849,2.07,0.0057,,1.0
LLY,_NaiveModel,after_hours,1,11.28,127.2391,11.28,0.0093,,1.0
LMT,_NaiveModel,after_hours,1,8.71,75.8634,8.71,0.0146,,1.0
MA,_NaiveModel,after_hours,1,7.31,53.4361,7.31,0.0129,,1.0
MCD,_NaiveModel,after_hours,1,3.45,11.9026,3.45,0.0127,,1.0
META,_NaiveModel,after_hours,1,16.12,259.8542,16.12,0.0271,,1.0
MRK,_NaiveModel,after_hours,1,2.63,6.9169,2.63,0.0194,,1.0
MSFT,_NaiveModel,after_hours,1,4.45,19.8026,4.45,0.009,,1.0
NEE,_NaiveModel,after_hours,1,0.23,0.0529,0.23,0.0027,,1.0
NVDA,_NaiveModel,after_hours,1,1.21,1.4641,1.21,0.0054,,1.0
ORCL,_NaiveModel,after_hours,1,2.94,8.6436,2.94,0.0188,,1.0
PG,_NaiveModel,after_hours,1,0.18,0.0324,0.18,0.0012,,1.0
PLTR,_NaiveModel,after_hours,1,7.97,63.5209,7.97,0.0445,,1.0
TSLA,_NaiveModel,after_hours,1,12.45,155.002,12.45,0.0366,,1.0
TSM,_NaiveModel,after_hours,1,1.34,1.7956,1.34,0.0031,,1.0
UNH,_NaiveModel,after_hours,1,6.53,42.6409,6.53,0.0164,,1.0
V,_NaiveModel,after_hours,1,6.03,36.3609,6.03,0.0165,,1.0
WMT,_NaiveModel,after_hours,1,0.29,0.0841,0.29,0.0025,,1.0
XOM,_NaiveModel,after_hours,1,1.14,1.2996,1.14,0.0072,,1.0
