ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AVGO,rf,after_hours,1,11.3023,127.7424,11.3023,0.0376,,1.0
AVGO,xgb,after_hours,1,10.7072,114.6444,10.7072,0.0356,,1.0
BRK-B,Top3Ensamble,after_hours,1,8.4545,71.4782,8.4545,0.018,,1.0
BRK-B,arima,after_hours,1,6.9216,47.909,6.9216,0.0148,,1.0
BRK-B,lgbm,after_hours,1,9.9022,98.0535,9.9022,0.0211,,1.0
BRK-B,linreg,after_hours,1,7.8109,61.01,7.8109,0.0167,,1.0
BRK-B,rf,after_hours,1,7.6503,58.5277,7.6503,0.0163,,1.0
BRK-B,xgb,after_hours,1,8.657,74.9442,8.657,0.0185,,1.0
CAT,Top3Ensamble,after_hours,1,3.6443,13.281,3.6443,0.0052,,1.0
CAT,arima,after_hours,1,8.8312,77.9894,8.8312,0.0127,,1.0
CAT,lgbm,after_hours,1,3.9215,15.3779,3.9215,0.0056,,1.0
CAT,linreg,after_hours,1,1.172,1.3735,1.172,0.0017,,1.0
CAT,rf,after_hours,1,1.8197,3.3113,1.8197,0.0026,,1.0
CAT,xgb,after_hours,1,2.4924,6.2122,2.4924,0.0036,,1.0
COST,Top3Ensamble,after_hours,1,7.013,49.1817,7.013,0.0071,,1.0
COST,arima,after_hours,1,4.0911,16.7373,4.0911,0.0042,,1.0
COST,lgbm,after_hours,1,8.48,71.9105,8.48,0.0086,,1.0
COST,linreg,after_hours,1,55.1516,3041.7002,55.1516,0.0561,,1.0
COST,rf,after_hours,1,4.1228,16.9972,4.1228,0.0042,,1.0
COST,xgb,after_hours,1,8.4361,71.1682,8.4361,0.0086,,1.0
CRM,Top3Ensamble,after_hours,1,8.8479,78.2859,8.8479,0.0493,,1.0
CRM,arima,after_hours,1,5.979,35.7487,5.979,0.0333,,1.0
CRM,lgbm,after_hours,1,8.9187,79.5434,8.9187,0.0497,,1.0
CRM,linreg,after_hours,1,25.4786,649.1589,25.4786,0.1421,,1.0
CRM,rf,after_hours,1,10.8097,116.8493,10.8097,0.0603,,1.0
CRM,xgb,after_hours,1,11.6461,135.631,11.6461,0.0649,,1.0
GOOGL,Top3Ensamble,after_hours,1,9.7379,94.8272,9.7379,0.0355,,1.0
GOOGL,arima,after_hours,1,7.1731,51.4536,7.1731,0.0261,,1.0
GOOGL,lgbm,after_hours,1,11.467,131.493,11.467,0.0418,,1.0
GOOGL,linreg,after_hours,1,10.9568,120.0505,10.9568,0.0399,,1.0
GOOGL,rf,after_hours,1,7.7202,59.6011,7.7202,0.0281,,1.0
GOOGL,xgb,after_hours,1,10.0266,100.5318,10.0266,0.0365,,1.0
JNJ,Top3Ensamble,after_hours,1,1.0716,1.1483,1.0716,0.0045,,1.0
JNJ,arima,after_hours,1,0.9754,0.9515,0.9754,0.0041,,1.0
JNJ,lgbm,after_hours,1,1.3595,1.8482,1.3595,0.0057,,1.0
JNJ,linreg,after_hours,1,5.931,35.1768,5.931,0.0247,,1.0
JNJ,rf,after_hours,1,1.0784,1.163,1.0784,0.0045,,1.0
JNJ,xgb,after_hours,1,0.8798,0.7741,0.8798,0.0037,,1.0
JPM,Top3Ensamble,after_hours,1,7.7887,60.6631,7.7887,0.0275,,1.0
JPM,arima,after_hours,1,9.1347,83.4418,9.1347,0.0323,,1.0
JPM,lgbm,after_hours,1,7.5191,56.5372,7.5191,0.0266,,1.0
JPM,linreg,after_hours,1,8.6384,74.6227,8.6384,0.0305,,1.0
JPM,rf,after_hours,1,8.6017,73.9891,8.6017,0.0304,,1.0
JPM,xgb,after_hours,1,7.2451,52.4921,7.2451,0.0256,,1.0
LLY,Top3Ensamble,after_hours,1,24.0304,577.461,24.0304,0.0274,,1.0
LLY,arima,after_hours,1,21.1686,448.108,21.1686,0.0241,,1.0
LLY,lgbm,after_hours,1,22.0336,485.4797,22.0336,0.0251,,1.0
LLY,linreg,after_hours,1,33.7817,1141.2037,33.7817,0.0385,,1.0
LLY,rf,after_hours,1,28.8891,834.5795,28.8891,0.0329,,1.0
LLY,xgb,after_hours,1,70.1308,4918.3358,70.1308,0.0799,,1.0
LMT,Top3Ensamble,after_hours,1,6.4833,42.0337,6.4833,0.0105,,1.0
LMT,arima,after_hours,1,11.3397,128.5899,11.3397,0.0184,,1.0
LMT,lgbm,after_hours,1,8.4684,71.7136,8.4684,0.0138,,1.0
LMT,linreg,after_hours,1,4.4755,20.0302,4.4755,0.0073,,1.0
LMT,rf,after_hours,1,0.3581,0.1283,0.3581,0.0006,,1.0
LMT,xgb,after_hours,1,10.3123,106.3429,10.3123,0.0167,,1.0
MA,Top3Ensamble,after_hours,1,18.6509,347.8565,18.6509,0.0385,,1.0
MA,arima,after_hours,1,16.0578,257.854,16.0578,0.0332,,1.0
MA,lgbm,after_hours,1,20.6355,425.8224,20.6355,0.0426,,1.0
MA,linreg,after_hours,1,33.0524,1092.458,33.0524,0.0683,,1.0
MA,rf,after_hours,1,23.0161,529.7413,23.0161,0.0475,,1.0
MA,xgb,after_hours,1,19.2594,370.926,19.2594,0.0398,,1.0
MCD,Top3Ensamble,after_hours,1,2.2164,4.9124,2.2164,0.0072,,1.0
MCD,arima,after_hours,1,2.9485,8.6934,2.9485,0.0096,,1.0
MCD,lgbm,after_hours,1,1.1437,1.3082,1.1437,0.0037,,1.0
MCD,linreg,after_hours,1,0.9789,0.9582,0.9789,0.0032,,1.0
MCD,rf,after_hours,1,2.557,6.5383,2.557,0.0084,,1.0
MCD,xgb,after_hours,1,2.531,6.406,2.531,0.0083,,1.0
META,Top3Ensamble,after_hours,1,20.8459,434.5533,20.8459,0.0397,,1.0
META,arima,after_hours,1,21.8277,476.4488,21.8277,0.0415,,1.0
META,lgbm,after_hours,1,22.8461,521.9465,22.8461,0.0435,,1.0
META,linreg,after_hours,1,58.5489,3427.9726,58.5489,0.1114,,1.0
META,rf,after_hours,1,20.2716,410.9381,20.2716,0.0386,,1.0
META,xgb,after_hours,1,19.4201,377.1391,19.4201,0.0369,,1.0
MRK,Top3Ensamble,after_hours,1,1.733,3.0034,1.733,0.0145,,1.0
MRK,arima,after_hours,1,0.5761,0.3319,0.5761,0.0048,,1.0
MRK,lgbm,after_hours,1,1.1344,1.2868,1.1344,0.0095,,1.0
MRK,linreg,after_hours,1,3.4886,12.1704,3.4886,0.0292,,1.0
MRK,rf,after_hours,1,1.5588,2.4297,1.5588,0.013,,1.0
MRK,xgb,after_hours,1,2.436,5.9342,2.436,0.0204,,1.0
MSFT,Top3Ensamble,after_hours,1,12.9893,168.7218,12.9893,0.0364,,1.0
MSFT,arima,after_hours,1,9.367,87.7398,9.367,0.0263,,1.0
MSFT,lgbm,after_hours,1,10.184,103.713,10.184,0.0285,,1.0
MSFT,linreg,after_hours,1,28.0222,785.2423,28.0222,0.0785,,1.0
MSFT,rf,after_hours,1,19.417,377.0189,19.417,0.0544,,1.0
MSFT,xgb,after_hours,1,18.4889,341.8396,18.4889,0.0518,,1.0
NEE,Top3Ensamble,after_hours,1,0.5909,0.3491,0.5909,0.0065,,1.0
NEE,arima,after_hours,1,0.2004,0.0402,0.2004,0.0022,,1.0
NEE,lgbm,after_hours,1,0.4932,0.2433,0.4932,0.0054,,1.0
NEE,linreg,after_hours,1,3.3199,11.0218,3.3199,0.0363,,1.0
NEE,rf,after_hours,1,0.8599,0.7395,0.8599,0.0094,,1.0
NEE,xgb,after_hours,1,1.079,1.1642,1.079,0.0118,,1.0
NVDA,Top3Ensamble,after_hours,1,3.8123,14.534,3.8123,0.0228,,1.0
NVDA,arima,after_hours,1,4.0734,16.5925,4.0734,0.0243,,1.0
NVDA,lgbm,after_hours,1,3.3677,11.3411,3.3677,0.0201,,1.0
NVDA,linreg,after_hours,1,5.9464,35.3592,5.9464,0.0355,,1.0
NVDA,rf,after_hours,1,4.4173,19.5125,4.4173,0.0264,,1.0
NVDA,xgb,after_hours,1,3.6521,13.3377,3.6521,0.0218,,1.0
ORCL,Top3Ensamble,after_hours,1,2.6407,6.9733,2.6407,0.0189,,1.0
ORCL,arima,after_hours,1,3.251,10.5687,3.251,0.0233,,1.0
ORCL,lgbm,after_hours,1,3.5675,12.7269,3.5675,0.0255,,1.0
ORCL,linreg,after_hours,1,5.7513,33.077,5.7513,0.0412,,1.0
ORCL,rf,after_hours,1,2.2243,4.9473,2.2243,0.0159,,1.0
ORCL,xgb,after_hours,1,2.4469,5.9873,2.4469,0.0175,,1.0
PG,Top3Ensamble,after_hours,1,0.7419,0.5504,0.7419,0.0052,,1.0
PG,arima,after_hours,1,0.339,0.1149,0.339,0.0024,,1.0
PG,lgbm,after_hours,1,1.3388,1.7925,1.3388,0.0094,,1.0
PG,linreg,after_hours,1,0.6488,0.4209,0.6488,0.0045,,1.0
PG,rf,after_hours,1,1.2258,1.5027,1.2258,0.0086,,1.0
PG,xgb,after_hours,1,1.8867,3.5597,1.8867,0.0132,,1.0
PLTR,Top3Ensamble,after_hours,1,5.5538,30.8452,5.5538,0.0388,,1.0
PLTR,arima,after_hours,1,4.8178,23.2109,4.8178,0.0337,,1.0
PLTR,lgbm,after_hours,1,3.8877,15.1144,3.8877,0.0272,,1.0
PLTR,linreg,after_hours,1,7.6136,57.9673,7.6136,0.0532,,1.0
PLTR,rf,after_hours,1,5.577,31.1028,5.577,0.039,,1.0
PLTR,xgb,after_hours,1,6.2668,39.2724,6.2668,0.0438,,1.0
TSLA,Top3Ensamble,after_hours,1,9.6564,93.2469,9.6564,0.0267,,1.0
TSLA,arima,after_hours,1,11.6269,135.1857,11.6269,0.0321,,1.0
TSLA,lgbm,after_hours,1,8.1018,65.6386,8.1018,0.0224,,1.0
TSLA,linreg,after_hours,1,7.6915,59.159,7.6915,0.0213,,1.0
TSLA,rf,after_hours,1,9.2406,85.3893,9.2406,0.0255,,1.0
TSLA,xgb,after_hours,1,5.8645,34.3926,5.8645,0.0162,,1.0
TSM,Top3Ensamble,after_hours,1,1.2595,1.5864,1.2595,0.0039,,1.0
TSM,arima,after_hours,1,0.782,0.6115,0.782,0.0024,,1.0
TSM,lgbm,after_hours,1,3.9003,15.2126,3.9003,0.0119,,1.0
TSM,linreg,after_hours,1,1.1218,1.2584,1.1218,0.0034,,1.0
TSM,rf,after_hours,1,0.9038,0.8168,0.9038,0.0028,,1.0
TSM,xgb,after_hours,1,5.2659,27.7295,5.2659,0.0161,,1.0
UNH,Top3Ensamble,after_hours,1,12.2392,149.7978,12.2392,0.0473,,1.0
UNH,arima,after_hours,1,9.2215,85.0358,9.2215,0.0356,,1.0
UNH,lgbm,after_hours,1,11.6403,135.4964,11.6403,0.0449,,1.0
UNH,linreg,after_hours,1,13.9671,195.0788,13.9671,0.0539,,1.0
UNH,rf,after_hours,1,12.4689,155.474,12.4689,0.0481,,1.0
UNH,xgb,after_hours,1,12.6084,158.9707,12.6084,0.0487,,1.0
V,Top3Ensamble,after_hours,1,12.3489,152.4961,12.3489,0.0418,,1.0
V,arima,after_hours,1,9.8323,96.6732,9.8323,0.0333,,1.0
V,lgbm,after_hours,1,14.0762,198.1402,14.0762,0.0476,,1.0
V,linreg,after_hours,1,28.9453,837.8306,28.9453,0.0979,,1.0
V,rf,after_hours,1,13.1383,172.6153,13.1383,0.0445,,1.0
V,xgb,after_hours,1,13.534,183.1686,13.534,0.0458,,1.0
WMT,Top3Ensamble,after_hours,1,1.2009,1.4422,1.2009,0.0098,,1.0
WMT,arima,after_hours,1,0.5871,0.3447,0.5871,0.0048,,1.0
WMT,lgbm,after_hours,1,2.0876,4.3581,2.0876,0.017,,1.0
WMT,linreg,after_hours,1,4.4435,19.745,4.4435,0.0362,,1.0
WMT,rf,after_hours,1,0.928,0.8612,0.928,0.0076,,1.0
WMT,xgb,after_hours,1,1.4002,1.9606,1.4002,0.0114,,1.0
XOM,Top3Ensamble,after_hours,1,6.8154,46.449,6.8154,0.0399,,1.0
XOM,arima,after_hours,1,5.5432,30.7272,5.5432,0.0324,,1.0
XOM,lgbm,after_hours,1,7.4738,55.8581,7.4738,0.0437,,1.0
XOM,linreg,after_hours,1,16.8224,282.9928,16.8224,0.0984,,1.0
XOM,rf,after_hours,1,7.429,55.1903,7.429,0.0434,,1.0
XOM,xgb,after_hours,1,8.3285,69.3633,8.3285,0.0487,,1.0
