ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,Top3Ensamble,after_hours,1,3.0282,9.1699,3.0282,0.0122,,1.0
AAPL,arima,after_hours,1,3.6987,13.6807,3.6987,0.0149,,1.0
AAPL,lgbm,after_hours,1,2.2819,5.2071,2.2819,0.0092,,1.0
AAPL,linreg,after_hours,1,2.3878,5.7014,2.3878,0.0096,,1.0
AAPL,rf,after_hours,1,2.8597,8.178,2.8597,0.0115,,1.0
AAPL,xgb,after_hours,1,3.9429,15.5468,3.9429,0.0158,,1.0
AMD,Top3Ensamble,after_hours,1,4.2848,18.3598,4.2848,0.0212,,1.0
AMD,arima,after_hours,1,2.3636,5.5867,2.3636,0.0117,,1.0
AMD,lgbm,after_hours,1,5.603,31.3937,5.603,0.0277,,1.0
AMD,linreg,after_hours,1,15.0189,225.5672,15.0189,0.0744,,1.0
AMD,rf,after_hours,1,4.8879,23.8913,4.8879,0.0242,,1.0
AMD,xgb,after_hours,1,21.3866,457.3852,21.3866,0.1059,,1.0
AMZN,Top3Ensamble,after_hours,1,7.113,50.5953,7.113,0.0357,,1.0
AMZN,arima,after_hours,1,7.8788,62.0748,7.8788,0.0395,,1.0
AMZN,lgbm,after_hours,1,7.2862,53.0891,7.2862,0.0366,,1.0
AMZN,linreg,after_hours,1,4.7824,22.8712,4.7824,0.024,,1.0
AMZN,rf,after_hours,1,7.4732,55.8491,7.4732,0.0375,,1.0
AMZN,xgb,after_hours,1,6.5797,43.292,6.5797,0.033,,1.0
ASML,Top3Ensamble,after_hours,1,34.3596,1180.5806,34.3596,0.0264,,1.0
ASML,arima,after_hours,1,28.6756,822.2918,28.6756,0.022,,1.0
ASML,lgbm,after_hours,1,37.1965,1383.5822,37.1965,0.0286,,1.0
ASML,linreg,after_hours,1,125.515,15754.0218,125.515,0.0964,,1.0
ASML,rf,after_hours,1,28.3783,805.3282,28.3783,0.0218,,1.0
ASML,xgb,after_hours,1,46.0248,2118.2818,46.0248,0.0353,,1.0
AVGO,Top3Ensamble,after_hours,1,10.448,109.1611,10.448,0.0347,,1.0
AVGO,arima,after_hours,1,9.2184,84.9783,9.2184,0.0307,,1.0
AVGO,lgbm,after_hours,1,11.4185,130.3815,11.4185,0.038,,1.0
AVGO,linreg,after_hours,1,9.4065,88.4831,9.4065,0.0313,,1.0
