ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,6.88,47.334,6.88,0.0258,,1.0
AMD,_NaiveModel,no_event_day,1,9.54,91.0112,9.54,0.0335,,1.0
AMZN,_NaiveModel,no_event_day,1,1.63,2.6569,1.63,0.0065,,1.0
ASML,_NaiveModel,no_event_day,1,17.53,307.3019,17.53,0.012,,1.0
AVGO,_NaiveModel,no_event_day,1,2.54,6.4516,2.54,0.0063,,1.0
BRK-B,_NaiveModel,no_event_day,1,3.58,12.8163,3.58,0.0076,,1.0
CAT,_NaiveModel,no_event_day,1,2.05,4.2024,2.05,0.0026,,1.0
COST,_NaiveModel,no_event_day,1,7.97,63.5204,7.97,0.0079,,1.0
CRM,_NaiveModel,no_event_day,1,0.84,0.7056,0.84,0.0045,,1.0
GOOGL,_NaiveModel,no_event_day,1,5.13,26.317,5.13,0.0154,,1.0
JNJ,_NaiveModel,no_event_day,1,4.53,20.5209,4.53,0.02,,1.0
JPM,_NaiveModel,no_event_day,1,3.99,15.92,3.99,0.0127,,1.0
LLY,_NaiveModel,no_event_day,1,16.88,284.9346,16.88,0.0187,,1.0
LMT,_NaiveModel,no_event_day,1,9.33,87.0492,9.33,0.0163,,1.0
MA,_NaiveModel,no_event_day,1,5.3,28.0902,5.3,0.0104,,1.0
MCD,_NaiveModel,no_event_day,1,5.1,26.0101,5.1,0.0169,,1.0
META,_NaiveModel,no_event_day,1,2.0699,4.2847,2.0699,0.0031,,1.0
MRK,_NaiveModel,no_event_day,1,4.54,20.6116,4.54,0.0403,,1.0
MSFT,_NaiveModel,no_event_day,1,6.09,37.0881,6.09,0.0144,,1.0
NEE,_NaiveModel,no_event_day,1,1.41,1.9881,1.41,0.0156,,1.0
NVDA,_NaiveModel,no_event_day,1,2.18,4.7524,2.18,0.0109,,1.0
ORCL,_NaiveModel,no_event_day,1,3.59,12.8881,3.59,0.0198,,1.0
PG,_NaiveModel,no_event_day,1,2.17,4.7089,2.17,0.0152,,1.0
PLTR,_NaiveModel,no_event_day,1,0.08,0.0064,0.08,0.0005,,1.0
TSLA,_NaiveModel,no_event_day,1,6.08,36.9662,6.08,0.0157,,1.0
TSM,_NaiveModel,no_event_day,1,1.84,3.3856,1.84,0.005,,1.0
UNH,_NaiveModel,no_event_day,1,22.53,507.6008,22.53,0.0651,,1.0
V,_NaiveModel,no_event_day,1,4.0,16.0,4.0,0.0129,,1.0
WMT,_NaiveModel,no_event_day,1,1.68,2.8224,1.68,0.013,,1.0
XOM,_NaiveModel,no_event_day,1,0.68,0.4624,0.68,0.0046,,1.0
