ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,3.55,12.6026,3.55,0.0113,,1.0
AMD,_NaiveModel,no_event_day,1,1.75,3.0625,1.75,0.0036,,1.0
AMZN,_NaiveModel,no_event_day,1,0.78,0.6084,0.78,0.003,,1.0
ASML,_NaiveModel,no_event_day,1,1.48,2.1903,1.48,0.0008,,1.0
AVGO,_NaiveModel,no_event_day,1,1.15,1.3225,1.15,0.0032,,1.0
BRK-B,_NaiveModel,no_event_day,1,0.59,0.3481,0.59,0.0012,,1.0
CAT,_NaiveModel,no_event_day,1,10.64,113.2099,10.64,0.0129,,1.0
COST,_NaiveModel,no_event_day,1,3.89,15.1322,3.89,0.0041,,1.0
CRM,_NaiveModel,no_event_day,1,0.07,0.0049,0.07,0.0003,,1.0
GOOGL,_NaiveModel,no_event_day,1,4.96,24.6015,4.96,0.0145,,1.0
JNJ,_NaiveModel,no_event_day,1,3.14,9.8597,3.14,0.0116,,1.0
JPM,_NaiveModel,no_event_day,1,0.19,0.0361,0.19,0.0005,,1.0
LLY,_NaiveModel,no_event_day,1,44.25,1958.0625,44.25,0.0372,,1.0
LMT,_NaiveModel,no_event_day,1,9.1,82.8096,9.1,0.0161,,1.0
MA,_NaiveModel,no_event_day,1,0.9,0.81,0.9,0.0015,,1.0
MCD,_NaiveModel,no_event_day,1,1.17,1.3689,1.17,0.0044,,1.0
META,_NaiveModel,no_event_day,1,6.09,37.0884,6.09,0.0106,,1.0
MRK,_NaiveModel,no_event_day,1,3.35,11.2224,3.35,0.0219,,1.0
MSFT,_NaiveModel,no_event_day,1,4.66,21.7156,4.66,0.0094,,1.0
NEE,_NaiveModel,no_event_day,1,0.0,0.0,0.0,0.0,,1.0
NVDA,_NaiveModel,no_event_day,1,3.39,11.4921,3.39,0.0162,,1.0
ORCL,_NaiveModel,no_event_day,1,4.11,16.8921,4.11,0.0276,,1.0
PG,_NaiveModel,no_event_day,1,0.4,0.16,0.4,0.0028,,1.0
PLTR,_NaiveModel,no_event_day,1,4.77,22.7529,4.77,0.0269,,1.0
TSLA,_NaiveModel,no_event_day,1,4.43,19.6248,4.43,0.0128,,1.0
TSM,_NaiveModel,no_event_day,1,0.28,0.0784,0.28,0.0007,,1.0
UNH,_NaiveModel,no_event_day,1,4.42,19.5365,4.42,0.011,,1.0
V,_NaiveModel,no_event_day,1,0.24,0.0576,0.24,0.0006,,1.0
WMT,_NaiveModel,no_event_day,1,1.04,1.0816,1.04,0.01,,1.0
XOM,_NaiveModel,no_event_day,1,2.45,6.0025,2.45,0.0155,,1.0
