ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,2.85,8.1225,2.85,0.0084,,1.0
AMD,_NaiveModel,no_event_day,1,55.7,3102.4914,55.7,0.0905,,1.0
AMZN,_NaiveModel,no_event_day,1,4.74,22.4677,4.74,0.0183,,1.0
ASML,_NaiveModel,no_event_day,1,31.3999,985.9539,31.3999,0.0183,,1.0
AVGO,_NaiveModel,no_event_day,1,5.05,25.5027,5.05,0.0139,,1.0
BRK-B,_NaiveModel,no_event_day,1,7.76,60.2173,7.76,0.0155,,1.0
CAT,_NaiveModel,no_event_day,1,7.51,56.4002,7.51,0.0092,,1.0
COST,_NaiveModel,no_event_day,1,3.17,10.0488,3.17,0.0035,,1.0
CRM,_NaiveModel,no_event_day,1,1.5,2.25,1.5,0.0063,,1.0
GOOGL,_NaiveModel,no_event_day,1,5.43,29.4848,5.43,0.0153,,1.0
JNJ,_NaiveModel,no_event_day,1,0.52,0.2704,0.52,0.0019,,1.0
JPM,_NaiveModel,no_event_day,1,2.37,5.6169,2.37,0.0067,,1.0
LLY,_NaiveModel,no_event_day,1,11.96,143.0407,11.96,0.0103,,1.0
LMT,_NaiveModel,no_event_day,1,2.02,4.0805,2.02,0.0038,,1.0
MA,_NaiveModel,no_event_day,1,2.41,5.8083,2.41,0.0042,,1.0
MCD,_NaiveModel,no_event_day,1,0.36,0.1296,0.36,0.0015,,1.0
META,_NaiveModel,no_event_day,1,75.5,5700.25,75.5,0.1019,,1.0
MRK,_NaiveModel,no_event_day,1,2.63,6.9169,2.63,0.0176,,1.0
MSFT,_NaiveModel,no_event_day,1,7.83,61.3087,7.83,0.0156,,1.0
NEE,_NaiveModel,no_event_day,1,0.84,0.7056,0.84,0.0105,,1.0
NVDA,_NaiveModel,no_event_day,1,5.11,26.1121,5.11,0.0225,,1.0
ORCL,_NaiveModel,no_event_day,1,0.95,0.9025,0.95,0.0064,,1.0
PG,_NaiveModel,no_event_day,1,0.31,0.0961,0.31,0.0021,,1.0
PLTR,_NaiveModel,no_event_day,1,5.45,29.7025,5.45,0.0298,,1.0
TSLA,_NaiveModel,no_event_day,1,11.03,121.6609,11.03,0.0294,,1.0
TSM,_NaiveModel,no_event_day,1,10.47,109.6209,10.47,0.0235,,1.0
UNH,_NaiveModel,no_event_day,1,0.66,0.4356,0.66,0.0017,,1.0
V,_NaiveModel,no_event_day,1,1.66,2.7556,1.66,0.0045,,1.0
WMT,_NaiveModel,no_event_day,1,0.71,0.5041,0.71,0.0066,,1.0
XOM,_NaiveModel,no_event_day,1,5.24,27.4575,5.24,0.0331,,1.0
