ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,8.28,68.5584,8.28,0.0255,,1.0
AMD,_NaiveModel,no_event_day,1,11.11,123.4325,11.11,0.0242,,1.0
AMZN,_NaiveModel,no_event_day,1,4.85,23.5224,4.85,0.019,,1.0
ASML,_NaiveModel,no_event_day,1,30.87,952.9566,30.87,0.0185,,1.0
AVGO,_NaiveModel,no_event_day,1,0.66,0.4356,0.66,0.0018,,1.0
BRK-B,_NaiveModel,no_event_day,1,1.7,2.89,1.7,0.0034,,1.0
CAT,_NaiveModel,no_event_day,1,18.31,335.256,18.31,0.0235,,1.0
COST,_NaiveModel,no_event_day,1,3.93,15.4448,3.93,0.0042,,1.0
CRM,_NaiveModel,no_event_day,1,0.57,0.3249,0.57,0.0022,,1.0
GOOGL,_NaiveModel,no_event_day,1,4.33,18.749,4.33,0.0129,,1.0
JNJ,_NaiveModel,no_event_day,1,5.34,28.5156,5.34,0.0197,,1.0
JPM,_NaiveModel,no_event_day,1,1.07,1.1449,1.07,0.003,,1.0
LLY,_NaiveModel,no_event_day,1,3.27,10.693,3.27,0.0028,,1.0
LMT,_NaiveModel,no_event_day,1,16.73,279.8922,16.73,0.0307,,1.0
MA,_NaiveModel,no_event_day,1,8.21,67.4045,8.21,0.0141,,1.0
MCD,_NaiveModel,no_event_day,1,2.43,5.905,2.43,0.0093,,1.0
META,_NaiveModel,no_event_day,1,6.2,38.4394,6.2,0.0107,,1.0
MRK,_NaiveModel,no_event_day,1,2.1,4.41,2.1,0.014,,1.0
MSFT,_NaiveModel,no_event_day,1,6.27,39.3131,6.27,0.0125,,1.0
NEE,_NaiveModel,no_event_day,1,0.59,0.3481,0.59,0.0071,,1.0
NVDA,_NaiveModel,no_event_day,1,3.34,11.1556,3.34,0.0154,,1.0
ORCL,_NaiveModel,no_event_day,1,7.8,60.8398,7.8,0.0552,,1.0
PG,_NaiveModel,no_event_day,1,1.09,1.1881,1.09,0.0075,,1.0
PLTR,_NaiveModel,no_event_day,1,6.46,41.7317,6.46,0.0359,,1.0
TSLA,_NaiveModel,no_event_day,1,11.86,140.66,11.86,0.0333,,1.0
TSM,_NaiveModel,no_event_day,1,1.32,1.7424,1.32,0.0032,,1.0
UNH,_NaiveModel,no_event_day,1,6.89,47.4719,6.89,0.0174,,1.0
V,_NaiveModel,no_event_day,1,6.7,44.8898,6.7,0.018,,1.0
WMT,_NaiveModel,no_event_day,1,1.05,1.1025,1.05,0.0099,,1.0
XOM,_NaiveModel,no_event_day,1,3.6,12.96,3.6,0.0219,,1.0
