ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.89,3.572,1.89,0.0056,,1.0
AMD,_NaiveModel,after_hours,1,25.06,628.0035,25.06,0.0583,,1.0
AMZN,_NaiveModel,after_hours,1,4.21,17.7242,4.21,0.0186,,1.0
ASML,_NaiveModel,after_hours,1,32.26,1040.7082,32.26,0.0208,,1.0
AVGO,_NaiveModel,after_hours,1,10.59,112.148,10.59,0.0286,,1.0
BRK-B,_NaiveModel,after_hours,1,3.21,10.304,3.21,0.0063,,1.0
CAT,_NaiveModel,after_hours,1,58.14,3380.2542,58.14,0.0743,,1.0
COST,_NaiveModel,after_hours,1,7.45,55.5027,7.45,0.0076,,1.0
CRM,_NaiveModel,after_hours,1,6.88,47.3345,6.88,0.0365,,1.0
GOOGL,_NaiveModel,after_hours,1,3.0,9.0,3.0,0.0089,,1.0
JNJ,_NaiveModel,after_hours,1,1.2,1.44,1.2,0.0045,,1.0
JPM,_NaiveModel,after_hours,1,12.6,158.7602,12.6,0.0366,,1.0
LLY,_NaiveModel,after_hours,1,10.64,113.2099,10.64,0.0088,,1.0
LMT,_NaiveModel,after_hours,1,12.11,146.6517,12.11,0.0213,,1.0
MA,_NaiveModel,after_hours,1,0.57,0.3249,0.57,0.001,,1.0
MCD,_NaiveModel,after_hours,1,1.5,2.25,1.5,0.0055,,1.0
META,_NaiveModel,after_hours,1,7.8,60.8398,7.8,0.0133,,1.0
MRK,_NaiveModel,after_hours,1,1.46,2.1316,1.46,0.0112,,1.0
MSFT,_NaiveModel,after_hours,1,2.81,7.8961,2.81,0.0072,,1.0
NEE,_NaiveModel,after_hours,1,0.82,0.6724,0.82,0.0093,,1.0
NVDA,_NaiveModel,after_hours,1,7.0,49.0,7.0,0.0368,,1.0
ORCL,_NaiveModel,after_hours,1,2.22,4.9284,2.22,0.0189,,1.0
PG,_NaiveModel,after_hours,1,2.78,7.7284,2.78,0.019,,1.0
PLTR,_NaiveModel,after_hours,1,0.53,0.2809,0.53,0.0043,,1.0
TSLA,_NaiveModel,after_hours,1,9.12,83.1743,9.12,0.0306,,1.0
TSM,_NaiveModel,after_hours,1,17.64,311.169,17.64,0.0471,,1.0
UNH,_NaiveModel,after_hours,1,8.22,67.5684,8.22,0.0195,,1.0
V,_NaiveModel,after_hours,1,2.14,4.5797,2.14,0.0058,,1.0
WMT,_NaiveModel,after_hours,1,1.12,1.2544,1.12,0.0098,,1.0
XOM,_NaiveModel,after_hours,1,3.71,13.7641,3.71,0.0237,,1.0
