ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,17.93,321.4846,17.93,0.0652,,1.0
AMD,_NaiveModel,no_event_day,1,12.83,164.6093,12.83,0.0241,,1.0
AMZN,_NaiveModel,no_event_day,1,7.26,52.7077,7.26,0.032,,1.0
ASML,_NaiveModel,no_event_day,1,78.41,6148.1335,78.41,0.0426,,1.0
AVGO,_NaiveModel,no_event_day,1,3.16,9.9856,3.16,0.0083,,1.0
BRK-B,_NaiveModel,no_event_day,1,7.0,49.0,7.0,0.0143,,1.0
CAT,_NaiveModel,no_event_day,1,62.56,3913.7533,62.56,0.0592,,1.0
COST,_NaiveModel,no_event_day,1,18.85,355.3239,18.85,0.02,,1.0
CRM,_NaiveModel,no_event_day,1,2.57,6.6049,2.57,0.0171,,1.0
GOOGL,_NaiveModel,no_event_day,1,1.58,2.4965,1.58,0.0046,,1.0
JNJ,_NaiveModel,no_event_day,1,3.88,15.0544,3.88,0.0158,,1.0
JPM,_NaiveModel,no_event_day,1,1.67,2.7888,1.67,0.005,,1.0
LLY,_NaiveModel,no_event_day,1,10.4299,108.7835,10.4299,0.0092,,1.0
LMT,_NaiveModel,no_event_day,1,13.38,179.0237,13.38,0.0265,,1.0
MA,_NaiveModel,no_event_day,1,5.49,30.14,5.49,0.0112,,1.0
MCD,_NaiveModel,no_event_day,1,9.34,87.2355,9.34,0.0353,,1.0
META,_NaiveModel,no_event_day,1,14.8,219.0396,14.8,0.0273,,1.0
MRK,_NaiveModel,no_event_day,1,4.85,23.5225,4.85,0.0387,,1.0
MSFT,_NaiveModel,no_event_day,1,12.63,159.517,12.63,0.0358,,1.0
NEE,_NaiveModel,no_event_day,1,0.08,0.0064,0.08,0.0009,,1.0
NVDA,_NaiveModel,no_event_day,1,3.26,10.6276,3.26,0.0167,,1.0
ORCL,_NaiveModel,no_event_day,1,5.07,25.7048,5.07,0.0333,,1.0
PG,_NaiveModel,no_event_day,1,3.54,12.5316,3.54,0.0238,,1.0
PLTR,_NaiveModel,no_event_day,1,6.23,38.8129,6.23,0.0581,,1.0
TSLA,_NaiveModel,no_event_day,1,0.41,0.1681,0.41,0.0011,,1.0
TSM,_NaiveModel,no_event_day,1,5.84,34.1056,5.84,0.0134,,1.0
UNH,_NaiveModel,no_event_day,1,9.73,94.6731,9.73,0.0234,,1.0
V,_NaiveModel,no_event_day,1,1.71,2.9242,1.71,0.0052,,1.0
WMT,_NaiveModel,no_event_day,1,3.22,10.3684,3.22,0.0278,,1.0
XOM,_NaiveModel,no_event_day,1,0.65,0.4225,0.65,0.0047,,1.0
