ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,8.24,67.8974,8.24,0.0258,,1.0
AMD,_NaiveModel,no_event_day,1,21.41,458.3883,21.41,0.0448,,1.0
AMZN,_NaiveModel,no_event_day,1,0.39,0.1521,0.39,0.0015,,1.0
ASML,_NaiveModel,no_event_day,1,68.6901,4718.3248,68.6901,0.0401,,1.0
AVGO,_NaiveModel,no_event_day,1,0.74,0.5476,0.74,0.0021,,1.0
BRK-B,_NaiveModel,no_event_day,1,2.1,4.41,2.1,0.0041,,1.0
CAT,_NaiveModel,no_event_day,1,13.8,190.4397,13.8,0.017,,1.0
COST,_NaiveModel,no_event_day,1,9.67,93.5086,9.67,0.0106,,1.0
CRM,_NaiveModel,no_event_day,1,5.2,27.0398,5.2,0.0201,,1.0
GOOGL,_NaiveModel,no_event_day,1,4.02,16.1606,4.02,0.0119,,1.0
JNJ,_NaiveModel,no_event_day,1,3.2,10.2399,3.2,0.0116,,1.0
JPM,_NaiveModel,no_event_day,1,3.42,11.6963,3.42,0.0095,,1.0
LLY,_NaiveModel,no_event_day,1,10.24,104.8574,10.24,0.0089,,1.0
LMT,_NaiveModel,no_event_day,1,7.67,58.8286,7.67,0.0146,,1.0
MA,_NaiveModel,no_event_day,1,6.5,42.25,6.5,0.0112,,1.0
MCD,_NaiveModel,no_event_day,1,3.94,15.5236,3.94,0.0154,,1.0
META,_NaiveModel,no_event_day,1,6.09,37.0884,6.09,0.0099,,1.0
MRK,_NaiveModel,no_event_day,1,2.01,4.0401,2.01,0.0134,,1.0
MSFT,_NaiveModel,no_event_day,1,10.42,108.576,10.42,0.0209,,1.0
NEE,_NaiveModel,no_event_day,1,0.63,0.3969,0.63,0.0076,,1.0
NVDA,_NaiveModel,no_event_day,1,1.91,3.6481,1.91,0.0083,,1.0
ORCL,_NaiveModel,no_event_day,1,4.74,22.4677,4.74,0.0299,,1.0
PG,_NaiveModel,no_event_day,1,0.48,0.2304,0.48,0.0033,,1.0
PLTR,_NaiveModel,no_event_day,1,8.2,67.2399,8.2,0.047,,1.0
TSLA,_NaiveModel,no_event_day,1,22.29,496.8445,22.29,0.063,,1.0
TSM,_NaiveModel,no_event_day,1,11.9,141.6099,11.9,0.0277,,1.0
UNH,_NaiveModel,no_event_day,1,3.8,14.4399,3.8,0.0096,,1.0
V,_NaiveModel,no_event_day,1,3.68,13.5423,3.68,0.0098,,1.0
WMT,_NaiveModel,no_event_day,1,1.28,1.6384,1.28,0.0119,,1.0
XOM,_NaiveModel,no_event_day,1,2.74,7.5076,2.74,0.0172,,1.0
