ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,325.1300048828125,324.9599914550781,2026-09-02 00:00:00,0.0,-0.170013427734375,0.0,-0.0005229090676994066,False,2026-09-02,False,False,0.17,0.0289,0.17,0.0005,,1.0
AMD,_NaiveModel,459.6099853515625,457.05999755859375,2026-09-02 00:00:00,0.0,-2.54998779296875,0.0,-0.005548155771720726,False,2026-09-02,False,False,2.55,6.5024,2.55,0.0056,,1.0
AMZN,_NaiveModel,254.9199981689453,254.97999572753903,2026-09-02 00:00:00,0.0,0.05999755859372158,0.0,0.0002353583831189222,False,2026-09-02,False,False,0.06,0.0036,0.06,0.0002,,1.0
ASML,_NaiveModel,1665.1400146484375,1682.300048828125,2026-09-02 00:00:00,0.0,17.1600341796875,0.0,0.010305460218797585,False,2026-09-02,False,False,17.16,294.4668,17.16,0.0102,,1.0
AVGO,_NaiveModel,369.6799926757813,367.239990234375,2026-09-02 00:00:00,0.0,-2.440002441406307,0.0,-0.006600309699600786,False,2026-09-02,False,False,2.44,5.9536,2.44,0.0066,,1.0
BRK-B,_NaiveModel,502.3299865722656,505.239990234375,2026-09-02 00:00:00,0.0,2.910003662109375,0.0,0.005793012043669305,False,2026-09-02,False,False,2.91,8.4681,2.91,0.0058,,1.0
CAT,_NaiveModel,779.1599731445312,792.280029296875,2026-09-02 00:00:00,0.0,13.12005615234375,0.0,0.01683871939595905,False,2026-09-02,False,False,13.1201,172.1359,13.1201,0.0166,,1.0
COST,_NaiveModel,939.9600219726562,928.47998046875,2026-09-02 00:00:00,0.0,-11.48004150390625,0.0,-0.012213329541200645,False,2026-09-02,False,False,11.48,131.7914,11.48,0.0124,,1.0
CRM,_NaiveModel,258.1099853515625,256.92999267578125,2026-09-02 00:00:00,0.0,-1.17999267578125,0.0,-0.0045716661219984325,False,2026-09-02,False,False,1.18,1.3924,1.18,0.0046,,1.0
GOOGL,_NaiveModel,335.0199890136719,337.1199951171875,2026-09-02 00:00:00,0.0,2.100006103515625,0.0,0.0062683009145162545,False,2026-09-02,False,False,2.1,4.41,2.1,0.0062,,1.0
JNJ,_NaiveModel,271.19000244140625,275.2099914550781,2026-09-02 00:00:00,0.0,4.019989013671875,0.0,0.014823514795831902,False,2026-09-02,False,False,4.02,16.1603,4.02,0.0146,,1.0
JPM,_NaiveModel,354.95001220703125,356.2200012207031,2026-09-02 00:00:00,0.0,1.269989013671875,0.0,0.003577937653178978,False,2026-09-02,False,False,1.27,1.6129,1.27,0.0036,,1.0
LLY,_NaiveModel,1160.0,1160.0799560546875,2026-09-02 00:00:00,0.0,0.0799560546875,0.0,6.892763335129311e-05,False,2026-09-02,False,False,0.08,0.0064,0.08,0.0001,,1.0
LMT,_NaiveModel,544.5,531.5499877929688,2026-09-02 00:00:00,0.0,-12.95001220703125,0.0,-0.023783309838441232,False,2026-09-02,False,False,12.95,167.7028,12.95,0.0244,,1.0
MA,_NaiveModel,581.0999755859375,588.1400146484375,2026-09-02 00:00:00,0.0,7.0400390625,0.0,0.012115022127477039,False,2026-09-02,False,False,7.04,49.5622,7.04,0.012,,1.0
MCD,_NaiveModel,261.1099853515625,260.95001220703125,2026-09-02 00:00:00,0.0,-0.15997314453125,0.0,-0.0006126657481745085,False,2026-09-02,False,False,0.16,0.0256,0.16,0.0006,,1.0
META,_NaiveModel,578.5399780273438,592.8499755859375,2026-09-02 00:00:00,0.0,14.30999755859375,0.0,0.02473467366488096,False,2026-09-02,False,False,14.31,204.776,14.31,0.0241,,1.0
MRK,_NaiveModel,149.86000061035156,151.63999938964844,2026-09-02 00:00:00,0.0,1.779998779296875,0.0,0.011877744375065228,False,2026-09-02,False,False,1.78,3.1684,1.78,0.0117,,1.0
MSFT,_NaiveModel,501.0199890136719,496.8200073242188,2026-09-02 00:00:00,0.0,-4.199981689453068,0.0,-0.008382862523551847,False,2026-09-02,False,False,4.2,17.6398,4.2,0.0085,,1.0
NEE,_NaiveModel,82.93000030517578,83.0999984741211,2026-09-02 00:00:00,0.0,0.1699981689453125,0.0,0.0020498995335793174,False,2026-09-02,False,False,0.17,0.0289,0.17,0.002,,1.0
NVDA,_NaiveModel,217.44000244140625,224.41000366210935,2026-09-02 00:00:00,0.0,6.970001220703097,0.0,0.03205482497444926,False,2026-09-02,False,False,6.97,48.5809,6.97,0.0311,,1.0
ORCL,_NaiveModel,141.32000732421875,145.75,2026-09-02 00:00:00,0.0,4.42999267578125,0.0,0.03134724346297185,False,2026-09-02,False,False,4.43,19.6248,4.43,0.0304,,1.0
PG,_NaiveModel,146.2100067138672,147.63999938964844,2026-09-02 00:00:00,0.0,1.42999267578125,0.0,0.009780402230469382,False,2026-09-02,False,False,1.43,2.0449,1.43,0.0097,,1.0
PLTR,_NaiveModel,179.9199981689453,169.4600067138672,2026-09-02 00:00:00,0.0,-10.459991455078125,0.0,-0.05813690285421284,False,2026-09-02,False,False,10.46,109.4114,10.46,0.0617,,1.0
TSLA,_NaiveModel,356.0899963378906,357.010009765625,2026-09-02 00:00:00,0.0,0.920013427734375,0.0,0.0025836542368389997,False,2026-09-02,False,False,0.92,0.8464,0.92,0.0026,,1.0
TSM,_NaiveModel,414.0,415.5,2026-09-02 00:00:00,0.0,1.5,0.0,0.0036231884057971015,False,2026-09-02,False,False,1.5,2.25,1.5,0.0036,,1.0
UNH,_NaiveModel,396.2999877929688,399.6600036621094,2026-09-02 00:00:00,0.0,3.360015869140568,0.0,0.008478465739685753,False,2026-09-02,False,False,3.36,11.2897,3.36,0.0084,,1.0
V,_NaiveModel,372.6700134277344,378.3999938964844,2026-09-02 00:00:00,0.0,5.72998046875,0.0,0.01537548035069132,False,2026-09-02,False,False,5.73,32.8327,5.73,0.0151,,1.0
WMT,_NaiveModel,105.91999816894533,106.08999633789062,2026-09-02 00:00:00,0.0,0.1699981689452983,0.0,0.0016049676348572676,False,2026-09-02,False,False,0.17,0.0289,0.17,0.0016,,1.0
XOM,_NaiveModel,164.5500030517578,164.14999389648438,2026-09-02 00:00:00,0.0,-0.4000091552734375,0.0,-0.002430927668519204,False,2026-09-02,False,False,0.4,0.16,0.4,0.0024,,1.0
