ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,Top3Ensamble,no_event_day,1,0.426,0.1814,0.426,0.0017,,1.0
AAPL,arima,no_event_day,1,0.5413,0.293,0.5413,0.0022,,1.0
AAPL,lgbm,no_event_day,1,1.4855,2.2068,1.4855,0.0059,,1.0
AAPL,linreg,no_event_day,1,4.3578,18.99,4.3578,0.0173,,1.0
AAPL,rf,no_event_day,1,0.0926,0.0086,0.0926,0.0004,,1.0
AAPL,xgb,no_event_day,1,0.115,0.0132,0.115,0.0005,,1.0
AMD,Top3Ensamble,no_event_day,1,2.607,6.7964,2.607,0.0127,,1.0
AMD,arima,no_event_day,1,2.1064,4.4369,2.1064,0.0103,,1.0
AMD,lgbm,no_event_day,1,3.4348,11.7979,3.4348,0.0167,,1.0
AMD,linreg,no_event_day,1,0.7573,0.5735,0.7573,0.0037,,1.0
AMD,rf,no_event_day,1,2.2798,5.1975,2.2798,0.0111,,1.0
AMD,xgb,no_event_day,1,2.6698,7.128,2.6698,0.013,,1.0
AMZN,Top3Ensamble,no_event_day,1,3.3064,10.9323,3.3064,0.016,,1.0
AMZN,arima,no_event_day,1,2.5788,6.65,2.5788,0.0124,,1.0
AMZN,lgbm,no_event_day,1,2.9567,8.7422,2.9567,0.0143,,1.0
AMZN,linreg,no_event_day,1,0.411,0.1689,0.411,0.002,,1.0
AMZN,rf,no_event_day,1,3.2622,10.6417,3.2622,0.0157,,1.0
AMZN,xgb,no_event_day,1,3.7003,13.6923,3.7003,0.0179,,1.0
ASML,Top3Ensamble,no_event_day,1,28.3345,802.8423,28.3345,0.0202,,1.0
ASML,arima,no_event_day,1,28.1544,792.6729,28.1544,0.0201,,1.0
ASML,lgbm,no_event_day,1,31.0094,961.5839,31.0094,0.0222,,1.0
ASML,linreg,no_event_day,1,80.8982,6544.5139,80.8982,0.0578,,1.0
ASML,rf,no_event_day,1,28.9992,840.9543,28.9992,0.0207,,1.0
ASML,xgb,no_event_day,1,27.8498,775.6089,27.8498,0.0199,,1.0
AVGO,Top3Ensamble,no_event_day,1,4.771,22.7627,4.771,0.015,,1.0
AVGO,arima,no_event_day,1,4.6983,22.0745,4.6983,0.0148,,1.0
AVGO,lgbm,no_event_day,1,5.3076,28.1703,5.3076,0.0167,,1.0
AVGO,linreg,no_event_day,1,2.2018,4.8477,2.2018,0.0069,,1.0
AVGO,rf,no_event_day,1,5.6566,31.9967,5.6566,0.0178,,1.0
AVGO,xgb,no_event_day,1,4.3072,18.5516,4.3072,0.0135,,1.0
BRK-B,Top3Ensamble,no_event_day,1,3.415,11.6621,3.415,0.0071,,1.0
BRK-B,arima,no_event_day,1,0.7917,0.6267,0.7917,0.0017,,1.0
BRK-B,lgbm,no_event_day,1,2.6554,7.0509,2.6554,0.0055,,1.0
BRK-B,linreg,no_event_day,1,6.6598,44.3536,6.6598,0.0139,,1.0
BRK-B,rf,no_event_day,1,0.9298,0.8644,0.9298,0.0019,,1.0
BRK-B,xgb,no_event_day,1,2.1115,4.4583,2.1115,0.0044,,1.0
CAT,Top3Ensamble,no_event_day,1,16.9253,286.4642,16.9253,0.0236,,1.0
CAT,arima,no_event_day,1,13.8888,192.8991,13.8888,0.0194,,1.0
CAT,lgbm,no_event_day,1,14.0976,198.7427,14.0976,0.0197,,1.0
CAT,linreg,no_event_day,1,10.8817,118.4114,10.8817,0.0152,,1.0
CAT,rf,no_event_day,1,22.7893,519.3539,22.7893,0.0318,,1.0
CAT,xgb,no_event_day,1,34.4727,1188.3686,34.4727,0.0481,,1.0
COST,Top3Ensamble,no_event_day,1,7.6934,59.188,7.6934,0.0079,,1.0
COST,arima,no_event_day,1,7.9712,63.5399,7.9712,0.0082,,1.0
COST,lgbm,no_event_day,1,6.1322,37.6043,6.1322,0.0063,,1.0
COST,linreg,no_event_day,1,47.2824,2235.625,47.2824,0.0486,,1.0
COST,rf,no_event_day,1,6.2232,38.7287,6.2232,0.0064,,1.0
COST,xgb,no_event_day,1,10.7246,115.0181,10.7246,0.011,,1.0
CRM,Top3Ensamble,no_event_day,1,14.336,205.5207,14.336,0.0783,,1.0
CRM,arima,no_event_day,1,11.809,139.4526,11.809,0.0645,,1.0
CRM,lgbm,no_event_day,1,14.356,206.0935,14.356,0.0784,,1.0
CRM,linreg,no_event_day,1,27.03,730.6218,27.03,0.1477,,1.0
CRM,rf,no_event_day,1,16.4128,269.3793,16.4128,0.0897,,1.0
CRM,xgb,no_event_day,1,16.843,283.6871,16.843,0.092,,1.0
GOOGL,Top3Ensamble,no_event_day,1,11.1036,123.2903,11.1036,0.0382,,1.0
GOOGL,arima,no_event_day,1,12.2131,149.1597,12.2131,0.0421,,1.0
GOOGL,lgbm,no_event_day,1,10.2383,104.8236,10.2383,0.0353,,1.0
GOOGL,linreg,no_event_day,1,14.1496,200.2124,14.1496,0.0487,,1.0
GOOGL,rf,no_event_day,1,11.537,133.1018,11.537,0.0397,,1.0
GOOGL,xgb,no_event_day,1,11.5355,133.0686,11.5355,0.0397,,1.0
JNJ,Top3Ensamble,no_event_day,1,0.427,0.1823,0.427,0.0018,,1.0
JNJ,arima,no_event_day,1,0.3846,0.1479,0.3846,0.0016,,1.0
JNJ,lgbm,no_event_day,1,0.0886,0.0079,0.0886,0.0004,,1.0
JNJ,linreg,no_event_day,1,2.1762,4.7357,2.1762,0.0092,,1.0
JNJ,rf,no_event_day,1,0.3826,0.1464,0.3826,0.0016,,1.0
JNJ,xgb,no_event_day,1,0.8077,0.6525,0.8077,0.0034,,1.0
JPM,Top3Ensamble,no_event_day,1,1.9075,3.6385,1.9075,0.0065,,1.0
JPM,arima,no_event_day,1,2.1753,4.7321,2.1753,0.0074,,1.0
JPM,lgbm,no_event_day,1,2.3051,5.3133,2.3051,0.0079,,1.0
JPM,linreg,no_event_day,1,0.0156,0.0002,0.0156,0.0001,,1.0
JPM,rf,no_event_day,1,1.664,2.769,1.664,0.0057,,1.0
JPM,xgb,no_event_day,1,1.7533,3.0742,1.7533,0.006,,1.0
LLY,Top3Ensamble,no_event_day,1,13.054,170.407,13.054,0.0145,,1.0
LLY,arima,no_event_day,1,9.9385,98.7742,9.9385,0.011,,1.0
LLY,lgbm,no_event_day,1,13.7348,188.6446,13.7348,0.0152,,1.0
LLY,linreg,no_event_day,1,21.4437,459.8331,21.4437,0.0237,,1.0
LLY,rf,no_event_day,1,15.4887,239.8997,15.4887,0.0172,,1.0
LLY,xgb,no_event_day,1,9.5636,91.4619,9.5636,0.0106,,1.0
LMT,Top3Ensamble,no_event_day,1,2.0856,4.3499,2.0856,0.0034,,1.0
LMT,arima,no_event_day,1,5.9298,35.1622,5.9298,0.0097,,1.0
LMT,lgbm,no_event_day,1,2.0889,4.3635,2.0889,0.0034,,1.0
LMT,linreg,no_event_day,1,6.6412,44.105,6.6412,0.0109,,1.0
LMT,rf,no_event_day,1,1.7617,3.1037,1.7617,0.0029,,1.0
LMT,xgb,no_event_day,1,4.7515,22.5767,4.7515,0.0078,,1.0
MA,Top3Ensamble,no_event_day,1,1.7908,3.2071,1.7908,0.0036,,1.0
MA,arima,no_event_day,1,0.9978,0.9957,0.9978,0.002,,1.0
MA,lgbm,no_event_day,1,1.7769,3.1572,1.7769,0.0036,,1.0
MA,linreg,no_event_day,1,10.1906,103.8488,10.1906,0.0204,,1.0
MA,rf,no_event_day,1,4.232,17.91,4.232,0.0085,,1.0
MA,xgb,no_event_day,1,2.5978,6.7487,2.5978,0.0052,,1.0
MCD,Top3Ensamble,no_event_day,1,0.3169,0.1004,0.3169,0.001,,1.0
MCD,arima,no_event_day,1,0.5485,0.3008,0.5485,0.0018,,1.0
MCD,lgbm,no_event_day,1,1.1636,1.354,1.1636,0.0038,,1.0
MCD,linreg,no_event_day,1,5.3198,28.2999,5.3198,0.0173,,1.0
MCD,rf,no_event_day,1,0.3355,0.1125,0.3355,0.0011,,1.0
MCD,xgb,no_event_day,1,1.4737,2.1717,1.4737,0.0048,,1.0
META,Top3Ensamble,no_event_day,1,11.2244,125.9866,11.2244,0.0189,,1.0
META,arima,no_event_day,1,11.1477,124.2715,11.1477,0.0188,,1.0
META,lgbm,no_event_day,1,15.3316,235.0571,15.3316,0.0259,,1.0
META,linreg,no_event_day,1,44.1984,1953.4943,44.1984,0.0745,,1.0
META,rf,no_event_day,1,9.8268,96.5663,9.8268,0.0166,,1.0
META,xgb,no_event_day,1,8.5147,72.5009,8.5147,0.0144,,1.0
MRK,Top3Ensamble,no_event_day,1,1.1763,1.3837,1.1763,0.0101,,1.0
MRK,arima,no_event_day,1,0.5661,0.3205,0.5661,0.0049,,1.0
MRK,lgbm,no_event_day,1,0.443,0.1962,0.443,0.0038,,1.0
MRK,linreg,no_event_day,1,2.5198,6.3492,2.5198,0.0217,,1.0
MRK,rf,no_event_day,1,1.6088,2.5882,1.6088,0.0138,,1.0
MRK,xgb,no_event_day,1,1.8459,3.4074,1.8459,0.0159,,1.0
MSFT,Top3Ensamble,no_event_day,1,11.9181,142.0416,11.9181,0.032,,1.0
MSFT,arima,no_event_day,1,10.427,108.7213,10.427,0.028,,1.0
MSFT,lgbm,no_event_day,1,14.0616,197.7293,14.0616,0.0377,,1.0
MSFT,linreg,no_event_day,1,18.2616,333.4845,18.2616,0.049,,1.0
MSFT,rf,no_event_day,1,11.2658,126.9178,11.2658,0.0302,,1.0
MSFT,xgb,no_event_day,1,12.4873,155.9326,12.4873,0.0335,,1.0
NEE,Top3Ensamble,no_event_day,1,1.8143,3.2918,1.8143,0.0198,,1.0
NEE,arima,no_event_day,1,1.3504,1.8236,1.3504,0.0147,,1.0
NEE,lgbm,no_event_day,1,1.8725,3.5062,1.8725,0.0204,,1.0
NEE,linreg,no_event_day,1,4.3582,18.9935,4.3582,0.0476,,1.0
NEE,rf,no_event_day,1,1.9405,3.7655,1.9405,0.0212,,1.0
NEE,xgb,no_event_day,1,2.2201,4.9288,2.2201,0.0242,,1.0
NVDA,Top3Ensamble,no_event_day,1,0.6818,0.4649,0.6818,0.0039,,1.0
NVDA,arima,no_event_day,1,0.7934,0.6295,0.7934,0.0045,,1.0
NVDA,lgbm,no_event_day,1,1.301,1.6926,1.301,0.0074,,1.0
NVDA,linreg,no_event_day,1,5.6489,31.9099,5.6489,0.0322,,1.0
NVDA,rf,no_event_day,1,0.9432,0.8896,0.9432,0.0054,,1.0
NVDA,xgb,no_event_day,1,0.1986,0.0395,0.1986,0.0011,,1.0
ORCL,Top3Ensamble,no_event_day,1,6.2306,38.8203,6.2306,0.0424,,1.0
ORCL,arima,no_event_day,1,7.351,54.0367,7.351,0.05,,1.0
ORCL,lgbm,no_event_day,1,7.4983,56.2251,7.4983,0.051,,1.0
ORCL,linreg,no_event_day,1,2.6848,7.2084,2.6848,0.0183,,1.0
ORCL,rf,no_event_day,1,6.8168,46.4685,6.8168,0.0463,,1.0
ORCL,xgb,no_event_day,1,4.524,20.4669,4.524,0.0308,,1.0
PG,Top3Ensamble,no_event_day,1,1.6151,2.6084,1.6151,0.0113,,1.0
PG,arima,no_event_day,1,0.781,0.6099,0.781,0.0055,,1.0
PG,lgbm,no_event_day,1,1.9166,3.6735,1.9166,0.0134,,1.0
PG,linreg,no_event_day,1,1.3328,1.7764,1.3328,0.0093,,1.0
PG,rf,no_event_day,1,2.1475,4.6119,2.1475,0.015,,1.0
PG,xgb,no_event_day,1,2.1322,4.5462,2.1322,0.0149,,1.0
PLTR,Top3Ensamble,no_event_day,1,6.5355,42.7133,6.5355,0.0422,,1.0
PLTR,arima,no_event_day,1,6.3778,40.676,6.3778,0.0412,,1.0
PLTR,lgbm,no_event_day,1,7.942,63.0754,7.942,0.0513,,1.0
PLTR,linreg,no_event_day,1,10.2148,104.3415,10.2148,0.066,,1.0
PLTR,rf,no_event_day,1,6.8299,46.6475,6.8299,0.0441,,1.0
PLTR,xgb,no_event_day,1,6.399,40.9467,6.399,0.0413,,1.0
TSLA,Top3Ensamble,no_event_day,1,2.1373,4.5679,2.1373,0.0056,,1.0
TSLA,arima,no_event_day,1,0.8331,0.694,0.8331,0.0022,,1.0
TSLA,lgbm,no_event_day,1,2.8383,8.0558,2.8383,0.0074,,1.0
TSLA,linreg,no_event_day,1,3.2889,10.8166,3.2889,0.0086,,1.0
TSLA,rf,no_event_day,1,2.7405,7.5103,2.7405,0.0072,,1.0
TSLA,xgb,no_event_day,1,5.1844,26.8782,5.1844,0.0135,,1.0
TSM,Top3Ensamble,no_event_day,1,7.1002,50.4129,7.1002,0.0207,,1.0
TSM,arima,no_event_day,1,4.952,24.5222,4.952,0.0144,,1.0
TSM,lgbm,no_event_day,1,9.8644,97.307,9.8644,0.0287,,1.0
TSM,linreg,no_event_day,1,8.1106,65.7821,8.1106,0.0236,,1.0
TSM,rf,no_event_day,1,6.4842,42.0448,6.4842,0.0189,,1.0
TSM,xgb,no_event_day,1,5.4725,29.9482,5.4725,0.0159,,1.0
UNH,Top3Ensamble,no_event_day,1,0.474,0.2247,0.474,0.0017,,1.0
UNH,arima,no_event_day,1,2.5485,6.4949,2.5485,0.0094,,1.0
UNH,lgbm,no_event_day,1,0.1247,0.0155,0.1247,0.0005,,1.0
UNH,linreg,no_event_day,1,1.988,3.9523,1.988,0.0073,,1.0
UNH,rf,no_event_day,1,0.4104,0.1684,0.4104,0.0015,,1.0
UNH,xgb,no_event_day,1,1.7077,2.9164,1.7077,0.0063,,1.0
V,Top3Ensamble,no_event_day,1,3.7355,13.9542,3.7355,0.0123,,1.0
V,arima,no_event_day,1,0.5022,0.2522,0.5022,0.0017,,1.0
V,lgbm,no_event_day,1,6.5044,42.3066,6.5044,0.0214,,1.0
V,linreg,no_event_day,1,22.1496,490.6047,22.1496,0.0729,,1.0
V,rf,no_event_day,1,4.2,17.6401,4.2,0.0138,,1.0
V,xgb,no_event_day,1,5.5452,30.7488,5.5452,0.0183,,1.0
WMT,Top3Ensamble,no_event_day,1,1.7623,3.1058,1.7623,0.0144,,1.0
WMT,arima,no_event_day,1,1.2071,1.4572,1.2071,0.0099,,1.0
WMT,lgbm,no_event_day,1,2.4584,6.0439,2.4584,0.0201,,1.0
WMT,linreg,no_event_day,1,5.3844,28.9913,5.3844,0.0441,,1.0
WMT,rf,no_event_day,1,1.6215,2.6291,1.6215,0.0133,,1.0
WMT,xgb,no_event_day,1,2.1571,4.6532,2.1571,0.0177,,1.0
XOM,Top3Ensamble,no_event_day,1,5.1118,26.1308,5.1118,0.0309,,1.0
XOM,arima,no_event_day,1,4.2332,17.92,4.2332,0.0256,,1.0
XOM,lgbm,no_event_day,1,5.2065,27.1072,5.2065,0.0315,,1.0
XOM,linreg,no_event_day,1,18.1392,329.0295,18.1392,0.1097,,1.0
XOM,rf,no_event_day,1,5.8958,34.7607,5.8958,0.0357,,1.0
XOM,xgb,no_event_day,1,6.7831,46.0104,6.7831,0.041,,1.0
