ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,6.83,46.6491,6.83,0.0253,,1.0
AMD,_NaiveModel,after_hours,1,0.13,0.0169,0.13,0.0005,,1.0
AMZN,_NaiveModel,after_hours,1,0.86,0.7396,0.86,0.0034,,1.0
ASML,_NaiveModel,after_hours,1,48.9701,2398.07,48.9701,0.0335,,1.0
AVGO,_NaiveModel,after_hours,1,8.07,65.125,8.07,0.0199,,1.0
BRK-B,_NaiveModel,after_hours,1,0.54,0.2916,0.54,0.0011,,1.0
CAT,_NaiveModel,after_hours,1,21.9901,483.5624,21.9901,0.0277,,1.0
COST,_NaiveModel,after_hours,1,12.68,160.7822,12.68,0.0127,,1.0
CRM,_NaiveModel,after_hours,1,0.92,0.8464,0.92,0.0051,,1.0
GOOGL,_NaiveModel,after_hours,1,5.66,32.0356,5.66,0.0166,,1.0
JNJ,_NaiveModel,after_hours,1,0.36,0.1296,0.36,0.0015,,1.0
JPM,_NaiveModel,after_hours,1,0.34,0.1156,0.34,0.0011,,1.0
LLY,_NaiveModel,after_hours,1,23.04,530.8434,23.04,0.0249,,1.0
LMT,_NaiveModel,after_hours,1,15.3,234.0896,15.3,0.0258,,1.0
MA,_NaiveModel,after_hours,1,2.76,7.6177,2.76,0.0053,,1.0
MCD,_NaiveModel,after_hours,1,4.4,19.3599,4.4,0.0141,,1.0
META,_NaiveModel,after_hours,1,11.68,136.4222,11.68,0.017,,1.0
MRK,_NaiveModel,after_hours,1,3.61,13.0321,3.61,0.0303,,1.0
MSFT,_NaiveModel,after_hours,1,2.53,6.4009,2.53,0.006,,1.0
NEE,_NaiveModel,after_hours,1,0.15,0.0225,0.15,0.0016,,1.0
NVDA,_NaiveModel,after_hours,1,3.33,11.0888,3.33,0.0165,,1.0
ORCL,_NaiveModel,after_hours,1,3.28,10.7584,3.28,0.0187,,1.0
PG,_NaiveModel,after_hours,1,3.82,14.5923,3.82,0.026,,1.0
PLTR,_NaiveModel,after_hours,1,3.63,13.1769,3.63,0.0248,,1.0
TSLA,_NaiveModel,after_hours,1,11.72,137.3584,11.72,0.0293,,1.0
TSM,_NaiveModel,after_hours,1,7.15,51.1224,7.15,0.0193,,1.0
UNH,_NaiveModel,after_hours,1,8.23,67.7331,8.23,0.0254,,1.0
V,_NaiveModel,after_hours,1,1.92,3.6863,1.92,0.0061,,1.0
WMT,_NaiveModel,after_hours,1,2.68,7.1824,2.68,0.021,,1.0
XOM,_NaiveModel,after_hours,1,5.54,30.6915,5.54,0.0378,,1.0
